,DHW,SpaceHeating,Electric
0,4.8291566995,25.9263890585,29.788913629999996
1,3.8783137049999996,23.497277740999746,28.33062694
2,3.0835679244999996,22.603233163000002,27.609727047
3,2.8474938450000002,21.134279347999996,27.171715732
4,3.208578709,23.047633766500002,28.38541636
5,5.1218347600000005,27.537741966,29.64900183
6,16.5850280085,41.738608516499994,32.533517625
7,28.7577250835,58.996626080000006,37.47287173
8,20.846222260500003,52.1911375335,40.041627850000005
9,14.016649773000001,44.362828832,39.267271225
10,11.374427949500001,39.553932516,38.7055417
11,9.710682212,38.225879286,37.69860087
12,8.024434078499999,36.980493592,37.300033645
13,7.901369693,37.141021687,36.728423935
14,7.232490877499999,35.478592541000005,37.004632210000004
15,7.4007120775,33.722294228,36.737478855
16,8.5911111055,35.0503282955,36.401721195
17,10.251426244500001,37.220924713,36.449208424999995
18,11.459958874,37.3293561025,36.84630908
19,9.536264115,34.8488982275,36.853588275
20,9.0617405725,34.4356004055,36.854170814999996
21,10.423542542000002,35.223058815,35.590953265
22,10.744894600999999,36.83482691,34.865757395
23,8.101047031,32.436514495,32.740431745
24,4.8291566995,24.0375143505,29.788913629999996
25,3.8783137049999996,21.785287216,28.33062694
26,3.0835679244999996,21.2102806335,27.609727047
27,2.8474938450000002,19.1793647885,27.171715732
28,3.208578709,20.4513117515,28.38541636
29,5.1218347600000005,24.308477466,29.64900183
30,16.5850280085,37.09140001,32.533517625
31,28.7577250835,54.71948965,37.47287173
32,20.846222260500003,48.3081890585,40.041627850000005
33,14.016649773000001,39.3596250215,39.267271225
34,11.374427949500001,33.7462772465,38.7055417
35,9.710682212,32.1151299875,37.69860087
36,8.024434078499999,29.4177986025,37.300033645
37,7.901369693,30.5639194805,36.728423935
38,7.232490877499999,30.004418426500003,37.004632210000004
39,7.4007120775,29.520346849,36.737478855
40,8.5911111055,29.3861769005,36.401721195
41,10.251426244500001,31.639120457,36.449208424999995
42,11.459958874,34.3132118175,36.84630908
43,9.536264115,32.8047612795,36.853588275
44,9.0617405725,31.6298828545,36.854170814999996
45,10.423542542000002,33.258970528,35.590953265
46,10.744894600999999,34.395848182499996,34.865757395
47,8.101047031,30.185470580999745,32.740431745
48,4.8291566995,21.461505096499998,29.788913629999996
49,3.8783137049999996,18.643527378,28.33062694
50,3.0835679244999996,18.048332974,27.609727047
51,2.8474938450000002,17.736543768999745,27.171715732
52,3.208578709,20.056550454499998,28.38541636
53,5.1218347600000005,25.6270902265,29.64900183
54,16.5850280085,42.131582591,32.533517625
55,28.7577250835,58.8597565185,37.47287173
56,20.846222260500003,48.510639338,40.041627850000005
57,14.016649773000001,37.7258210735,39.267271225
58,11.374427949500001,34.107925999,38.7055417
59,9.710682212,33.004367844,37.69860087
60,8.024434078499999,30.391180785,37.300033645
61,7.901369693,31.095592751999998,36.728423935
62,7.232490877499999,30.799163440500003,37.004632210000004
63,7.4007120775,30.7920416335,36.737478855
64,8.5911111055,32.3586868955,36.401721195
65,10.251426244500001,36.4890717905,36.449208424999995
66,11.459958874,38.035532041500005,36.84630908
67,9.536264115,35.9897951525,36.853588275
68,9.0617405725,35.6049150625,36.854170814999996
69,10.423542542000002,36.774740975,35.590953265
70,10.744894600999999,38.1041721165,34.865757395
71,8.101047031,35.1890581525,32.740431745
72,4.8291566995,23.8500151645,29.788913629999996
73,3.8783137049999996,21.172967669,28.33062694
74,3.0835679244999996,19.832099581,27.609727047
75,2.8474938450000002,19.596401342,27.171715732
76,3.208578709,21.8645635005,28.38541636
77,5.1218347600000005,27.704558171499745,29.64900183
78,16.5850280085,43.874270419000005,32.533517625
79,28.7577250835,61.632830878499995,37.47287173
80,20.846222260500003,50.554306677,40.041627850000005
81,14.016649773000001,40.78689988799999,39.267271225
82,11.374427949500001,37.0676346775,38.7055417
83,9.710682212,36.28200667,37.69860087
84,8.024434078499999,32.864746292,37.300033645
85,7.901369693,34.032350631999996,36.728423935
86,7.232490877499999,34.4202446,37.004632210000004
87,7.4007120775,34.1150608365,36.737478855
88,8.5911111055,38.795696919,36.401721195
89,10.251426244500001,42.37130802099975,36.449208424999995
90,11.459958874,43.703414503,36.84630908
91,9.536264115,45.2919911185,36.853588275
92,9.0617405725,40.308681815499746,36.854170814999996
93,10.423542542000002,39.276768671,35.590953265
94,10.744894600999999,36.503642189,34.865757395
95,8.101047031,32.134869662,32.740431745
