Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2020-06-20 Kl. 21-22;0.01906;0.01906;0.02323;0.01858;0.01906
2020-06-20 Kl. 22-23;0.01906;0.01906;0.02281;0.01825;0.01906
2020-06-20 Kl. 23-00;0.01893;0.01893;0.02241;0.01793;0.01893
2020-06-21 Kl. 00-01;0.01818;0.01818;0.02140;0.01712;0.01818
2020-06-21 Kl. 01-02;0.01750;0.01750;0.02114;0.01691;0.01750
2020-06-21 Kl. 02-03;0.01615;0.01615;0.02073;0.01658;0.01615
2020-06-21 Kl. 03-04;0.01575;0.01575;0.02046;0.01637;0.01575
2020-06-21 Kl. 04-05;0.01535;0.01535;0.01979;0.01583;0.01535
2020-06-21 Kl. 05-06;0.01548;0.01548;0.02033;0.01626;0.01548
2020-06-21 Kl. 06-07;0.01548;0.01548;0.02060;0.01648;0.01548
2020-06-21 Kl. 07-08;0.01601;0.01601;0.02073;0.01658;0.01601
2020-06-21 Kl. 08-09;0.01669;0.01669;0.02073;0.01658;0.01669
2020-06-21 Kl. 09-10;0.01830;0.01830;0.02086;0.01669;0.01830
2020-06-21 Kl. 10-11;0.01898;0.01898;0.02100;0.01680;0.01898
2020-06-21 Kl. 11-12;0.01885;0.01885;0.02100;0.01680;0.01885
2020-06-21 Kl. 12-13;0.01885;0.01885;0.02100;0.01680;0.01885
2020-06-21 Kl. 13-14;0.01858;0.01858;0.02100;0.01680;0.01858
2020-06-21 Kl. 14-15;0.01844;0.01844;0.02114;0.01691;0.01844
2020-06-21 Kl. 15-16;0.01830;0.01830;0.02126;0.01701;0.01830
2020-06-21 Kl. 16-17;0.01830;0.01830;0.02140;0.01712;0.01830
2020-06-21 Kl. 17-18;0.01830;0.01830;0.02154;0.01723;0.01830
2020-06-21 Kl. 18-19;0.01858;0.01858;0.02168;0.01734;0.01858
2020-06-21 Kl. 19-20;0.01885;0.01885;0.02194;0.01755;0.01885
2020-06-21 Kl. 20-21;0.01885;0.01885;0.02208;0.01766;0.01885
2020-06-21 Kl. 21-22;0.01844;0.01844;0.02194;0.01755;0.01844
2020-06-21 Kl. 22-23;0.01871;0.01871;0.02194;0.01755;0.01871
2020-06-21 Kl. 23-00;0.01858;0.01858;0.02140;0.01712;0.01858
2020-06-22 Kl. 00-01;0.01790;0.01790;0.02180;0.01744;0.01790
2020-06-22 Kl. 01-02;0.01696;0.01696;0.02140;0.01712;0.01696
2020-06-22 Kl. 02-03;0.01655;0.01655;0.02114;0.01691;0.01655
2020-06-22 Kl. 03-04;0.01655;0.01655;0.02114;0.01691;0.01655
2020-06-22 Kl. 04-05;0.01696;0.01696;0.02114;0.01691;0.01696
2020-06-22 Kl. 05-06;0.01830;0.01830;0.02154;0.01723;0.01830
2020-06-22 Kl. 06-07;0.01911;0.01911;0.02396;0.01917;0.01911
2020-06-22 Kl. 07-08;0.01965;0.01965;0.05088;0.04070;0.01965
2020-06-22 Kl. 08-09;0.01993;0.01993;0.08224;0.06579;0.01993
2020-06-22 Kl. 09-10;0.01993;0.01993;0.06690;0.05352;0.01993
2020-06-22 Kl. 10-11;0.01993;0.01993;0.06623;0.05298;0.01993
2020-06-22 Kl. 11-12;0.01993;0.01993;0.06084;0.04867;0.01993
2020-06-22 Kl. 12-13;0.02019;0.02019;0.05020;0.04016;0.02019
2020-06-22 Kl. 13-14;0.02005;0.02005;0.05034;0.04027;0.02005
2020-06-22 Kl. 14-15;0.01979;0.01979;0.02679;0.02143;0.01979
2020-06-22 Kl. 15-16;0.01951;0.01951;0.02705;0.02164;0.01951
2020-06-22 Kl. 16-17;0.01939;0.01939;0.02409;0.01927;0.01939
2020-06-22 Kl. 17-18;0.01925;0.01925;0.02369;0.01895;0.01925
2020-06-22 Kl. 18-19;0.01911;0.01911;0.02315;0.01852;0.01911
2020-06-22 Kl. 19-20;0.01939;0.01939;0.02343;0.01874;0.01939
2020-06-22 Kl. 20-21;0.01939;0.01939;0.02369;0.01895;0.01939
2020-06-22 Kl. 21-22;0.01939;0.01939;0.02705;0.02164;0.01939
2020-06-22 Kl. 22-23;0.01911;0.01911;0.02558;0.02046;0.01911
2020-06-22 Kl. 23-00;0.01885;0.01885;0.02369;0.01895;0.01885
2020-06-23 Kl. 00-01;0.01871;0.01871;0.02195;0.01756;0.01871
2020-06-23 Kl. 01-02;0.01804;0.01804;0.02100;0.01680;0.01804
2020-06-23 Kl. 02-03;0.01764;0.01764;0.02020;0.01616;0.01764
2020-06-23 Kl. 03-04;0.01738;0.01738;0.02020;0.01616;0.01738
2020-06-23 Kl. 04-05;0.01710;0.01710;0.01993;0.01594;0.01710
2020-06-23 Kl. 05-06;0.01818;0.01818;0.01993;0.01594;0.01818
2020-06-23 Kl. 06-07;0.01953;0.01953;0.02209;0.01767;0.01953
2020-06-23 Kl. 07-08;0.01979;0.01979;0.02263;0.01810;0.01979
2020-06-23 Kl. 08-09;0.02046;0.02046;0.02613;0.02090;0.02046
2020-06-23 Kl. 09-10;0.02046;0.02046;0.02693;0.02154;0.02046
2020-06-23 Kl. 10-11;0.02046;0.02046;0.02706;0.02165;0.02046
2020-06-23 Kl. 11-12;0.02034;0.02034;0.02680;0.02144;0.02034
2020-06-23 Kl. 12-13;0.02020;0.02020;0.02680;0.02144;0.02020
2020-06-23 Kl. 13-14;0.02020;0.02020;0.02680;0.02144;0.02020
2020-06-23 Kl. 14-15;0.02020;0.02020;0.02653;0.02122;0.02020
2020-06-23 Kl. 15-16;0.01979;0.01979;0.02599;0.02079;0.01979
2020-06-23 Kl. 16-17;0.01979;0.01979;0.02424;0.01939;0.01979
2020-06-23 Kl. 17-18;0.01953;0.01953;0.02316;0.01853;0.01953
2020-06-23 Kl. 18-19;0.01939;0.01939;0.02303;0.01842;0.01939
2020-06-23 Kl. 19-20;0.01953;0.01953;0.02275;0.01820;0.01953
2020-06-23 Kl. 20-21;0.01966;0.01966;0.02303;0.01842;0.01966
2020-06-23 Kl. 21-22;0.01966;0.01966;0.02343;0.01874;0.01966
2020-06-23 Kl. 22-23;0.01953;0.01953;0.02289;0.01831;0.01953
2020-06-23 Kl. 23-00;0.01899;0.01899;0.02235;0.01788;0.01899
2020-06-24 Kl. 00-01;0.01894;0.01894;0.02055;0.01644;0.01894
2020-06-24 Kl. 01-02;0.01746;0.01746;0.02015;0.01612;0.01746
2020-06-24 Kl. 02-03;0.01706;0.01706;0.01988;0.01590;0.01706
2020-06-24 Kl. 03-04;0.01679;0.01679;0.01988;0.01590;0.01679
2020-06-24 Kl. 04-05;0.01679;0.01679;0.01975;0.01580;0.01679
2020-06-24 Kl. 05-06;0.01746;0.01746;0.01975;0.01580;0.01746
2020-06-24 Kl. 06-07;0.01961;0.01961;0.02015;0.01612;0.01961
2020-06-24 Kl. 07-08;0.02095;0.02095;0.02095;0.01676;0.02095
2020-06-24 Kl. 08-09;0.02135;0.02135;0.02135;0.01708;0.02135
2020-06-24 Kl. 09-10;0.02135;0.02135;0.02338;0.01870;0.02135
2020-06-24 Kl. 10-11;0.02135;0.02135;0.02458;0.01966;0.02135
2020-06-24 Kl. 11-12;0.02135;0.02135;0.02431;0.01945;0.02135
2020-06-24 Kl. 12-13;0.02135;0.02135;0.02391;0.01913;0.02135
2020-06-24 Kl. 13-14;0.02135;0.02135;0.02378;0.01902;0.02135
2020-06-24 Kl. 14-15;0.02123;0.02123;0.02338;0.01870;0.02123
2020-06-24 Kl. 15-16;0.02081;0.02081;0.02296;0.01837;0.02081
2020-06-24 Kl. 16-17;0.02081;0.02081;0.02256;0.01805;0.02081
2020-06-24 Kl. 17-18;0.02081;0.02081;0.02163;0.01730;0.02081
2020-06-24 Kl. 18-19;0.02041;0.02041;0.02123;0.01698;0.02041
2020-06-24 Kl. 19-20;0.02055;0.02055;0.02135;0.01708;0.02055
2020-06-24 Kl. 20-21;0.02055;0.02055;0.02135;0.01708;0.02055
2020-06-24 Kl. 21-22;0.02041;0.02041;0.02095;0.01676;0.02041
2020-06-24 Kl. 22-23;0.02015;0.02015;0.02055;0.01644;0.02015
2020-06-24 Kl. 23-00;0.01961;0.01961;0.02015;0.01612;0.01961
2020-06-25 Kl. 00-01;0.01864;0.01864;0.02025;0.01620;0.01864
2020-06-25 Kl. 01-02;0.01715;0.01715;0.01985;0.01588;0.01715
2020-06-25 Kl. 02-03;0.01634;0.01634;0.01944;0.01555;0.01634
2020-06-25 Kl. 03-04;0.01606;0.01606;0.01931;0.01545;0.01606
2020-06-25 Kl. 04-05;0.01606;0.01606;0.01931;0.01545;0.01606
2020-06-25 Kl. 05-06;0.01729;0.01729;0.01971;0.01577;0.01729
2020-06-25 Kl. 06-07;0.01971;0.01971;0.02066;0.01653;0.01971
2020-06-25 Kl. 07-08;0.02039;0.02039;0.02214;0.01771;0.02039
2020-06-25 Kl. 08-09;0.02066;0.02066;0.02416;0.01933;0.02066
2020-06-25 Kl. 09-10;0.02079;0.02079;0.02416;0.01933;0.02079
2020-06-25 Kl. 10-11;0.02106;0.02106;0.02416;0.01933;0.02106
2020-06-25 Kl. 11-12;0.02093;0.02093;0.02363;0.01890;0.02093
2020-06-25 Kl. 12-13;0.02079;0.02079;0.02295;0.01836;0.02079
2020-06-25 Kl. 13-14;0.02079;0.02079;0.02430;0.01944;0.02079
2020-06-25 Kl. 14-15;0.02053;0.02053;0.02390;0.01912;0.02053
2020-06-25 Kl. 15-16;0.02025;0.02025;0.02214;0.01771;0.02025
2020-06-25 Kl. 16-17;0.02025;0.02025;0.02146;0.01717;0.02025
2020-06-25 Kl. 17-18;0.01999;0.01999;0.02134;0.01707;0.01999
2020-06-25 Kl. 18-19;0.01971;0.01971;0.02120;0.01696;0.01971
2020-06-25 Kl. 19-20;0.01999;0.01999;0.02120;0.01696;0.01999
2020-06-25 Kl. 20-21;0.01971;0.01971;0.02106;0.01685;0.01971
2020-06-25 Kl. 21-22;0.01985;0.01985;0.02106;0.01685;0.01985
2020-06-25 Kl. 22-23;0.01971;0.01971;0.02053;0.01642;0.01971
2020-06-25 Kl. 23-00;0.01918;0.01918;0.02134;0.01707;0.01918
2020-06-26 Kl. 00-01;0.01969;0.01969;0.03950;0.03160;0.01969
2020-06-26 Kl. 01-02;0.01941;0.01941;0.03461;0.02769;0.01941
2020-06-26 Kl. 02-03;0.01928;0.01928;0.02959;0.02367;0.01928
2020-06-26 Kl. 03-04;0.01914;0.01914;0.02458;0.01966;0.01914
2020-06-26 Kl. 04-05;0.01886;0.01886;0.02159;0.01727;0.01886
2020-06-26 Kl. 05-06;0.01914;0.01914;0.02240;0.01792;0.01914
2020-06-26 Kl. 06-07;0.01981;0.01981;0.02946;0.02357;0.01981
2020-06-26 Kl. 07-08;0.02023;0.02023;0.03964;0.03171;0.02023
2020-06-26 Kl. 08-09;0.02023;0.02023;0.04031;0.03225;0.02023
2020-06-26 Kl. 09-10;0.02036;0.02036;0.04059;0.03247;0.02036
2020-06-26 Kl. 10-11;0.02036;0.02036;0.04059;0.03247;0.02036
2020-06-26 Kl. 11-12;0.02023;0.02023;0.03950;0.03160;0.02023
2020-06-26 Kl. 12-13;0.02009;0.02009;0.03950;0.03160;0.02009
2020-06-26 Kl. 13-14;0.02009;0.02009;0.03950;0.03160;0.02009
2020-06-26 Kl. 14-15;0.01995;0.01995;0.03611;0.02889;0.01995
2020-06-26 Kl. 15-16;0.01969;0.01969;0.03991;0.03193;0.01969
2020-06-26 Kl. 16-17;0.01969;0.01969;0.03936;0.03149;0.01969
2020-06-26 Kl. 17-18;0.01969;0.01969;0.03651;0.02921;0.01969
2020-06-26 Kl. 18-19;0.01955;0.01955;0.03950;0.03160;0.01955
2020-06-26 Kl. 19-20;0.01955;0.01955;0.04031;0.03225;0.01955
2020-06-26 Kl. 20-21;0.01941;0.01941;0.04045;0.03236;0.01941
2020-06-26 Kl. 21-22;0.01941;0.01941;0.04018;0.03214;0.01941
2020-06-26 Kl. 22-23;0.01941;0.01941;0.03978;0.03182;0.01941
2020-06-26 Kl. 23-00;0.01914;0.01914;0.03978;0.03182;0.01914
2020-06-27 Kl. 00-01;0.01316;0.01316;0.03786;0.03029;0.01316
2020-06-27 Kl. 01-02;0.01154;0.01154;0.03664;0.02931;0.01154
2020-06-27 Kl. 02-03;0.00936;0.00936;0.03541;0.02833;0.00936
2020-06-27 Kl. 03-04;0.00788;0.00788;0.03365;0.02692;0.00788
2020-06-27 Kl. 04-05;0.00706;0.00706;0.03325;0.02660;0.00706
2020-06-27 Kl. 05-06;0.00706;0.00706;0.03339;0.02671;0.00706
2020-06-27 Kl. 06-07;0.00814;0.00814;0.03555;0.02844;0.00814
2020-06-27 Kl. 07-08;0.01085;0.01085;0.03610;0.02888;0.01085
2020-06-27 Kl. 08-09;0.01330;0.01330;0.03786;0.03029;0.01330
2020-06-27 Kl. 09-10;0.01425;0.01425;0.03840;0.03072;0.01425
2020-06-27 Kl. 10-11;0.01574;0.01574;0.03854;0.03083;0.01574
2020-06-27 Kl. 11-12;0.01601;0.01601;0.03840;0.03072;0.01601
2020-06-27 Kl. 12-13;0.01574;0.01574;0.03650;0.02920;0.01574
2020-06-27 Kl. 13-14;0.01548;0.01548;0.03650;0.02920;0.01548
2020-06-27 Kl. 14-15;0.01520;0.01520;0.03610;0.02888;0.01520
2020-06-27 Kl. 15-16;0.01520;0.01520;0.03583;0.02866;0.01520
2020-06-27 Kl. 16-17;0.01370;0.01370;0.03583;0.02866;0.01370
2020-06-27 Kl. 17-18;0.01479;0.01479;0.03583;0.02866;0.01479
2020-06-27 Kl. 18-19;0.01465;0.01465;0.03624;0.02899;0.01465
2020-06-27 Kl. 19-20;0.01370;0.01370;0.03624;0.02899;0.01370
2020-06-27 Kl. 20-21;0.01303;0.01303;0.03569;0.02855;0.01303
2020-06-27 Kl. 21-22;0.01398;0.01398;0.03351;0.02681;0.01398
2020-06-27 Kl. 22-23;0.01465;0.01465;0.02985;0.02388;0.01465
2020-06-27 Kl. 23-00;0.01316;0.01316;0.02510;0.02008;0.01316
2020-06-28 Kl. 00-01;0.01348;0.01348;0.03089;0.02471;0.01348
2020-06-28 Kl. 01-02;0.01253;0.01253;0.02695;0.02156;0.01253
2020-06-28 Kl. 02-03;0.00953;0.00953;0.02083;0.01666;0.00953
2020-06-28 Kl. 03-04;0.00858;0.00858;0.02028;0.01622;0.00858
2020-06-28 Kl. 04-05;0.00763;0.00763;0.02000;0.01600;0.00763
2020-06-28 Kl. 05-06;0.00721;0.00721;0.02000;0.01600;0.00721
2020-06-28 Kl. 06-07;0.00749;0.00749;0.02014;0.01611;0.00749
2020-06-28 Kl. 07-08;0.00789;0.00789;0.02014;0.01611;0.00789
2020-06-28 Kl. 08-09;0.00899;0.00899;0.02083;0.01666;0.00899
2020-06-28 Kl. 09-10;0.01293;0.01293;0.02721;0.02177;0.01293
2020-06-28 Kl. 10-11;0.01498;0.01498;0.02573;0.02058;0.01498
2020-06-28 Kl. 11-12;0.01579;0.01579;0.02668;0.02134;0.01579
2020-06-28 Kl. 12-13;0.01593;0.01593;0.02749;0.02199;0.01593
2020-06-28 Kl. 13-14;0.01498;0.01498;0.03021;0.02417;0.01498
2020-06-28 Kl. 14-15;0.00381;0.00381;0.03076;0.02461;0.00381
2020-06-28 Kl. 15-16;0.00735;0.00735;0.03021;0.02417;0.00735
2020-06-28 Kl. 16-17;0.01279;0.01279;0.03035;0.02428;0.01279
2020-06-28 Kl. 17-18;0.01606;0.01606;0.03456;0.02765;0.01606
2020-06-28 Kl. 18-19;0.01633;0.01633;0.03116;0.02493;0.01633
2020-06-28 Kl. 19-20;0.01633;0.01633;0.03511;0.02809;0.01633
2020-06-28 Kl. 20-21;0.01633;0.01633;0.03661;0.02929;0.01633
2020-06-28 Kl. 21-22;0.01606;0.01606;0.03715;0.02972;0.01606
2020-06-28 Kl. 22-23;0.01606;0.01606;0.03729;0.02983;0.01606
2020-06-28 Kl. 23-00;0.01470;0.01470;0.03756;0.03005;0.01470
2020-06-29 Kl. 00-01;0.01415;0.01415;0.03579;0.02863;0.01415
2020-06-29 Kl. 01-02;0.01361;0.01361;0.03553;0.02842;0.01361
2020-06-29 Kl. 02-03;0.01184;0.01184;0.03593;0.02874;0.01184
2020-06-29 Kl. 03-04;0.01156;0.01156;0.03593;0.02874;0.01156
2020-06-29 Kl. 04-05;0.01170;0.01170;0.03553;0.02842;0.01170
2020-06-29 Kl. 05-06;0.01198;0.01198;0.03648;0.02918;0.01198
2020-06-29 Kl. 06-07;0.01511;0.01511;0.02381;0.01905;0.01511
2020-06-29 Kl. 07-08;0.01633;0.01633;0.03211;0.02569;0.01633
2020-06-29 Kl. 08-09;0.01674;0.01674;0.03579;0.02863;0.01674
2020-06-29 Kl. 09-10;0.01729;0.01729;0.03715;0.02972;0.01729
2020-06-29 Kl. 10-11;0.01743;0.01743;0.03688;0.02950;0.01743
2020-06-29 Kl. 11-12;0.01620;0.01620;0.03701;0.02961;0.01620
2020-06-29 Kl. 12-13;0.01633;0.01633;0.03389;0.02711;0.01633
2020-06-29 Kl. 13-14;0.01606;0.01606;0.03348;0.02678;0.01606
2020-06-29 Kl. 14-15;0.01593;0.01593;0.03280;0.02624;0.01593
2020-06-29 Kl. 15-16;0.01551;0.01551;0.03239;0.02591;0.01551
2020-06-29 Kl. 16-17;0.01538;0.01538;0.03225;0.02580;0.01538
2020-06-29 Kl. 17-18;0.01498;0.01498;0.03130;0.02504;0.01498
2020-06-29 Kl. 18-19;0.01306;0.01306;0.03211;0.02569;0.01306
2020-06-29 Kl. 19-20;0.01253;0.01253;0.03008;0.02406;0.01253
2020-06-29 Kl. 20-21;0.01320;0.01320;0.02954;0.02363;0.01320
2020-06-29 Kl. 21-22;0.01551;0.01551;0.02885;0.02308;0.01551
2020-06-29 Kl. 22-23;0.01551;0.01551;0.02654;0.02123;0.01551
2020-06-29 Kl. 23-00;0.01579;0.01579;0.02233;0.01786;0.01579
2020-06-30 Kl. 00-01;0.01350;0.01350;0.02046;0.01637;0.01350
2020-06-30 Kl. 01-02;0.01310;0.01310;0.02005;0.01604;0.01310
2020-06-30 Kl. 02-03;0.01269;0.01269;0.01978;0.01582;0.01269
2020-06-30 Kl. 03-04;0.01255;0.01255;0.01964;0.01571;0.01255
2020-06-30 Kl. 04-05;0.01269;0.01269;0.01964;0.01571;0.01269
2020-06-30 Kl. 05-06;0.01336;0.01336;0.01991;0.01593;0.01336
2020-06-30 Kl. 06-07;0.01800;0.01800;0.02100;0.01680;0.01800
2020-06-30 Kl. 07-08;0.01964;0.01964;0.02755;0.02302;0.01964
2020-06-30 Kl. 08-09;0.01964;0.01964;0.02510;0.02008;0.01964
2020-06-30 Kl. 09-10;0.01950;0.01950;0.03069;0.02455;0.01950
2020-06-30 Kl. 10-11;0.01936;0.01936;0.02728;0.02182;0.01936
2020-06-30 Kl. 11-12;0.01623;0.01623;0.02414;0.01931;0.01623
2020-06-30 Kl. 12-13;0.01569;0.01569;0.02388;0.01910;0.01569
2020-06-30 Kl. 13-14;0.01486;0.01486;0.02141;0.01713;0.01486
2020-06-30 Kl. 14-15;0.01446;0.01446;0.02278;0.02859;0.01446
2020-06-30 Kl. 15-16;0.01800;0.01800;0.02141;0.01713;0.01800
2020-06-30 Kl. 16-17;0.01733;0.01733;0.02114;0.01691;0.01733
2020-06-30 Kl. 17-18;0.01500;0.01500;0.02100;0.01680;0.01500
2020-06-30 Kl. 18-19;0.01433;0.01433;0.02060;0.01648;0.01433
2020-06-30 Kl. 19-20;0.01378;0.01378;0.02005;0.01604;0.01378
2020-06-30 Kl. 20-21;0.01336;0.01336;0.02005;0.01604;0.01336
2020-06-30 Kl. 21-22;0.01405;0.01405;0.01991;0.01593;0.01405
2020-06-30 Kl. 22-23;0.01433;0.01433;0.01978;0.01582;0.01433
2020-06-30 Kl. 23-00;0.01336;0.01336;0.02005;0.01604;0.01336
2020-07-01 Kl. 00-01;0.01295;0.01295;0.01295;0.01036;0.01295
2020-07-01 Kl. 01-02;0.00818;0.00818;0.00818;0.00654;0.00818
2020-07-01 Kl. 02-03;0.00628;0.00628;0.00628;0.00502;0.00628
2020-07-01 Kl. 03-04;0.00628;0.00628;0.00628;0.00502;0.00628
2020-07-01 Kl. 04-05;0.00804;0.00804;0.00804;0.00643;0.00804
2020-07-01 Kl. 05-06;0.01363;0.01363;0.01854;0.01483;0.01363
2020-07-01 Kl. 06-07;0.01799;0.01799;0.02385;0.02159;0.01799
2020-07-01 Kl. 07-08;0.01909;0.01909;0.02754;0.02203;0.01909
2020-07-01 Kl. 08-09;0.01949;0.01949;0.02821;0.02257;0.01949
2020-07-01 Kl. 09-10;0.02004;0.02004;0.03149;0.02519;0.02004
2020-07-01 Kl. 10-11;0.02045;0.02045;0.03313;0.02650;0.02045
2020-07-01 Kl. 11-12;0.02031;0.02031;0.03149;0.02519;0.02031
2020-07-01 Kl. 12-13;0.02004;0.02004;0.03066;0.02453;0.02004
2020-07-01 Kl. 13-14;0.01990;0.01990;0.03108;0.02486;0.01990
2020-07-01 Kl. 14-15;0.01990;0.01990;0.02999;0.02399;0.01990
2020-07-01 Kl. 15-16;0.01773;0.01773;0.02958;0.02366;0.01773
2020-07-01 Kl. 16-17;0.01690;0.01690;0.02890;0.02312;0.01690
2020-07-01 Kl. 17-18;0.01499;0.01499;0.03108;0.02486;0.01499
2020-07-01 Kl. 18-19;0.01649;0.01649;0.02849;0.02279;0.01649
2020-07-01 Kl. 19-20;0.01486;0.01486;0.02930;0.02344;0.01486
2020-07-01 Kl. 20-21;0.01473;0.01473;0.03285;0.02628;0.01473
2020-07-01 Kl. 21-22;0.01473;0.01473;0.03258;0.02606;0.01473
2020-07-01 Kl. 22-23;0.01459;0.01459;0.03176;0.02541;0.01459
2020-07-01 Kl. 23-00;0.01459;0.01459;0.02849;0.02279;0.01459
2020-07-02 Kl. 00-01;0.01813;0.01813;0.02886;0.02846;0.01813
2020-07-02 Kl. 01-02;0.01773;0.01773;0.02793;0.02814;0.01773
2020-07-02 Kl. 02-03;0.01745;0.01745;0.02739;0.02298;0.01745
2020-07-02 Kl. 03-04;0.01719;0.01719;0.02711;0.02169;0.01719
2020-07-02 Kl. 04-05;0.01719;0.01719;0.02711;0.02169;0.01719
2020-07-02 Kl. 05-06;0.01759;0.01759;0.02793;0.02234;0.01759
2020-07-02 Kl. 06-07;0.01880;0.01880;0.03289;0.02803;0.01880
2020-07-02 Kl. 07-08;0.01920;0.01920;0.03611;0.02889;0.01920
2020-07-02 Kl. 08-09;0.01934;0.01934;0.03840;0.03072;0.01934
2020-07-02 Kl. 09-10;0.01946;0.01946;0.03866;0.03093;0.01946
2020-07-02 Kl. 10-11;0.01934;0.01934;0.03840;0.03072;0.01934
2020-07-02 Kl. 11-12;0.01906;0.01906;0.03799;0.03039;0.01906
2020-07-02 Kl. 12-13;0.01920;0.01920;0.03665;0.02932;0.01920
2020-07-02 Kl. 13-14;0.01920;0.01920;0.03733;0.02986;0.01920
2020-07-02 Kl. 14-15;0.01893;0.01893;0.03853;0.03082;0.01893
2020-07-02 Kl. 15-16;0.01880;0.01880;0.03693;0.02954;0.01880
2020-07-02 Kl. 16-17;0.01880;0.01880;0.03665;0.02932;0.01880
2020-07-02 Kl. 17-18;0.01853;0.01853;0.03356;0.02685;0.01853
2020-07-02 Kl. 18-19;0.01813;0.01813;0.03263;0.02610;0.01813
2020-07-02 Kl. 19-20;0.01839;0.01839;0.03235;0.02588;0.01839
2020-07-02 Kl. 20-21;0.01826;0.01826;0.03276;0.02621;0.01826
2020-07-02 Kl. 21-22;0.01813;0.01813;0.03155;0.02524;0.01813
2020-07-02 Kl. 22-23;0.01813;0.01813;0.03276;0.02814;0.01813
2020-07-02 Kl. 23-00;0.01853;0.01853;0.02940;0.02352;0.01853
2020-07-03 Kl. 00-01;0.01710;0.01710;0.02538;0.02030;0.01710
2020-07-03 Kl. 01-02;0.01683;0.01683;0.02350;0.01880;0.01683
2020-07-03 Kl. 02-03;0.01656;0.01656;0.02218;0.01774;0.01656
2020-07-03 Kl. 03-04;0.01629;0.01629;0.02150;0.01720;0.01629
2020-07-03 Kl. 04-05;0.01629;0.01629;0.02164;0.01731;0.01629
2020-07-03 Kl. 05-06;0.01643;0.01643;0.02298;0.01838;0.01643
2020-07-03 Kl. 06-07;0.01723;0.01723;0.02911;0.02329;0.01723
2020-07-03 Kl. 07-08;0.01750;0.01750;0.03179;0.02543;0.01750
2020-07-03 Kl. 08-09;0.01683;0.01683;0.03325;0.02660;0.01683
2020-07-03 Kl. 09-10;0.01750;0.01750;0.03820;0.03056;0.01750
2020-07-03 Kl. 10-11;0.01710;0.01710;0.03873;0.03098;0.01710
2020-07-03 Kl. 11-12;0.01656;0.01656;0.03766;0.03013;0.01656
2020-07-03 Kl. 12-13;0.01616;0.01616;0.03566;0.02853;0.01616
2020-07-03 Kl. 13-14;0.01523;0.01523;0.03513;0.02810;0.01523
2020-07-03 Kl. 14-15;0.01509;0.01509;0.03299;0.02821;0.01509
2020-07-03 Kl. 15-16;0.01496;0.01496;0.03191;0.02553;0.01496
2020-07-03 Kl. 16-17;0.01549;0.01549;0.03125;0.02500;0.01549
2020-07-03 Kl. 17-18;0.01549;0.01549;0.05449;0.04359;0.01549
2020-07-03 Kl. 18-19;0.01563;0.01563;0.05329;0.04263;0.01563
2020-07-03 Kl. 19-20;0.01670;0.01670;0.05115;0.04092;0.01670
2020-07-03 Kl. 20-21;0.01763;0.01763;0.05021;0.04017;0.01763
2020-07-03 Kl. 21-22;0.01776;0.01776;0.04541;0.03633;0.01776
2020-07-03 Kl. 22-23;0.01776;0.01776;0.03926;0.03141;0.01776
2020-07-03 Kl. 23-00;0.01763;0.01763;0.03179;0.02543;0.01763
2020-07-04 Kl. 00-01;0.01724;0.01724;0.02873;0.02298;0.01724
2020-07-04 Kl. 01-02;0.01696;0.01696;0.01844;0.01475;0.01696
2020-07-04 Kl. 02-03;0.01616;0.01616;0.01616;0.01293;0.01616
2020-07-04 Kl. 03-04;0.01430;0.01430;0.01430;0.01144;0.01430
2020-07-04 Kl. 04-05;0.01256;0.01256;0.01256;0.01005;0.01256
2020-07-04 Kl. 05-06;0.01470;0.01470;0.01470;0.01176;0.01470
2020-07-04 Kl. 06-07;0.01670;0.01670;0.01870;0.01496;0.01670
2020-07-04 Kl. 07-08;0.01684;0.01684;0.02058;0.01646;0.01684
2020-07-04 Kl. 08-09;0.01724;0.01724;0.03540;0.02832;0.01724
2020-07-04 Kl. 09-10;0.01898;0.01898;0.03220;0.02576;0.01898
2020-07-04 Kl. 10-11;0.01964;0.01964;0.01964;0.01571;0.01964
2020-07-04 Kl. 11-12;0.01724;0.01724;0.01924;0.01539;0.01724
2020-07-04 Kl. 12-13;0.01724;0.01724;0.01938;0.01550;0.01724
2020-07-04 Kl. 13-14;0.01710;0.01710;0.01924;0.01539;0.01710
2020-07-04 Kl. 14-15;0.01724;0.01724;0.01898;0.01518;0.01724
2020-07-04 Kl. 15-16;0.01910;0.01910;0.02431;0.01945;0.01910
2020-07-04 Kl. 16-17;0.01910;0.01910;0.05704;0.04563;0.01910
2020-07-04 Kl. 17-18;0.01924;0.01924;0.05798;0.04638;0.01924
2020-07-04 Kl. 18-19;0.01924;0.01924;0.04635;0.03708;0.01924
2020-07-04 Kl. 19-20;0.01884;0.01884;0.04569;0.03655;0.01884
2020-07-04 Kl. 20-21;0.01870;0.01870;0.04381;0.03505;0.01870
2020-07-04 Kl. 21-22;0.01776;0.01776;0.04289;0.03431;0.01776
2020-07-04 Kl. 22-23;0.01750;0.01750;0.04248;0.03398;0.01750
2020-07-04 Kl. 23-00;0.01724;0.01724;0.04048;0.03238;0.01724
2020-07-05 Kl. 00-01;0.02018;0.02018;0.04195;0.03356;0.02018
