Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2022-08-01 Kl. 13-14;2.80015;4.08176;0.02276;0.01821;2.80015
2022-08-01 Kl. 14-15;2.76489;3.08591;0.02190;0.01752;2.76489
2022-08-01 Kl. 15-16;2.70304;2.78381;0.02178;0.01742;2.70304
2022-08-01 Kl. 16-17;2.70575;2.70575;0.02178;0.01742;2.70575
2022-08-01 Kl. 17-18;2.78431;4.08201;0.02165;0.01732;2.78431
2022-08-01 Kl. 18-19;2.76229;5.20603;0.02178;0.01742;2.76229
2022-08-01 Kl. 19-20;2.73458;5.48388;0.02215;0.01772;2.73458
2022-08-01 Kl. 20-21;2.73334;5.57790;0.02450;0.01960;2.73334
2022-08-01 Kl. 21-22;2.73346;5.50181;0.02610;0.02088;2.73346
2022-08-01 Kl. 22-23;2.73186;5.46434;0.02461;0.01969;2.73186
2022-08-01 Kl. 23-00;2.71516;5.13973;0.02388;0.01910;2.71516
2022-08-02 Kl. 00-01;3.10135;5.27963;0.02533;0.02026;3.10135
2022-08-02 Kl. 01-02;2.87673;4.67050;0.02471;0.01977;2.87673
2022-08-02 Kl. 02-03;2.84090;4.57463;0.02434;0.01947;2.84090
2022-08-02 Kl. 03-04;2.83274;4.30885;0.02421;0.01937;2.83274
2022-08-02 Kl. 04-05;2.82978;4.22261;0.02421;0.01937;2.82978
2022-08-02 Kl. 05-06;2.86289;4.70559;0.02434;0.01947;2.86289
2022-08-02 Kl. 06-07;3.08913;4.81110;0.02558;0.02046;3.08913
2022-08-02 Kl. 07-08;2.95061;4.93095;0.03694;0.02955;2.95061
2022-08-02 Kl. 08-09;3.27433;4.79789;0.02595;0.02076;3.27433
2022-08-02 Kl. 09-10;3.38441;4.19889;0.02583;0.02066;3.38441
2022-08-02 Kl. 10-11;3.33610;3.58816;0.02545;0.02036;3.33610
2022-08-02 Kl. 11-12;3.00461;3.65771;0.02496;0.01997;3.00461
2022-08-02 Kl. 12-13;2.81199;2.81199;0.02434;0.01947;2.81199
2022-08-02 Kl. 13-14;2.69485;2.69485;0.02348;0.01878;2.69485
2022-08-02 Kl. 14-15;2.37523;2.37523;0.02236;0.01789;2.37523
2022-08-02 Kl. 15-16;2.44824;2.44824;0.02014;0.01611;2.44824
2022-08-02 Kl. 16-17;2.74391;2.74391;0.01928;0.01542;2.74391
2022-08-02 Kl. 17-18;2.87624;2.87624;0.01866;0.01493;2.87624
2022-08-02 Kl. 18-19;3.08986;3.70640;0.01841;0.01473;3.08986
2022-08-02 Kl. 19-20;2.95148;4.32306;0.01841;0.01473;2.95148
2022-08-02 Kl. 20-21;2.91355;4.56894;0.01841;0.01473;2.91355
2022-08-02 Kl. 21-22;2.92936;4.31824;0.01841;0.01473;2.92936
2022-08-02 Kl. 22-23;2.87723;4.31404;0.01854;0.01483;2.87723
2022-08-02 Kl. 23-00;2.81743;3.49685;0.01854;0.01483;2.81743
2022-08-03 Kl. 00-01;3.07744;3.16104;0.01898;0.01518;3.07744
2022-08-03 Kl. 01-02;3.07608;3.16798;0.01836;0.01469;3.07608
2022-08-03 Kl. 02-03;3.07595;3.16785;0.01836;0.01469;3.07595
2022-08-03 Kl. 03-04;3.05375;3.14504;0.01860;0.01488;3.05375
2022-08-03 Kl. 04-05;2.99830;3.08785;0.01935;0.01548;2.99830
2022-08-03 Kl. 05-06;2.98355;2.98355;0.01910;0.01528;2.98355
2022-08-03 Kl. 06-07;2.98950;2.98950;0.01923;0.01538;2.98950
2022-08-03 Kl. 07-08;2.96768;2.96768;0.01923;0.01538;2.96768
2022-08-03 Kl. 08-09;3.42286;3.50521;0.01960;0.01568;3.42286
2022-08-03 Kl. 09-10;3.33369;3.54813;0.02245;0.01796;3.33369
2022-08-03 Kl. 10-11;2.92401;3.01926;0.02381;0.01905;2.92401
2022-08-03 Kl. 11-12;2.29283;2.29283;0.02381;0.01905;2.29283
2022-08-03 Kl. 12-13;2.59038;2.59038;0.02331;0.01865;2.59038
2022-08-03 Kl. 13-14;2.28948;2.28948;0.02319;0.01855;2.28948
2022-08-03 Kl. 14-15;2.75359;2.75359;0.02319;0.01855;2.75359
2022-08-03 Kl. 15-16;2.93183;3.30938;0.02331;0.01865;2.93183
2022-08-03 Kl. 16-17;2.93790;3.88375;0.02406;0.01925;2.93790
2022-08-03 Kl. 17-18;2.95168;3.65778;0.02356;0.01885;2.95168
2022-08-03 Kl. 18-19;2.96743;4.70421;0.02331;0.01865;2.96743
2022-08-03 Kl. 19-20;2.96146;4.94943;0.02283;0.01826;2.96146
2022-08-03 Kl. 20-21;2.95949;5.45609;0.02245;0.01796;2.95949
2022-08-03 Kl. 21-22;3.02571;5.54501;0.02146;0.01717;3.02571
2022-08-03 Kl. 22-23;3.00996;5.54948;0.02109;0.01687;3.00996
2022-08-03 Kl. 23-00;2.96383;5.22763;0.02084;0.01667;2.96383
2022-08-04 Kl. 00-01;2.91118;5.33593;0.01868;0.01494;2.91118
2022-08-04 Kl. 01-02;2.87666;4.96454;0.01893;0.01514;2.87666
2022-08-04 Kl. 02-03;2.86974;4.49483;0.01929;0.01543;2.86974
2022-08-04 Kl. 03-04;2.86615;4.17636;0.01918;0.01534;2.86615
2022-08-04 Kl. 04-05;2.86468;4.13803;0.01893;0.01514;2.86468
2022-08-04 Kl. 05-06;2.87951;4.32713;0.01905;0.01524;2.87951
2022-08-04 Kl. 06-07;2.92539;4.34431;0.01954;0.01563;2.92539
2022-08-04 Kl. 07-08;2.99750;4.32440;0.01991;0.01593;2.99750
2022-08-04 Kl. 08-09;3.06058;4.90443;0.02103;0.01682;3.06058
2022-08-04 Kl. 09-10;3.09088;4.97356;0.02103;0.01682;3.09088
2022-08-04 Kl. 10-11;3.09136;4.32501;0.02103;0.01682;3.09136
2022-08-04 Kl. 11-12;3.09099;3.41750;0.02090;0.01672;3.09099
2022-08-04 Kl. 12-13;2.96905;2.96905;0.02140;0.01712;2.96905
2022-08-04 Kl. 13-14;2.91600;2.91600;0.02115;0.01692;2.91600
2022-08-04 Kl. 14-15;2.88718;2.88718;0.02201;0.01761;2.88718
2022-08-04 Kl. 15-16;2.96213;2.96213;0.02214;0.01771;2.96213
2022-08-04 Kl. 16-17;3.09124;3.71778;0.02251;0.01801;3.09124
2022-08-04 Kl. 17-18;3.09174;3.75228;0.02226;0.01781;3.09174
2022-08-04 Kl. 18-19;3.09136;4.93831;0.02153;0.01722;3.09136
2022-08-04 Kl. 19-20;3.09495;5.42386;0.02065;0.01652;3.09495
2022-08-04 Kl. 20-21;3.09718;5.44069;0.01991;0.01593;3.09718
2022-08-04 Kl. 21-22;3.09161;5.37650;0.01966;0.01573;3.09161
2022-08-04 Kl. 22-23;3.04388;5.20175;0.01941;0.01553;3.04388
2022-08-04 Kl. 23-00;2.93690;4.55171;0.01941;0.01553;2.93690
2022-08-05 Kl. 00-01;2.89075;4.86298;0.01841;0.01473;2.89075
2022-08-05 Kl. 01-02;2.84243;4.28953;0.01816;0.01453;2.84243
2022-08-05 Kl. 02-03;2.83909;4.04346;0.01816;0.01453;2.83909
2022-08-05 Kl. 03-04;2.83810;4.06175;0.01805;0.01444;2.83810
2022-08-05 Kl. 04-05;2.83859;4.05409;0.01805;0.01444;2.83859
2022-08-05 Kl. 05-06;2.85750;4.44908;0.01805;0.01444;2.85750
2022-08-05 Kl. 06-07;2.91979;4.72839;0.01805;0.01444;2.91979
2022-08-05 Kl. 07-08;2.93684;5.25538;0.01816;0.01453;2.93684
2022-08-05 Kl. 08-09;2.95193;5.30765;0.01829;0.01463;2.95193
2022-08-05 Kl. 09-10;2.96131;5.27799;0.01816;0.01453;2.96131
2022-08-05 Kl. 10-11;2.98603;5.13091;0.01805;0.01444;2.98603
2022-08-05 Kl. 11-12;2.95464;4.85136;0.01793;0.01434;2.95464
2022-08-05 Kl. 12-13;2.95823;4.66881;0.01780;0.01424;2.95823
2022-08-05 Kl. 13-14;2.95575;3.95473;0.01780;0.01424;2.95575
2022-08-05 Kl. 14-15;2.95365;3.40389;0.01780;0.01424;2.95365
2022-08-05 Kl. 15-16;2.92584;3.01323;0.01793;0.01434;2.92584
2022-08-05 Kl. 16-17;2.93549;3.02311;0.01780;0.01424;2.93549
2022-08-05 Kl. 17-18;2.94116;3.48706;0.01780;0.01424;2.94116
2022-08-05 Kl. 18-19;2.93845;3.96844;0.01780;0.01424;2.93845
2022-08-05 Kl. 19-20;2.94105;4.69180;0.01793;0.01434;2.94105
2022-08-05 Kl. 20-21;2.93709;5.07381;0.01793;0.01434;2.93709
2022-08-05 Kl. 21-22;2.94649;4.88758;0.01780;0.01424;2.94649
2022-08-05 Kl. 22-23;2.94525;4.43721;0.01780;0.01424;2.94525
2022-08-05 Kl. 23-00;2.92560;3.01298;0.01780;0.01424;2.92560
2022-08-06 Kl. 00-01;2.85491;4.28804;0.01810;0.01448;2.85491
2022-08-06 Kl. 01-02;2.86240;3.81104;0.01810;0.01448;2.86240
2022-08-06 Kl. 02-03;2.83369;3.73289;0.01810;0.01448;2.83369
2022-08-06 Kl. 03-04;2.81721;3.34415;0.01798;0.01438;2.81721
2022-08-06 Kl. 04-05;2.80635;3.23891;0.01798;0.01438;2.80635
2022-08-06 Kl. 05-06;2.80360;3.04629;0.01798;0.01438;2.80360
2022-08-06 Kl. 06-07;2.83556;2.97863;0.01823;0.01458;2.83556
2022-08-06 Kl. 07-08;2.83805;3.74438;0.01835;0.01468;2.83805
2022-08-06 Kl. 08-09;2.87239;3.74463;0.01848;0.01478;2.87239
2022-08-06 Kl. 09-10;2.84729;3.52179;0.01860;0.01488;2.84729
2022-08-06 Kl. 10-11;2.76240;3.06764;0.01848;0.01478;2.76240
2022-08-06 Kl. 11-12;2.32423;2.60486;0.01848;0.01478;2.32423
2022-08-06 Kl. 12-13;1.77669;2.19165;0.01835;0.01468;1.77669
2022-08-06 Kl. 13-14;1.77731;1.92363;0.01835;0.01468;1.77731
2022-08-06 Kl. 14-15;1.63150;1.63150;0.01823;0.01458;1.63150
2022-08-06 Kl. 15-16;1.74485;1.80065;0.01823;0.01458;1.74485
2022-08-06 Kl. 16-17;2.33109;2.33109;0.01823;0.01458;2.33109
2022-08-06 Kl. 17-18;2.87151;3.02319;0.01823;0.01458;2.87151
2022-08-06 Kl. 18-19;2.95079;3.73751;0.01823;0.01458;2.95079
2022-08-06 Kl. 19-20;2.94979;4.50589;0.01823;0.01458;2.94979
2022-08-06 Kl. 20-21;2.94479;4.80013;0.01823;0.01458;2.94479
2022-08-06 Kl. 21-22;2.93568;4.60500;0.01823;0.01458;2.93568
2022-08-06 Kl. 22-23;2.93930;4.47393;0.01810;0.01448;2.93930
2022-08-06 Kl. 23-00;2.92195;3.93925;0.01810;0.01448;2.92195
2022-08-07 Kl. 00-01;3.04694;3.56450;0.01255;0.01004;3.04694
2022-08-07 Kl. 01-02;2.90761;2.91644;0.01069;0.00855;2.90761
2022-08-07 Kl. 02-03;2.79985;2.79985;0.00883;0.00706;2.79985
2022-08-07 Kl. 03-04;2.56543;2.64199;0.00870;0.00696;2.56543
2022-08-07 Kl. 04-05;2.49173;2.56618;0.01006;0.00805;2.49173
2022-08-07 Kl. 05-06;2.55089;2.62708;0.01218;0.00974;2.55089
2022-08-07 Kl. 06-07;2.54803;2.62410;0.01504;0.01203;2.54803
2022-08-07 Kl. 07-08;2.56406;2.64063;0.01790;0.01432;2.56406
2022-08-07 Kl. 08-09;2.01691;2.07708;0.01853;0.01482;2.01691
2022-08-07 Kl. 09-10;1.80935;1.80935;0.01865;0.01492;1.80935
2022-08-07 Kl. 10-11;1.29738;1.29738;0.02001;0.01601;1.29738
2022-08-07 Kl. 11-12;1.67114;1.67114;0.02039;0.01631;1.67114
2022-08-07 Kl. 12-13;2.40609;2.40609;0.02064;0.01651;2.40609
2022-08-07 Kl. 13-14;2.76033;2.76033;0.02076;0.01661;2.76033
2022-08-07 Kl. 14-15;2.71918;2.71918;0.02100;0.01680;2.71918
2022-08-07 Kl. 15-16;2.25458;2.25458;0.02138;0.01710;2.25458
2022-08-07 Kl. 16-17;2.14456;2.14456;0.02213;0.01770;2.14456
2022-08-07 Kl. 17-18;2.81140;2.81140;0.02300;0.01840;2.81140
2022-08-07 Kl. 18-19;3.09566;3.38776;0.02163;0.01730;3.09566
2022-08-07 Kl. 19-20;3.28695;3.54524;0.02225;0.01780;3.28695
2022-08-07 Kl. 20-21;3.47899;4.60099;0.02250;0.01800;3.47899
2022-08-07 Kl. 21-22;3.45264;5.05753;0.02175;0.01740;3.45264
2022-08-07 Kl. 22-23;3.42729;4.84014;0.02113;0.01690;3.42729
2022-08-07 Kl. 23-00;3.14725;4.33774;0.02100;0.01680;3.14725
2022-08-08 Kl. 00-01;3.04670;3.74236;0.02001;0.01601;3.04670
2022-08-08 Kl. 01-02;2.97088;3.27764;0.01926;0.01541;2.97088
2022-08-08 Kl. 02-03;2.95596;3.39733;0.01865;0.01492;2.95596
2022-08-08 Kl. 03-04;2.93794;3.35991;0.01853;0.01482;2.93794
2022-08-08 Kl. 04-05;2.95000;3.29341;0.01865;0.01492;2.95000
2022-08-08 Kl. 05-06;2.97448;4.16273;0.01865;0.01492;2.97448
2022-08-08 Kl. 06-07;3.32835;4.49596;0.02014;0.01611;3.32835
2022-08-08 Kl. 07-08;3.63473;5.05839;0.02076;0.01661;3.63473
2022-08-08 Kl. 08-09;4.16323;4.99450;0.03829;0.01492;4.16323
2022-08-08 Kl. 09-10;3.85336;4.63156;0.04748;0.01521;3.85336
2022-08-08 Kl. 10-11;3.73391;4.09673;0.04724;0.01551;3.73391
2022-08-08 Kl. 11-12;3.69836;3.69836;0.04239;0.01551;3.69836
2022-08-08 Kl. 12-13;3.53978;3.53978;0.03381;0.01492;3.53978
2022-08-08 Kl. 13-14;3.50496;3.54835;0.03244;0.01492;3.50496
2022-08-08 Kl. 14-15;3.49229;3.55643;0.03183;0.01492;3.49229
2022-08-08 Kl. 15-16;3.51653;3.71453;0.03331;0.01492;3.51653
2022-08-08 Kl. 16-17;3.57706;3.98101;0.03070;0.01482;3.57706
2022-08-08 Kl. 17-18;3.57768;4.94355;0.03083;0.01482;3.57768
2022-08-08 Kl. 18-19;3.44518;5.24570;0.02921;0.01492;3.44518
2022-08-08 Kl. 19-20;3.41834;5.41636;0.02610;0.01492;3.41834
2022-08-08 Kl. 20-21;3.41809;5.38765;0.02524;0.01492;3.41809
2022-08-08 Kl. 21-22;3.58849;5.28188;0.02263;0.01482;3.58849
2022-08-08 Kl. 22-23;3.38825;5.16864;0.02113;0.01472;3.38825
2022-08-08 Kl. 23-00;3.05279;4.71161;0.02089;0.01462;3.05279
2022-08-09 Kl. 00-01;3.29831;4.71380;0.02004;0.01603;3.29831
2022-08-09 Kl. 01-02;3.24454;3.84035;0.01968;0.01574;3.24454
2022-08-09 Kl. 02-03;3.23096;3.61378;0.01930;0.01544;3.23096
2022-08-09 Kl. 03-04;3.16100;3.49589;0.01868;0.01494;3.16100
2022-08-09 Kl. 04-05;3.17506;3.59261;0.01855;0.01484;3.17506
2022-08-09 Kl. 05-06;3.23831;3.86040;0.01855;0.01484;3.23831
2022-08-09 Kl. 06-07;3.24366;4.61931;0.01930;0.01544;3.24366
2022-08-09 Kl. 07-08;3.41720;4.86381;0.02041;0.01633;3.41720
2022-08-09 Kl. 08-09;3.67354;4.54748;0.02116;0.01693;3.67354
2022-08-09 Kl. 09-10;3.82031;4.23363;0.02141;0.01713;3.82031
2022-08-09 Kl. 10-11;3.76778;4.49993;0.02166;0.01733;3.76778
2022-08-09 Kl. 11-12;3.43178;3.67590;0.02154;0.01723;3.43178
2022-08-09 Kl. 12-13;3.37264;3.55875;0.02141;0.01713;3.37264
2022-08-09 Kl. 13-14;3.22361;3.31985;0.02129;0.01703;3.22361
2022-08-09 Kl. 14-15;3.24479;3.34176;0.02116;0.01693;3.24479
2022-08-09 Kl. 15-16;3.24291;3.24291;0.02091;0.01673;3.24291
2022-08-09 Kl. 16-17;3.39791;3.73354;0.02091;0.01673;3.39791
2022-08-09 Kl. 17-18;3.42343;4.19903;0.02104;0.01683;3.42343
2022-08-09 Kl. 18-19;3.40688;5.06661;0.02116;0.01693;3.40688
2022-08-09 Kl. 19-20;3.41695;5.50209;0.02116;0.01693;3.41695
2022-08-09 Kl. 20-21;3.27130;5.46363;0.02104;0.01683;3.27130
2022-08-09 Kl. 21-22;3.27366;5.16620;0.02054;0.01643;3.27366
2022-08-09 Kl. 22-23;3.26271;4.91324;0.01955;0.01564;3.26271
2022-08-09 Kl. 23-00;3.24341;4.15010;0.01855;0.01484;3.24341
2022-08-10 Kl. 00-01;3.16233;3.74588;0.01578;0.01262;3.16233
2022-08-10 Kl. 01-02;3.13995;3.46199;0.01529;0.01223;3.13995
2022-08-10 Kl. 02-03;3.13635;3.60363;0.01429;0.01143;3.13635
2022-08-10 Kl. 03-04;3.13524;3.44546;0.01318;0.01054;3.13524
2022-08-10 Kl. 04-05;3.13573;3.54673;0.01268;0.01014;3.13573
2022-08-10 Kl. 05-06;3.13114;3.63916;0.01255;0.01004;3.13114
2022-08-10 Kl. 06-07;3.19475;4.09873;0.01280;0.01024;3.19475
2022-08-10 Kl. 07-08;3.29550;4.73111;0.01404;0.01123;3.29550
2022-08-10 Kl. 08-09;3.37030;4.76155;0.01504;0.01203;3.37030
2022-08-10 Kl. 09-10;3.54026;4.28906;0.01504;0.01203;3.54026
2022-08-10 Kl. 10-11;3.64450;3.64661;0.01529;0.01223;3.64450
2022-08-10 Kl. 11-12;3.53964;3.65295;0.01529;0.01223;3.53964
2022-08-10 Kl. 12-13;3.40708;3.52286;0.01529;0.01223;3.40708
2022-08-10 Kl. 13-14;3.14978;3.24395;0.01553;0.01242;3.14978
2022-08-10 Kl. 14-15;3.16170;3.25625;0.01565;0.01252;3.16170
2022-08-10 Kl. 15-16;3.27290;3.35875;0.01590;0.01272;3.27290
2022-08-10 Kl. 16-17;3.26966;3.73669;0.01640;0.01312;3.26966
2022-08-10 Kl. 17-18;3.27115;4.29653;0.01628;0.01302;3.27115
2022-08-10 Kl. 18-19;3.27103;4.88840;0.01665;0.01173;3.27103
2022-08-10 Kl. 19-20;3.26171;5.13626;0.01590;0.01163;3.26171
2022-08-10 Kl. 20-21;3.25674;5.13379;0.01529;0.01223;3.25674
2022-08-10 Kl. 21-22;3.26793;5.04408;0.01429;0.01143;3.26793
2022-08-10 Kl. 22-23;3.23799;4.83945;0.01330;0.01064;3.23799
2022-08-10 Kl. 23-00;3.19450;4.33243;0.00634;0.00507;3.19450
2022-08-11 Kl. 00-01;3.11949;3.72859;0.00186;0.00149;3.11949
2022-08-11 Kl. 01-02;3.08653;3.60964;0.00111;0.00089;3.08653
2022-08-11 Kl. 02-03;3.07253;3.72958;0.00063;0.00050;3.07253
2022-08-11 Kl. 03-04;3.07154;3.68510;0.00063;0.00050;3.07154
2022-08-11 Kl. 04-05;3.07129;3.75361;0.00111;0.00089;3.07129
2022-08-11 Kl. 05-06;3.08256;4.35405;0.00694;0.00555;3.08256
2022-08-11 Kl. 06-07;3.17561;4.68734;0.01103;0.00743;3.17561
2022-08-11 Kl. 07-08;3.23719;4.99264;0.01511;0.00694;3.23719
2022-08-11 Kl. 08-09;3.23236;4.98136;0.01748;0.00704;3.23236
2022-08-11 Kl. 09-10;3.21736;4.76838;0.01760;0.00724;3.21736
2022-08-11 Kl. 10-11;3.21996;4.26335;0.01760;0.00743;3.21996
2022-08-11 Kl. 11-12;3.25206;3.80628;0.01748;0.00753;3.25206
2022-08-11 Kl. 12-13;3.24748;3.81495;0.01760;0.00743;3.24748
2022-08-11 Kl. 13-14;3.23038;3.44349;0.01771;0.00734;3.23038
2022-08-11 Kl. 14-15;3.28329;3.41796;0.01784;0.00743;3.28329
2022-08-11 Kl. 15-16;3.24054;3.75931;0.01821;0.00743;3.24054
2022-08-11 Kl. 16-17;3.23261;4.64534;0.01834;0.00743;3.23261
2022-08-11 Kl. 17-18;3.27076;4.82351;0.01859;0.00743;3.27076
2022-08-11 Kl. 18-19;3.24995;4.99735;0.02181;0.00743;3.24995
2022-08-11 Kl. 19-20;3.23409;5.12633;0.02775;0.00753;3.23409
2022-08-11 Kl. 20-21;3.19333;5.12744;0.02813;0.00763;3.19333
2022-08-11 Kl. 21-22;3.19915;5.10365;0.02676;0.00763;3.19915
2022-08-11 Kl. 22-23;3.17983;4.97281;0.02169;0.00763;3.17983
2022-08-11 Kl. 23-00;3.30125;4.69205;0.02008;0.00753;3.30125
2022-08-12 Kl. 00-01;3.25175;5.01063;0.02639;0.00727;3.25175
2022-08-12 Kl. 01-02;3.16399;4.82711;0.02664;0.00717;3.16399
2022-08-12 Kl. 02-03;3.12348;4.71628;0.02848;0.00727;3.12348
2022-08-12 Kl. 03-04;3.10850;4.66201;0.02934;0.00736;3.10850
2022-08-12 Kl. 04-05;3.13195;4.79803;0.03130;0.00736;3.13195
2022-08-12 Kl. 05-06;3.19086;4.84308;0.03326;0.00756;3.19086
2022-08-12 Kl. 06-07;3.25200;5.01934;0.05843;0.00776;3.25200
2022-08-12 Kl. 07-08;3.85506;5.15400;0.06346;0.00894;3.85506
2022-08-12 Kl. 08-09;4.23780;5.75719;0.49664;0.00953;4.23780
2022-08-12 Kl. 09-10;4.34729;5.36696;0.35020;0.00972;4.34729
2022-08-12 Kl. 10-11;4.31046;5.10514;0.34665;0.00972;4.31046
2022-08-12 Kl. 11-12;3.95044;5.03518;0.34394;0.00972;3.95044
2022-08-12 Kl. 12-13;3.61079;4.85793;0.34321;0.00962;3.61079
2022-08-12 Kl. 13-14;3.55888;4.16071;0.34223;0.00962;3.55888
2022-08-12 Kl. 14-15;3.52891;4.23559;0.34628;0.00972;3.52891
2022-08-12 Kl. 15-16;3.19111;4.80195;0.34468;0.00982;3.19111
2022-08-12 Kl. 16-17;3.25188;4.99221;0.34579;0.00992;3.25188
2022-08-12 Kl. 17-18;3.22769;5.12601;0.34984;0.01002;3.22769
2022-08-12 Kl. 18-19;3.18080;5.64573;0.48573;0.01021;3.18080
2022-08-12 Kl. 19-20;3.23199;5.62438;0.49946;0.01021;3.23199
2022-08-12 Kl. 20-21;3.16853;5.38746;0.50843;0.01021;3.16853
2022-08-12 Kl. 21-22;3.24120;5.45976;0.12361;0.01041;3.24120
2022-08-12 Kl. 22-23;3.19136;5.32720;0.07844;0.01051;3.19136
2022-08-12 Kl. 23-00;3.04381;5.05384;0.07169;0.01051;3.04381
2022-08-13 Kl. 00-01;3.33725;5.09616;0.11474;0.00973;3.33725
2022-08-13 Kl. 01-02;3.18198;4.77984;0.08525;0.00963;3.18198
2022-08-13 Kl. 02-03;3.16773;4.62665;0.07838;0.00943;3.16773
2022-08-13 Kl. 03-04;3.15913;4.46228;0.06118;0.00914;3.15913
2022-08-13 Kl. 04-05;3.15778;4.48255;0.06130;0.00875;3.15778
2022-08-13 Kl. 05-06;3.16551;4.56571;0.06105;0.00835;3.16551
2022-08-13 Kl. 06-07;3.12203;4.53156;0.06094;0.00826;3.12203
2022-08-13 Kl. 07-08;3.11453;4.62739;0.07163;0.00845;3.11453
2022-08-13 Kl. 08-09;3.10789;4.76030;0.05651;0.00875;3.10789
2022-08-13 Kl. 09-10;3.17829;4.47813;0.06376;0.00904;3.17829
2022-08-13 Kl. 10-11;3.24598;4.22678;0.06659;0.00904;3.24598
2022-08-13 Kl. 11-12;3.29216;3.70923;0.06376;0.00865;3.29216
2022-08-13 Kl. 12-13;3.11305;3.25089;0.06056;0.00845;3.11305
2022-08-13 Kl. 13-14;2.90963;3.31391;0.06044;0.00835;2.90963
2022-08-13 Kl. 14-15;3.10015;3.19389;0.06253;0.00835;3.10015
2022-08-13 Kl. 15-16;3.13504;3.58700;0.07789;0.00845;3.13504
2022-08-13 Kl. 16-17;3.16440;4.84531;0.15724;0.00855;3.16440
2022-08-13 Kl. 17-18;3.25494;4.78868;1.85363;0.00875;3.25494
2022-08-13 Kl. 18-19;3.26318;5.17220;3.07018;0.00904;3.26318
2022-08-13 Kl. 19-20;3.25433;5.47170;3.07068;0.00924;3.25433
2022-08-13 Kl. 20-21;3.18738;5.65058;3.07055;0.00934;3.18738
2022-08-13 Kl. 21-22;3.36489;5.52895;1.41323;0.00934;3.36489
2022-08-13 Kl. 22-23;3.23799;5.48793;0.39606;0.00934;3.23799
2022-08-13 Kl. 23-00;3.25666;5.08020;0.13599;0.00924;3.25666
2022-08-14 Kl. 00-01;3.31433;4.95981;0.14755;0.00787;3.31433
2022-08-14 Kl. 01-02;3.26884;4.75228;0.08410;0.00797;3.26884
2022-08-14 Kl. 02-03;3.24954;4.51165;0.07623;0.00787;3.24954
2022-08-14 Kl. 03-04;3.23085;4.22628;0.05804;0.00777;3.23085
2022-08-14 Kl. 04-05;3.22310;4.17931;0.05423;0.00777;3.22310
2022-08-14 Kl. 05-06;3.23625;4.44476;0.05054;0.00797;3.23625
2022-08-14 Kl. 06-07;3.21868;4.46690;0.05299;0.00836;3.21868
2022-08-14 Kl. 07-08;3.07359;4.42325;0.06000;0.00866;3.07359
2022-08-14 Kl. 08-09;3.18720;4.50661;0.12984;0.00875;3.18720
2022-08-14 Kl. 09-10;3.07371;4.30448;0.15541;0.00895;3.07371
2022-08-14 Kl. 10-11;3.20810;3.92971;0.17791;0.00905;3.20810
2022-08-14 Kl. 11-12;3.06868;3.28729;0.25119;0.00905;3.06868
2022-08-14 Kl. 12-13;2.93145;3.27855;0.27025;0.00915;2.93145
2022-08-14 Kl. 13-14;2.92753;3.26343;0.24874;0.00915;2.92753
2022-08-14 Kl. 14-15;2.93514;3.24585;0.25021;0.00934;2.93514
2022-08-14 Kl. 15-16;2.95273;3.22483;0.25058;0.00925;2.95273
2022-08-14 Kl. 16-17;3.21756;3.31371;0.34316;0.00925;3.21756
2022-08-14 Kl. 17-18;3.37101;4.53194;0.34378;0.00944;3.37101
2022-08-14 Kl. 18-19;3.37139;4.78731;0.35178;0.00964;3.37139
2022-08-14 Kl. 19-20;3.34913;5.22245;0.39075;0.00974;3.34913
2022-08-14 Kl. 20-21;3.30253;5.32499;0.73280;0.00984;3.30253
2022-08-14 Kl. 21-22;3.28643;5.33348;0.69985;0.00974;3.28643
2022-08-14 Kl. 22-23;3.22643;5.21384;0.35201;0.00974;3.22643
2022-08-14 Kl. 23-00;3.29650;4.85481;0.18689;0.00954;3.29650
2022-08-15 Kl. 00-01;3.62565;4.47735;0.11853;0.00925;3.62565
2022-08-15 Kl. 01-02;3.47208;4.31086;0.06345;0.00905;3.47208
2022-08-15 Kl. 02-03;3.43040;4.30559;0.06061;0.00895;3.43040
2022-08-15 Kl. 03-04;3.41184;4.17858;0.06099;0.00895;3.41184
2022-08-15 Kl. 04-05;3.41306;4.21423;0.06074;0.00905;3.41306
2022-08-15 Kl. 05-06;3.47220;4.34088;0.06049;0.00934;3.47220
2022-08-15 Kl. 06-07;3.45118;4.54411;0.06148;0.00944;3.45118
2022-08-15 Kl. 07-08;3.44171;5.13256;0.55624;0.01436;3.44171
2022-08-15 Kl. 08-09;3.51008;5.47241;1.82450;0.01505;3.51008
2022-08-15 Kl. 09-10;3.44196;5.37380;3.07346;0.01485;3.44196
2022-08-15 Kl. 10-11;3.40261;5.16085;3.07285;0.01456;3.40261
2022-08-15 Kl. 11-12;3.44011;4.98859;1.74016;0.01416;3.44011
2022-08-15 Kl. 12-13;3.42463;4.80798;1.22966;0.00964;3.42463
2022-08-15 Kl. 13-14;3.42474;4.68158;0.94981;0.00885;3.42474
2022-08-15 Kl. 14-15;3.49986;4.68920;0.94208;0.00787;3.49986
2022-08-15 Kl. 15-16;3.44233;4.66829;0.79870;0.00915;3.44233
2022-08-15 Kl. 16-17;3.44626;4.97913;0.76575;0.00934;3.44626
