Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2024-05-27 Kl. 11-12;0.51484;0.78342;0.14978;0.11982;0.51484
2024-05-27 Kl. 12-13;0.47169;0.78473;0.20554;0.16443;0.47169
2024-05-27 Kl. 13-14;0.45134;0.78028;0.21714;0.17371;0.45134
2024-05-27 Kl. 14-15;0.45178;0.77985;0.21973;0.17578;0.45178
2024-05-27 Kl. 15-16;0.44661;0.77483;0.22560;0.18048;0.44661
2024-05-27 Kl. 16-17;0.45736;0.79390;0.22560;0.18048;0.45736
2024-05-27 Kl. 17-18;0.45421;0.80049;0.22445;0.17956;0.45421
2024-05-27 Kl. 18-19;0.45808;0.87831;0.22431;0.17945;0.45808
2024-05-27 Kl. 19-20;0.44876;0.98094;0.22330;0.17864;0.44876
2024-05-27 Kl. 20-21;0.44790;0.99900;0.21929;0.17543;0.44790
2024-05-27 Kl. 21-22;0.50179;0.96948;0.20725;0.16580;0.50179
2024-05-27 Kl. 22-23;0.49691;0.85883;0.08614;0.06891;0.49691
2024-05-27 Kl. 23-00;0.44016;0.75979;0.02866;0.02293;0.44016
2024-05-28 Kl. 00-01;0.41385;0.81528;0.02826;0.02261;0.41385
2024-05-28 Kl. 01-02;0.40256;0.81170;0.01156;0.00925;0.40256
2024-05-28 Kl. 02-03;0.39315;0.81099;0.00200;0.00160;0.39315
2024-05-28 Kl. 03-04;0.39115;0.81156;0.00158;0.00126;0.39115
2024-05-28 Kl. 04-05;0.39371;0.81213;0.00200;0.00160;0.39371
2024-05-28 Kl. 05-06;0.40456;0.81584;0.02726;0.02181;0.40456
2024-05-28 Kl. 06-07;0.42713;0.87722;0.05539;0.04431;0.42713
2024-05-28 Kl. 07-08;0.49993;1.03126;0.18173;0.14538;0.49993
2024-05-28 Kl. 08-09;0.55246;1.09164;0.22284;0.17827;0.55246
2024-05-28 Kl. 09-10;0.59958;1.07066;0.22484;0.17987;0.59958
2024-05-28 Kl. 10-11;0.49993;0.87823;0.22655;0.18124;0.49993
2024-05-28 Kl. 11-12;0.49979;0.83255;0.23455;0.18764;0.49979
2024-05-28 Kl. 12-13;0.48308;0.81056;0.23369;0.18695;0.48308
2024-05-28 Kl. 13-14;0.48408;0.76431;0.24911;0.19929;0.48408
2024-05-28 Kl. 14-15;0.48723;0.76459;0.24954;0.19963;0.48723
2024-05-28 Kl. 15-16;0.48038;0.81199;0.24954;0.19963;0.48038
2024-05-28 Kl. 16-17;0.47251;0.82784;0.25968;0.20774;0.47251
2024-05-28 Kl. 17-18;0.47124;0.85524;0.23126;0.18501;0.47124
2024-05-28 Kl. 18-19;0.46253;1.14175;0.23113;0.18490;0.46253
2024-05-28 Kl. 19-20;0.43754;1.13790;0.23126;0.18501;0.43754
2024-05-28 Kl. 20-21;0.43569;1.09493;0.23113;0.18490;0.43569
2024-05-28 Kl. 21-22;0.44568;1.00670;0.21970;0.17576;0.44568
2024-05-28 Kl. 22-23;0.46366;0.83354;0.21341;0.17073;0.46366
2024-05-28 Kl. 23-00;0.43311;0.82784;0.04411;0.03529;0.43311
2024-05-29 Kl. 00-01;0.45004;0.86885;0.02766;0.02213;0.45004
2024-05-29 Kl. 01-02;0.42424;0.73524;0.01126;0.00901;0.42424
2024-05-29 Kl. 02-03;0.41639;0.68590;0.01213;0.00970;0.41639
2024-05-29 Kl. 03-04;0.41254;0.61189;0.01654;0.01323;0.41254
2024-05-29 Kl. 04-05;0.41111;0.58351;0.02809;0.02247;0.41111
2024-05-29 Kl. 05-06;0.41581;0.57795;0.04293;0.03434;0.41581
2024-05-29 Kl. 06-07;0.44149;0.74423;0.09140;0.07312;0.44149
2024-05-29 Kl. 07-08;0.88383;0.88383;0.11621;0.09297;0.88383
2024-05-29 Kl. 08-09;0.87043;0.87043;0.12178;0.09742;0.87043
2024-05-29 Kl. 09-10;0.75649;0.75649;0.11180;0.08944;0.75649
2024-05-29 Kl. 10-11;0.58280;0.58280;0.07829;0.06263;0.58280
2024-05-29 Kl. 11-12;0.57581;0.57581;0.06674;0.05339;0.57581
2024-05-29 Kl. 12-13;0.48684;0.48684;0.05775;0.04620;0.48684
2024-05-29 Kl. 13-14;0.45831;0.45831;0.04920;0.03936;0.45831
2024-05-29 Kl. 14-15;0.47456;0.47456;0.04763;0.03810;0.47456
2024-05-29 Kl. 15-16;0.50594;0.59635;0.05433;0.04346;0.50594
2024-05-29 Kl. 16-17;0.60819;0.66750;0.05918;0.04734;0.60819
2024-05-29 Kl. 17-18;0.75435;0.75435;0.07486;0.05989;0.75435
2024-05-29 Kl. 18-19;1.01245;1.01245;0.09640;0.07712;1.01245
2024-05-29 Kl. 19-20;1.08404;1.08404;0.11209;0.08967;1.08404
2024-05-29 Kl. 20-21;0.87285;0.87285;0.12306;0.09845;0.87285
2024-05-29 Kl. 21-22;0.83876;0.83876;0.09925;0.07940;0.83876
2024-05-29 Kl. 22-23;0.82038;0.82038;0.07259;0.05807;0.82038
2024-05-29 Kl. 23-00;0.58665;0.82051;0.04406;0.03525;0.58665
2024-05-30 Kl. 00-01;0.49836;0.77701;0.02596;0.02077;0.49836
2024-05-30 Kl. 01-02;0.48924;0.77259;0.01541;0.01233;0.48924
2024-05-30 Kl. 02-03;0.48695;0.77401;0.01784;0.01427;0.48695
2024-05-30 Kl. 03-04;0.47668;0.77715;0.02583;0.02066;0.47668
2024-05-30 Kl. 04-05;0.47169;0.77715;0.03838;0.03070;0.47169
2024-05-30 Kl. 05-06;0.48638;0.65416;0.07434;0.05947;0.48638
2024-05-30 Kl. 06-07;0.49994;0.64246;0.17691;0.14153;0.49994
2024-05-30 Kl. 07-08;0.83694;0.83694;0.26281;0.21025;0.83694
2024-05-30 Kl. 08-09;0.88045;0.88045;0.30604;0.24483;0.88045
2024-05-30 Kl. 09-10;0.91270;0.91270;0.29505;0.23604;0.91270
2024-05-30 Kl. 10-11;0.99859;0.99859;0.25924;0.20739;0.99859
2024-05-30 Kl. 11-12;0.64204;0.92710;0.21173;0.16938;0.64204
2024-05-30 Kl. 12-13;0.72123;0.84864;0.19204;0.15363;0.72123
2024-05-30 Kl. 13-14;0.50935;0.79728;0.19275;0.15420;0.50935
2024-05-30 Kl. 14-15;0.50550;0.79728;0.18462;0.14770;0.50550
2024-05-30 Kl. 15-16;0.50336;0.78315;0.21858;0.17486;0.50336
2024-05-30 Kl. 16-17;0.51420;0.79556;0.23270;0.18616;0.51420
2024-05-30 Kl. 17-18;0.82266;0.82266;0.24540;0.19632;0.82266
2024-05-30 Kl. 18-19;1.07135;1.07135;0.24669;0.19735;1.07135
2024-05-30 Kl. 19-20;1.07435;1.07435;0.23841;0.19073;1.07435
2024-05-30 Kl. 20-21;0.86961;0.86961;0.20660;0.16528;0.86961
2024-05-30 Kl. 21-22;0.86619;0.86619;0.21915;0.17532;0.86619
2024-05-30 Kl. 22-23;0.85163;0.85163;0.17564;0.14051;0.85163
2024-05-30 Kl. 23-00;0.81268;0.81268;0.08604;0.06883;0.81268
2024-05-31 Kl. 00-01;0.49850;0.84571;0.10139;0.08111;0.49850
2024-05-31 Kl. 01-02;0.49209;0.82489;0.09768;0.07814;0.49209
2024-05-31 Kl. 02-03;0.48824;0.75659;0.10153;0.08122;0.48824
2024-05-31 Kl. 03-04;0.48738;0.74119;0.10252;0.08202;0.48738
2024-05-31 Kl. 04-05;0.48624;0.75203;0.13033;0.10426;0.48624
2024-05-31 Kl. 05-06;0.48424;0.80336;0.19293;0.15434;0.48424
2024-05-31 Kl. 06-07;0.50749;0.84144;0.27805;0.22244;0.50749
2024-05-31 Kl. 07-08;1.02266;1.02266;0.39840;0.31872;1.02266
2024-05-31 Kl. 08-09;1.08655;1.08655;0.41195;0.32956;1.08655
2024-05-31 Kl. 09-10;1.08398;1.08398;0.39684;0.31747;1.08398
2024-05-31 Kl. 10-11;1.06488;1.06488;0.31199;0.24959;1.06488
2024-05-31 Kl. 11-12;0.98174;0.98174;0.29018;0.23214;0.98174
2024-05-31 Kl. 12-13;0.86481;0.86481;0.28433;0.22746;0.86481
2024-05-31 Kl. 13-14;0.67033;0.82004;0.25895;0.20716;0.67033
2024-05-31 Kl. 14-15;0.52988;0.73763;0.25809;0.20647;0.52988
2024-05-31 Kl. 15-16;0.49950;0.61643;0.25824;0.20659;0.49950
2024-05-31 Kl. 16-17;0.50335;0.67018;0.27649;0.22119;0.50335
2024-05-31 Kl. 17-18;0.50135;0.84129;0.29873;0.23898;0.50135
2024-05-31 Kl. 18-19;0.50776;0.86525;0.30658;0.24526;0.50776
2024-05-31 Kl. 19-20;0.51276;0.86510;0.29944;0.23955;0.51276
2024-05-31 Kl. 20-21;0.50121;0.86525;0.26508;0.21206;0.50121
2024-05-31 Kl. 21-22;0.51134;0.84243;0.22929;0.18343;0.51134
2024-05-31 Kl. 22-23;0.50235;0.84058;0.17753;0.14202;0.50235
2024-05-31 Kl. 23-00;0.48054;0.82989;0.10994;0.08795;0.48054
2024-06-01 Kl. 00-01;0.47800;0.75430;0.22064;0.17651;0.47800
2024-06-01 Kl. 01-02;0.46889;0.73324;0.21509;0.17207;0.46889
2024-06-01 Kl. 02-03;0.46434;0.72883;0.20014;0.16011;0.46434
2024-06-01 Kl. 03-04;0.46035;0.73380;0.18705;0.14964;0.46035
2024-06-01 Kl. 04-05;0.45964;0.73935;0.19217;0.15374;0.45964
2024-06-01 Kl. 05-06;0.46050;0.75302;0.19844;0.15875;0.46050
2024-06-01 Kl. 06-07;0.45979;0.82035;0.21324;0.17059;0.45979
2024-06-01 Kl. 07-08;0.46833;0.82534;0.24854;0.19883;0.46833
2024-06-01 Kl. 08-09;0.47174;0.73964;0.30135;0.24108;0.47174
2024-06-01 Kl. 09-10;0.48127;0.75401;0.31942;0.25554;0.48127
2024-06-01 Kl. 10-11;0.50505;0.64199;0.30634;0.24507;0.50505
2024-06-01 Kl. 11-12;0.49821;0.53210;0.28968;0.23174;0.49821
2024-06-01 Kl. 12-13;0.34933;0.34933;0.28896;0.23117;0.34933
2024-06-01 Kl. 13-14;0.10591;0.10591;0.14890;0.11912;0.10591
2024-06-01 Kl. 14-15;0.04156;0.04156;0.14335;0.11468;0.04156
2024-06-01 Kl. 15-16;0.08256;0.08256;0.12370;0.09896;0.08256
2024-06-01 Kl. 16-17;0.35971;0.35971;0.18505;0.14804;0.35971
2024-06-01 Kl. 17-18;0.47958;0.53794;0.28526;0.22821;0.47958
2024-06-01 Kl. 18-19;0.48270;0.68398;0.30733;0.24586;0.48270
2024-06-01 Kl. 19-20;0.49836;0.82704;0.31146;0.24917;0.49836
2024-06-01 Kl. 20-21;0.50933;0.75416;0.30748;0.24598;0.50933
2024-06-01 Kl. 21-22;0.54405;0.70149;0.25538;0.20430;0.54405
2024-06-01 Kl. 22-23;0.49723;0.70106;0.24698;0.19758;0.49723
2024-06-01 Kl. 23-00;0.48484;0.69608;0.16384;0.13107;0.48484
2024-06-02 Kl. 00-01;0.46593;0.49322;0.17693;0.14154;0.46593
2024-06-02 Kl. 01-02;0.42966;0.42966;0.17494;0.13995;0.42966
2024-06-02 Kl. 02-03;0.21889;0.21889;0.17523;0.14018;0.21889
2024-06-02 Kl. 03-04;0.09970;0.09970;0.14408;0.11526;0.09970
2024-06-02 Kl. 04-05;0.12374;0.12374;0.15616;0.12493;0.12374
2024-06-02 Kl. 05-06;0.07083;0.07083;0.14379;0.11503;0.07083
2024-06-02 Kl. 06-07;0.06984;0.06984;0.15374;0.12299;0.06984
2024-06-02 Kl. 07-08;0.05845;0.05845;0.16085;0.12868;0.05845
2024-06-02 Kl. 08-09;0.01380;0.01380;0.17338;0.13870;0.01380
2024-06-02 Kl. 09-10;0.00000;0.00000;0.17351;0.13881;0.00000
2024-06-02 Kl. 10-11;0.02219;0.02219;0.17351;0.13881;0.02219
2024-06-02 Kl. 11-12;0.01095;0.01095;0.14578;0.11662;0.01095
2024-06-02 Kl. 12-13;-0.00114;-0.00114;0.07125;0.05700;-0.00114
2024-06-02 Kl. 13-14;-0.04563;-0.04563;0.03144;0.02515;-0.04563
2024-06-02 Kl. 14-15;-0.05689;-0.05689;0.02830;0.02264;-0.05689
2024-06-02 Kl. 15-16;-0.04961;-0.04961;0.03144;0.02515;-0.04961
2024-06-02 Kl. 16-17;-0.00091;-0.00091;0.04139;0.03311;-0.00091
2024-06-02 Kl. 17-18;0.07011;0.07011;0.07011;0.05609;0.07011
2024-06-02 Kl. 18-19;0.41544;0.41544;0.20324;0.16259;0.41544
2024-06-02 Kl. 19-20;0.50304;0.50304;0.30820;0.24656;0.50304
2024-06-02 Kl. 20-21;0.60773;0.77056;0.29156;0.23325;0.60773
2024-06-02 Kl. 21-22;0.63986;0.76829;0.24079;0.19263;0.63986
2024-06-02 Kl. 22-23;0.53505;0.70016;0.21546;0.17237;0.53505
2024-06-02 Kl. 23-00;0.48341;0.70087;0.19854;0.15883;0.48341
2024-06-03 Kl. 00-01;0.47674;0.71296;0.15175;0.12140;0.47674
2024-06-03 Kl. 01-02;0.47061;0.71481;0.13426;0.10741;0.47061
2024-06-03 Kl. 02-03;0.46834;0.71809;0.12089;0.09671;0.46834
2024-06-03 Kl. 03-04;0.46720;0.76844;0.11121;0.08897;0.46720
2024-06-03 Kl. 04-05;0.46677;0.71169;0.12544;0.10035;0.46677
2024-06-03 Kl. 05-06;0.47261;0.69320;0.13725;0.10980;0.47261
2024-06-03 Kl. 06-07;0.50348;0.53276;0.17949;0.14359;0.50348
2024-06-03 Kl. 07-08;0.71140;0.83955;0.30109;0.24087;0.71140
2024-06-03 Kl. 08-09;0.92345;0.92345;0.41814;0.33451;0.92345
2024-06-03 Kl. 09-10;0.86286;0.86286;0.41274;0.33019;0.86286
2024-06-03 Kl. 10-11;0.84936;0.84936;0.41686;0.33349;0.84936
2024-06-03 Kl. 11-12;0.86230;0.86230;0.37661;0.30129;0.86230
2024-06-03 Kl. 12-13;0.84694;0.86188;0.31360;0.25088;0.84694
2024-06-03 Kl. 13-14;0.65978;0.84353;0.30080;0.24064;0.65978
2024-06-03 Kl. 14-15;0.63986;0.75990;0.27123;0.21698;0.63986
2024-06-03 Kl. 15-16;0.58795;0.69775;0.22940;0.18352;0.58795
2024-06-03 Kl. 16-17;0.63929;0.78536;0.22955;0.18364;0.63929
2024-06-03 Kl. 17-18;0.63886;0.63886;0.26013;0.20810;0.63886
2024-06-03 Kl. 18-19;0.68821;0.78621;0.22585;0.18068;0.68821
2024-06-03 Kl. 19-20;0.65295;0.88576;0.20636;0.16509;0.65295
2024-06-03 Kl. 20-21;0.73615;1.01349;0.17949;0.14359;0.73615
2024-06-03 Kl. 21-22;0.78949;0.87339;0.16925;0.13540;0.78949
2024-06-03 Kl. 22-23;0.75678;0.85320;0.13866;0.11093;0.75678
2024-06-03 Kl. 23-00;0.59606;0.84111;0.06273;0.05018;0.59606
2024-06-04 Kl. 00-01;0.53423;0.85606;0.02391;0.01913;0.53423
2024-06-04 Kl. 01-02;0.52668;0.84098;0.01979;0.01583;0.52668
2024-06-04 Kl. 02-03;0.52184;0.84155;0.01950;0.01560;0.52184
2024-06-04 Kl. 03-04;0.52027;0.85023;0.02719;0.02175;0.52027
2024-06-04 Kl. 04-05;0.51914;0.85678;0.04370;0.03496;0.51914
2024-06-04 Kl. 05-06;0.52668;0.86248;0.09195;0.07356;0.52668
2024-06-04 Kl. 06-07;0.55330;0.88666;0.19672;0.15738;0.55330
2024-06-04 Kl. 07-08;0.66190;1.03728;0.27928;0.22342;0.66190
2024-06-04 Kl. 08-09;0.98730;1.02446;0.38448;0.30758;0.98730
2024-06-04 Kl. 09-10;0.86048;0.86048;0.39016;0.31213;0.86048
2024-06-04 Kl. 10-11;0.78048;0.78048;0.39629;0.31703;0.78048
2024-06-04 Kl. 11-12;0.83485;0.83485;0.39856;0.31885;0.83485
2024-06-04 Kl. 12-13;0.74119;0.84296;0.38006;0.30405;0.74119
2024-06-04 Kl. 13-14;0.59899;0.63400;0.33280;0.26624;0.59899
2024-06-04 Kl. 14-15;0.51273;0.51273;0.26690;0.21352;0.51273
2024-06-04 Kl. 15-16;0.52781;0.52781;0.25465;0.20372;0.52781
2024-06-04 Kl. 16-17;0.59799;0.59799;0.24185;0.19348;0.59799
2024-06-04 Kl. 17-18;0.57935;0.78660;0.25053;0.20042;0.57935
2024-06-04 Kl. 18-19;0.59899;0.85421;0.27174;0.21739;0.59899
2024-06-04 Kl. 19-20;0.60681;0.86433;0.22733;0.18186;0.60681
2024-06-04 Kl. 20-21;0.60710;0.86460;0.18818;0.15054;0.60710
2024-06-04 Kl. 21-22;0.59828;0.79614;0.17253;0.13802;0.59828
2024-06-04 Kl. 22-23;0.59928;0.84454;0.10193;0.08154;0.59928
2024-06-04 Kl. 23-00;0.55357;0.85464;0.02733;0.02186;0.55357
2024-06-05 Kl. 00-01;0.46053;0.79119;0.05833;0.04666;0.46053
2024-06-05 Kl. 01-02;0.37348;0.60948;0.04008;0.03206;0.37348
2024-06-05 Kl. 02-03;0.35336;0.40063;0.03217;0.02574;0.35336
2024-06-05 Kl. 03-04;0.32923;0.32923;0.02270;0.01816;0.32923
2024-06-05 Kl. 04-05;0.31601;0.31601;0.02758;0.02206;0.31601
2024-06-05 Kl. 05-06;0.36715;0.36715;0.04711;0.03769;0.36715
2024-06-05 Kl. 06-07;0.50994;0.50994;0.09194;0.07355;0.50994
2024-06-05 Kl. 07-08;0.60301;0.64625;0.18645;0.14916;0.60301
2024-06-05 Kl. 08-09;0.67944;0.67944;0.16505;0.13204;0.67944
2024-06-05 Kl. 09-10;0.59080;0.59080;0.15988;0.12790;0.59080
2024-06-05 Kl. 10-11;0.57471;0.57471;0.19636;0.15709;0.57471
2024-06-05 Kl. 11-12;0.58463;0.58463;0.19477;0.15582;0.58463
2024-06-05 Kl. 12-13;0.51669;0.51669;0.19349;0.15479;0.51669
2024-06-05 Kl. 13-14;0.41986;0.41986;0.17926;0.14341;0.41986
2024-06-05 Kl. 14-15;0.36600;0.36600;0.18271;0.14617;0.36600
2024-06-05 Kl. 15-16;0.44918;0.44918;0.18401;0.14721;0.44918
2024-06-05 Kl. 16-17;0.55375;0.72511;0.18473;0.14778;0.55375
2024-06-05 Kl. 17-18;0.59095;0.77021;0.12770;0.10216;0.59095
2024-06-05 Kl. 18-19;0.60374;0.93871;0.15370;0.12296;0.60374
2024-06-05 Kl. 19-20;0.62758;1.01455;0.16231;0.12985;0.62758
2024-06-05 Kl. 20-21;0.60387;1.02920;0.17395;0.13916;0.60387
2024-06-05 Kl. 21-22;0.91903;0.98697;0.17826;0.14261;0.91903
2024-06-05 Kl. 22-23;0.62399;0.99501;0.16217;0.12974;0.62399
2024-06-05 Kl. 23-00;0.58994;0.87709;0.10573;0.08458;0.58994
2024-06-06 Kl. 00-01;0.49805;0.83263;0.01794;0.01435;0.49805
2024-06-06 Kl. 01-02;0.48700;0.81210;0.04320;0.03456;0.48700
2024-06-06 Kl. 02-03;0.47996;0.80823;0.08396;0.06717;0.47996
2024-06-06 Kl. 03-04;0.47681;0.80464;0.11296;0.09037;0.47681
2024-06-06 Kl. 04-05;0.47538;0.80664;0.14956;0.11965;0.47538
2024-06-06 Kl. 05-06;0.47724;0.82703;0.18630;0.14904;0.47724
2024-06-06 Kl. 06-07;0.54958;0.85789;0.21200;0.16960;0.54958
2024-06-06 Kl. 07-08;0.65579;0.84569;0.23625;0.18900;0.65579
2024-06-06 Kl. 08-09;0.67589;0.82603;0.23568;0.18854;0.67589
2024-06-06 Kl. 09-10;0.64948;0.81239;0.22219;0.17775;0.64948
2024-06-06 Kl. 10-11;0.61589;0.72440;0.22606;0.18085;0.61589
2024-06-06 Kl. 11-12;0.48226;0.49963;0.21285;0.17028;0.48226
2024-06-06 Kl. 12-13;0.36040;0.36040;0.19233;0.15386;0.36040
2024-06-06 Kl. 13-14;0.28879;0.28879;0.19219;0.15375;0.28879
2024-06-06 Kl. 14-15;0.35882;0.35882;0.19219;0.15375;0.35882
2024-06-06 Kl. 15-16;0.50968;0.57743;0.18789;0.15031;0.50968
2024-06-06 Kl. 16-17;0.63628;0.73976;0.21229;0.16983;0.63628
2024-06-06 Kl. 17-18;0.61029;0.88185;0.24400;0.19520;0.61029
2024-06-06 Kl. 18-19;0.65306;0.86836;0.27214;0.21771;0.65306
2024-06-06 Kl. 19-20;0.65393;1.19101;0.28549;0.22839;0.65393
2024-06-06 Kl. 20-21;0.61890;1.43731;0.27845;0.22276;0.61890
2024-06-06 Kl. 21-22;0.65278;0.87151;0.26955;0.21564;0.65278
2024-06-06 Kl. 22-23;0.62178;0.85774;0.22649;0.18119;0.62178
2024-06-06 Kl. 23-00;0.54900;0.85731;0.17870;0.14296;0.54900
2024-06-07 Kl. 00-01;0.56256;0.81394;0.17228;0.13782;0.56256
2024-06-07 Kl. 01-02;0.55020;0.81164;0.16509;0.13207;0.55020
2024-06-07 Kl. 02-03;0.54071;0.81120;0.18436;0.14749;0.54071
2024-06-07 Kl. 03-04;0.51899;0.79021;0.21154;0.16923;0.51899
2024-06-07 Kl. 04-05;0.51741;0.79035;0.26173;0.20938;0.51741
2024-06-07 Kl. 05-06;0.54516;0.73658;0.31436;0.25149;0.54516
2024-06-07 Kl. 06-07;0.56256;0.81869;0.43716;0.34973;0.56256
2024-06-07 Kl. 07-08;0.65690;0.85550;0.47470;0.37976;0.65690
2024-06-07 Kl. 08-09;0.75095;0.81681;0.48031;0.38425;0.75095
2024-06-07 Kl. 09-10;0.78964;0.78964;0.46851;0.37481;0.78964
2024-06-07 Kl. 10-11;0.74189;0.74189;0.44824;0.35859;0.74189
2024-06-07 Kl. 11-12;0.61708;0.61708;0.43731;0.34985;0.61708
2024-06-07 Kl. 12-13;0.48765;0.48765;0.42365;0.33892;0.48765
2024-06-07 Kl. 13-14;0.37663;0.37663;0.36469;0.29175;0.37663
2024-06-07 Kl. 14-15;0.25841;0.25841;0.25036;0.20029;0.25841
2024-06-07 Kl. 15-16;0.27999;0.27999;0.20981;0.16785;0.27999
2024-06-07 Kl. 16-17;0.47643;0.47643;0.34600;0.27680;0.47643
2024-06-07 Kl. 17-18;0.63318;0.65144;0.46018;0.36814;0.63318
2024-06-07 Kl. 18-19;0.63318;0.85148;0.46334;0.37067;0.63318
2024-06-07 Kl. 19-20;0.65058;0.81653;0.46464;0.37171;0.65058
2024-06-07 Kl. 20-21;0.64655;0.85148;0.45356;0.36285;0.64655
2024-06-07 Kl. 21-22;0.63375;0.82099;0.43070;0.34456;0.63375
2024-06-07 Kl. 22-23;0.58529;0.73125;0.42178;0.33742;0.58529
2024-06-07 Kl. 23-00;0.57896;0.70536;0.33263;0.26610;0.57896
2024-06-08 Kl. 00-01;0.55599;0.78385;0.32498;0.25998;0.55599
2024-06-08 Kl. 01-02;0.54852;0.70398;0.31276;0.25021;0.54852
2024-06-08 Kl. 02-03;0.54249;0.61763;0.30013;0.24010;0.54249
2024-06-08 Kl. 03-04;0.51145;0.51145;0.29581;0.23665;0.51145
2024-06-08 Kl. 04-05;0.47626;0.47626;0.29451;0.23561;0.47626
2024-06-08 Kl. 05-06;0.45901;0.45901;0.29911;0.23929;0.45901
2024-06-08 Kl. 06-07;0.49076;0.49076;0.35845;0.28676;0.49076
2024-06-08 Kl. 07-08;0.50786;0.50786;0.40686;0.32549;0.50786
2024-06-08 Kl. 08-09;0.42339;0.42339;0.42339;0.33871;0.42339
2024-06-08 Kl. 09-10;0.31980;0.31980;0.21694;0.17355;0.31980
2024-06-08 Kl. 10-11;0.02170;0.02170;0.14813;0.11850;0.13174
2024-06-08 Kl. 11-12;-0.02529;-0.02529;0.19151;0.15321;0.06250
2024-06-08 Kl. 12-13;-0.06896;-0.06896;0.15833;0.12666;0.01883
2024-06-08 Kl. 13-14;-0.16424;-0.16424;0.06250;0.05000;0.01566
2024-06-08 Kl. 14-15;-0.17321;-0.17321;0.05316;0.04253;0.01538
2024-06-08 Kl. 15-16;-0.15987;-0.15987;0.14654;0.11723;0.01522
2024-06-08 Kl. 16-17;-0.02919;-0.02919;0.19338;0.15470;0.19338
2024-06-08 Kl. 17-18;0.20616;0.20616;0.20616;0.16493;0.20616
2024-06-08 Kl. 18-19;0.38805;0.38805;0.38805;0.31044;0.38805
2024-06-08 Kl. 19-20;0.49177;0.49177;0.40845;0.32676;0.49177
2024-06-08 Kl. 20-21;0.46793;0.48186;0.37469;0.29975;0.46793
2024-06-08 Kl. 21-22;0.45585;0.46950;0.32225;0.25780;0.45585
2024-06-08 Kl. 22-23;0.44695;0.46031;0.28906;0.23125;0.44695
2024-06-08 Kl. 23-00;0.43272;0.43775;0.26046;0.20837;0.43272
2024-06-09 Kl. 00-01;0.47113;0.47113;0.22128;0.17702;0.47113
2024-06-09 Kl. 01-02;0.39665;0.39665;0.18693;0.14954;0.39665
2024-06-09 Kl. 02-03;0.24566;0.24566;0.14795;0.11836;0.24566
2024-06-09 Kl. 03-04;0.13149;0.13149;0.07202;0.05762;0.13149
2024-06-09 Kl. 04-05;0.05904;0.05904;0.05904;0.04723;0.05904
2024-06-09 Kl. 05-06;0.02699;0.02786;0.02786;0.02229;0.02786
2024-06-09 Kl. 06-07;0.06828;0.07029;0.06235;0.04988;0.07029
2024-06-09 Kl. 07-08;0.03204;0.03204;0.04345;0.03476;0.04345
2024-06-09 Kl. 08-09;-0.00092;-0.00092;0.09195;0.07356;0.09195
2024-06-09 Kl. 09-10;-0.02321;-0.02321;0.13697;0.10958;0.13697
2024-06-09 Kl. 10-11;-0.08776;-0.08776;0.14550;0.11640;0.14550
2024-06-09 Kl. 11-12;-0.17321;-0.17321;0.06264;0.05011;0.06264
2024-06-09 Kl. 12-13;-0.28602;-0.28602;0.04374;0.03499;0.04374
2024-06-09 Kl. 13-14;-0.37748;-0.37748;0.04345;0.03476;0.04345
2024-06-09 Kl. 14-15;-0.42875;-0.42875;0.04330;0.03464;0.04330
2024-06-09 Kl. 15-16;-0.33117;-0.33117;0.04359;0.03487;0.04359
2024-06-09 Kl. 16-17;-0.05762;-0.05762;0.16874;0.13499;0.16874
2024-06-09 Kl. 17-18;0.22965;0.22965;0.20164;0.16131;0.22965
2024-06-09 Kl. 18-19;0.38351;0.38351;0.20611;0.16489;0.38351
2024-06-09 Kl. 19-20;0.51919;0.51919;0.21305;0.17044;0.51919
2024-06-09 Kl. 20-21;0.55051;0.55051;0.23138;0.18510;0.55051
2024-06-09 Kl. 21-22;0.57130;0.57130;0.25188;0.20150;0.57130
2024-06-09 Kl. 22-23;0.57736;0.57736;0.24076;0.19261;0.57736
2024-06-09 Kl. 23-00;0.56423;0.56423;0.22835;0.18268;0.56423
2024-06-10 Kl. 00-01;0.53623;0.53623;0.21204;0.16963;0.53623
2024-06-10 Kl. 01-02;0.50678;0.50678;0.18490;0.14792;0.50678
2024-06-10 Kl. 02-03;0.49681;0.49681;0.17119;0.13695;0.49681
2024-06-10 Kl. 03-04;0.50274;0.50274;0.17364;0.13891;0.50274
2024-06-10 Kl. 04-05;0.48051;0.48051;0.22070;0.17656;0.48051
2024-06-10 Kl. 05-06;0.49350;0.49350;0.39954;0.31963;0.49350
2024-06-10 Kl. 06-07;0.55484;0.55484;0.45063;0.36050;0.55484
2024-06-10 Kl. 07-08;0.59353;0.59353;0.47084;0.37667;0.59353
2024-06-10 Kl. 08-09;0.59468;0.59468;0.48786;0.39029;0.59468
2024-06-10 Kl. 09-10;0.56090;0.56090;0.54474;0.37575;0.56090
2024-06-10 Kl. 10-11;0.51255;0.51255;0.50894;0.38256;0.51255
2024-06-10 Kl. 11-12;0.53983;0.53983;0.47704;0.38163;0.53983
2024-06-10 Kl. 12-13;0.57000;0.57000;0.46650;0.37320;0.57000
2024-06-10 Kl. 13-14;0.56552;0.56552;0.46233;0.36986;0.56552
