Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2021-03-21 Kl. 11-12;0.45770;0.45770;0.23019;0.18415;0.45770
2021-03-21 Kl. 12-13;0.45503;0.45503;0.21120;0.16896;0.45503
2021-03-21 Kl. 13-14;0.45234;0.45234;0.20024;0.16019;0.45234
2021-03-21 Kl. 14-15;0.45209;0.45209;0.18545;0.14836;0.45209
2021-03-21 Kl. 15-16;0.46420;0.46420;0.18813;0.15050;0.46420
2021-03-21 Kl. 16-17;0.47389;0.47389;0.23083;0.18466;0.47389
2021-03-21 Kl. 17-18;0.48994;0.48994;0.29953;0.23962;0.48994
2021-03-21 Kl. 18-19;0.50563;0.50563;0.31201;0.24961;0.50563
2021-03-21 Kl. 19-20;0.51633;0.51633;0.31368;0.25094;0.51633
2021-03-21 Kl. 20-21;0.51441;0.51441;0.30360;0.24288;0.51441
2021-03-21 Kl. 21-22;0.51250;0.51250;0.30500;0.24400;0.51250
2021-03-21 Kl. 22-23;0.50958;0.50958;0.30054;0.24043;0.50958
2021-03-21 Kl. 23-00;0.50281;0.50281;0.29391;0.23513;0.50281
2021-03-22 Kl. 00-01;0.50256;0.50256;0.28449;0.22759;0.50256
2021-03-22 Kl. 01-02;0.50053;0.50053;0.28385;0.22708;0.50053
2021-03-22 Kl. 02-03;0.50078;0.50078;0.29239;0.23391;0.50078
2021-03-22 Kl. 03-04;0.50193;0.50193;0.29379;0.23503;0.50193
2021-03-22 Kl. 04-05;0.50460;0.50460;0.30730;0.24584;0.50460
2021-03-22 Kl. 05-06;0.51353;0.51353;0.30971;0.24777;0.51353
2021-03-22 Kl. 06-07;0.54845;0.54845;0.30934;0.24747;0.54845
2021-03-22 Kl. 07-08;0.63448;0.63448;0.31163;0.24930;0.63448
2021-03-22 Kl. 08-09;0.71465;0.71465;0.31431;0.25145;0.71465
2021-03-22 Kl. 09-10;0.58031;0.58031;0.31648;0.25318;0.58031
2021-03-22 Kl. 10-11;0.56489;0.56489;0.31584;0.25267;0.56489
2021-03-22 Kl. 11-12;0.54870;0.54870;0.31405;0.25124;0.54870
2021-03-22 Kl. 12-13;0.54385;0.54385;0.30946;0.24757;0.54385
2021-03-22 Kl. 13-14;0.53570;0.53570;0.30666;0.24533;0.53570
2021-03-22 Kl. 14-15;0.53188;0.53188;0.30590;0.24472;0.53188
2021-03-22 Kl. 15-16;0.53366;0.53366;0.30399;0.24319;0.53366
2021-03-22 Kl. 16-17;0.54118;0.54118;0.30220;0.24176;0.54118
2021-03-22 Kl. 17-18;0.54845;0.54845;0.29978;0.23982;0.54845
2021-03-22 Kl. 18-19;0.56323;0.56323;0.29965;0.23972;0.56323
2021-03-22 Kl. 19-20;0.56654;0.56654;0.29111;0.23289;0.56654
2021-03-22 Kl. 20-21;0.53085;0.53085;0.28780;0.23024;0.53085
2021-03-22 Kl. 21-22;0.53021;0.53021;0.27633;0.22106;0.53021
2021-03-22 Kl. 22-23;0.51059;0.51059;0.27441;0.21953;0.51059
2021-03-22 Kl. 23-00;0.49911;0.49911;0.27799;0.22239;0.49911
2021-03-23 Kl. 00-01;0.50000;0.50000;0.28293;0.22634;0.50000
2021-03-23 Kl. 01-02;0.49924;0.49924;0.27798;0.22238;0.49924
2021-03-23 Kl. 02-03;0.49974;0.49974;0.26884;0.21507;0.49974
2021-03-23 Kl. 03-04;0.50050;0.50050;0.27633;0.22106;0.50050
2021-03-23 Kl. 04-05;0.50228;0.50228;0.28115;0.22492;0.50228
2021-03-23 Kl. 05-06;0.51344;0.51344;0.28444;0.22755;0.51344
2021-03-23 Kl. 06-07;0.53463;0.53463;0.28343;0.22674;0.53463
2021-03-23 Kl. 07-08;0.66340;0.66340;0.28394;0.22715;0.66340
2021-03-23 Kl. 08-09;0.93504;0.93504;0.28749;0.22999;0.93504
2021-03-23 Kl. 09-10;0.56889;0.56889;0.28800;0.23040;0.56889
2021-03-23 Kl. 10-11;0.55176;0.55176;0.28850;0.23080;0.55176
2021-03-23 Kl. 11-12;0.53413;0.53413;0.28749;0.22999;0.53413
2021-03-23 Kl. 12-13;0.52866;0.52866;0.28749;0.22999;0.52866
2021-03-23 Kl. 13-14;0.52245;0.52245;0.28673;0.22938;0.52245
2021-03-23 Kl. 14-15;0.51826;0.51826;0.28621;0.22897;0.51826
2021-03-23 Kl. 15-16;0.51738;0.51738;0.28660;0.22928;0.51738
2021-03-23 Kl. 16-17;0.51408;0.51408;0.28495;0.22796;0.51408
2021-03-23 Kl. 17-18;0.51878;0.51878;0.28444;0.22755;0.51878
2021-03-23 Kl. 18-19;0.52841;0.52841;0.28786;0.23029;0.52841
2021-03-23 Kl. 19-20;0.51243;0.51243;0.28825;0.23060;0.51243
2021-03-23 Kl. 20-21;0.50659;0.50659;0.28394;0.22715;0.50659
2021-03-23 Kl. 21-22;0.51255;0.51255;0.28153;0.22522;0.51255
2021-03-23 Kl. 22-23;0.50621;0.50621;0.27950;0.22360;0.50621
2021-03-23 Kl. 23-00;0.49771;0.49771;0.27239;0.21791;0.49771
2021-03-24 Kl. 00-01;0.49890;0.49890;0.24499;0.19599;0.49890
2021-03-24 Kl. 01-02;0.48629;0.48629;0.23023;0.18418;0.48629
2021-03-24 Kl. 02-03;0.48145;0.48145;0.21774;0.17419;0.48145
2021-03-24 Kl. 03-04;0.48056;0.48056;0.22729;0.18183;0.48056
2021-03-24 Kl. 04-05;0.48171;0.48171;0.25353;0.20282;0.48171
2021-03-24 Kl. 05-06;0.49775;0.49775;0.27339;0.21871;0.49775
2021-03-24 Kl. 06-07;0.50374;0.50374;0.28994;0.23195;0.50374
2021-03-24 Kl. 07-08;0.51176;0.51176;0.29261;0.23409;0.51176
2021-03-24 Kl. 08-09;0.52424;0.52424;0.29440;0.23552;0.52424
2021-03-24 Kl. 09-10;0.51341;0.51341;0.29656;0.23725;0.51341
2021-03-24 Kl. 10-11;0.50374;0.50374;0.29351;0.23481;0.50374
2021-03-24 Kl. 11-12;0.50666;0.50666;0.28613;0.22890;0.50666
2021-03-24 Kl. 12-13;0.50693;0.50693;0.27771;0.22217;0.50693
2021-03-24 Kl. 13-14;0.50335;0.50335;0.27518;0.22014;0.50335
2021-03-24 Kl. 14-15;0.50234;0.50234;0.26906;0.21525;0.50234
2021-03-24 Kl. 15-16;0.50195;0.50195;0.26766;0.21413;0.50195
2021-03-24 Kl. 16-17;0.50271;0.50271;0.26600;0.21280;0.50271
2021-03-24 Kl. 17-18;0.50756;0.50756;0.26804;0.21443;0.50756
2021-03-24 Kl. 18-19;0.52335;0.52335;0.27911;0.22329;0.52335
2021-03-24 Kl. 19-20;0.50794;0.50794;0.27861;0.22289;0.50794
2021-03-24 Kl. 20-21;0.50438;0.50438;0.28065;0.22452;0.50438
2021-03-24 Kl. 21-22;0.50705;0.50705;0.26435;0.21148;0.50705
2021-03-24 Kl. 22-23;0.50590;0.50590;0.25378;0.20302;0.50590
2021-03-24 Kl. 23-00;0.50030;0.50030;0.23850;0.19080;0.50030
2021-03-25 Kl. 00-01;0.49875;0.49875;0.20948;0.16758;0.49875
2021-03-25 Kl. 01-02;0.49621;0.49621;0.21125;0.16900;0.49621
2021-03-25 Kl. 02-03;0.49506;0.49506;0.22076;0.17661;0.49506
2021-03-25 Kl. 03-04;0.49494;0.49494;0.24220;0.19376;0.49494
2021-03-25 Kl. 04-05;0.49634;0.49634;0.26530;0.21224;0.49634
2021-03-25 Kl. 05-06;0.50103;0.50103;0.28154;0.22523;0.50103
2021-03-25 Kl. 06-07;0.50826;0.50826;0.28864;0.23091;0.50826
2021-03-25 Kl. 07-08;0.53744;0.53744;0.29093;0.23274;0.53744
2021-03-25 Kl. 08-09;0.55318;0.55318;0.29765;0.23812;0.55318
2021-03-25 Kl. 09-10;0.54024;0.54024;0.30399;0.24319;0.54024
2021-03-25 Kl. 10-11;0.54684;0.54684;0.30438;0.24350;0.54684
2021-03-25 Kl. 11-12;0.51879;0.51879;0.30539;0.24431;0.51879
2021-03-25 Kl. 12-13;0.50851;0.50851;0.30031;0.24025;0.50851
2021-03-25 Kl. 13-14;0.50521;0.50521;0.29854;0.23883;0.50521
2021-03-25 Kl. 14-15;0.49976;0.49976;0.29740;0.23792;0.49976
2021-03-25 Kl. 15-16;0.50585;0.50585;0.29930;0.23944;0.50585
2021-03-25 Kl. 16-17;0.50573;0.50573;0.29689;0.23751;0.50573
2021-03-25 Kl. 17-18;0.51714;0.51714;0.29549;0.23639;0.51714
2021-03-25 Kl. 18-19;0.52463;0.52463;0.29384;0.23507;0.52463
2021-03-25 Kl. 19-20;0.52120;0.52120;0.29295;0.23436;0.52120
2021-03-25 Kl. 20-21;0.50433;0.50433;0.29359;0.23487;0.50433
2021-03-25 Kl. 21-22;0.50624;0.50624;0.29169;0.23335;0.50624
2021-03-25 Kl. 22-23;0.50280;0.50280;0.28928;0.23142;0.50280
2021-03-25 Kl. 23-00;0.49786;0.49786;0.28369;0.22695;0.49786
2021-03-26 Kl. 00-01;0.49966;0.49966;0.28064;0.22451;0.49966
2021-03-26 Kl. 01-02;0.49624;0.49624;0.27633;0.22106;0.49624
2021-03-26 Kl. 02-03;0.49268;0.49268;0.27581;0.22065;0.49268
2021-03-26 Kl. 03-04;0.49243;0.49243;0.27633;0.22106;0.49243
2021-03-26 Kl. 04-05;0.49573;0.49573;0.28661;0.22929;0.49573
2021-03-26 Kl. 05-06;0.49750;0.49750;0.29183;0.23346;0.49750
2021-03-26 Kl. 06-07;0.50716;0.50716;0.29195;0.23356;0.50716
2021-03-26 Kl. 07-08;0.52724;0.52724;0.30148;0.24118;0.52724
2021-03-26 Kl. 08-09;0.52939;0.52939;0.30529;0.24423;0.52939
2021-03-26 Kl. 09-10;0.50640;0.50640;0.30173;0.23986;0.50640
2021-03-26 Kl. 10-11;0.50296;0.50296;0.29576;0.23661;0.50296
2021-03-26 Kl. 11-12;0.47833;0.47833;0.29131;0.23305;0.47833
2021-03-26 Kl. 12-13;0.45850;0.45850;0.28864;0.23091;0.45850
2021-03-26 Kl. 13-14;0.45444;0.45444;0.28521;0.22817;0.45444
2021-03-26 Kl. 14-15;0.45990;0.45990;0.28241;0.22593;0.45990
2021-03-26 Kl. 15-16;0.47819;0.47819;0.27874;0.22299;0.47819
2021-03-26 Kl. 16-17;0.49103;0.49103;0.27645;0.22116;0.49103
2021-03-26 Kl. 17-18;0.50018;0.50018;0.27480;0.21984;0.50018
2021-03-26 Kl. 18-19;0.50246;0.50246;0.27683;0.22146;0.50246
2021-03-26 Kl. 19-20;0.49268;0.49268;0.27569;0.22055;0.49268
2021-03-26 Kl. 20-21;0.48798;0.48798;0.27251;0.21801;0.48798
2021-03-26 Kl. 21-22;0.49204;0.49204;0.25574;0.20459;0.49204
2021-03-26 Kl. 22-23;0.47895;0.47895;0.23033;0.18426;0.47895
2021-03-26 Kl. 23-00;0.46104;0.46104;0.20860;0.16688;0.46104
2021-03-27 Kl. 00-01;0.48305;0.48305;0.22150;0.17720;0.48305
2021-03-27 Kl. 01-02;0.47646;0.47646;0.21516;0.17213;0.47646
2021-03-27 Kl. 02-03;0.46695;0.46695;0.21085;0.16868;0.46695
2021-03-27 Kl. 03-04;0.45326;0.45326;0.21731;0.17385;0.45326
2021-03-27 Kl. 04-05;0.44451;0.44451;0.22670;0.18136;0.44451
2021-03-27 Kl. 05-06;0.44604;0.44604;0.23291;0.18633;0.44604
2021-03-27 Kl. 06-07;0.44895;0.44895;0.24204;0.19363;0.44895
2021-03-27 Kl. 07-08;0.43818;0.43818;0.25281;0.20225;0.43818
2021-03-27 Kl. 08-09;0.44185;0.44185;0.25205;0.20164;0.44185
2021-03-27 Kl. 09-10;0.45440;0.45440;0.24254;0.18876;0.45440
2021-03-27 Kl. 10-11;0.45630;0.45630;0.24445;0.19272;0.45630
2021-03-27 Kl. 11-12;0.45326;0.45326;0.24445;0.19556;0.45326
2021-03-27 Kl. 12-13;0.45060;0.45060;0.24394;0.19515;0.45060
2021-03-27 Kl. 13-14;0.44476;0.44476;0.24369;0.19495;0.44476
2021-03-27 Kl. 14-15;0.44020;0.44020;0.23366;0.18693;0.44020
2021-03-27 Kl. 15-16;0.44388;0.44388;0.23126;0.18501;0.44388
2021-03-27 Kl. 16-17;0.45731;0.45731;0.25294;0.20235;0.45731
2021-03-27 Kl. 17-18;0.47545;0.47545;0.28286;0.22629;0.47545
2021-03-27 Kl. 18-19;0.49118;0.49118;0.28134;0.22507;0.49118
2021-03-27 Kl. 19-20;0.51615;0.51615;0.27678;0.22142;0.51615
2021-03-27 Kl. 20-21;0.50233;0.50233;0.26220;0.20976;0.50233
2021-03-27 Kl. 21-22;0.48965;0.48965;0.25446;0.20357;0.48965
2021-03-27 Kl. 22-23;0.48381;0.48381;0.24115;0.19292;0.48381
2021-03-27 Kl. 23-00;0.48216;0.48216;0.22821;0.18257;0.48216
2021-03-28 Kl. 00-01;0.50185;0.50185;0.23044;0.18435;0.50185
2021-03-28 Kl. 01-03;0.49401;0.49401;0.23625;0.18900;0.49401
2021-03-28 Kl. 03-04;0.47049;0.47049;0.23259;0.18607;0.47049
2021-03-28 Kl. 04-05;0.46568;0.46568;0.24966;0.19973;0.46568
2021-03-28 Kl. 05-06;0.46505;0.46505;0.25345;0.20276;0.46505
2021-03-28 Kl. 06-07;0.46656;0.46656;0.25661;0.20529;0.46656
2021-03-28 Kl. 07-08;0.46530;0.46530;0.26180;0.20944;0.46530
2021-03-28 Kl. 08-09;0.46468;0.46468;0.27685;0.22148;0.46468
2021-03-28 Kl. 09-10;0.46669;0.46669;0.28204;0.22563;0.46669
2021-03-28 Kl. 10-11;0.46669;0.46669;0.26193;0.20954;0.46669
2021-03-28 Kl. 11-12;0.46555;0.46555;0.21615;0.17292;0.46555
2021-03-28 Kl. 12-13;0.46631;0.46631;0.23234;0.18587;0.46631
2021-03-28 Kl. 13-14;0.46530;0.46530;0.22463;0.17970;0.46530
2021-03-28 Kl. 14-15;0.46505;0.46505;0.21400;0.17120;0.46505
2021-03-28 Kl. 15-16;0.46416;0.46416;0.20528;0.16422;0.46416
2021-03-28 Kl. 16-17;0.46328;0.46328;0.19831;0.15865;0.46328
2021-03-28 Kl. 17-18;0.46606;0.46606;0.22816;0.18253;0.46606
2021-03-28 Kl. 18-19;0.46846;0.46846;0.27596;0.22077;0.46846
2021-03-28 Kl. 19-20;0.49060;0.49060;0.28520;0.22816;0.49060
2021-03-28 Kl. 20-21;0.49995;0.49995;0.27900;0.22320;0.49995
2021-03-28 Kl. 21-22;0.50021;0.50021;0.27521;0.22017;0.50021
2021-03-28 Kl. 22-23;0.49895;0.49895;0.25978;0.20782;0.49895
2021-03-28 Kl. 23-00;0.49439;0.49439;0.23499;0.18799;0.49439
2021-03-29 Kl. 00-01;0.46720;0.46720;0.23511;0.18809;0.46720
2021-03-29 Kl. 01-02;0.45278;0.45278;0.23133;0.18506;0.45278
2021-03-29 Kl. 02-03;0.45176;0.45176;0.23664;0.18931;0.45176
2021-03-29 Kl. 03-04;0.45176;0.45176;0.24334;0.19467;0.45176
2021-03-29 Kl. 04-05;0.45215;0.45215;0.25675;0.20540;0.45215
2021-03-29 Kl. 05-06;0.45316;0.45316;0.27445;0.21956;0.45316
2021-03-29 Kl. 06-07;0.46024;0.46024;0.29481;0.23585;0.46024
2021-03-29 Kl. 07-08;0.48668;0.48668;0.30025;0.24020;0.48668
2021-03-29 Kl. 08-09;0.49654;0.49654;0.30240;0.24192;0.49654
2021-03-29 Kl. 09-10;0.49224;0.49224;0.30089;0.24071;0.49224
2021-03-29 Kl. 10-11;0.46871;0.46871;0.28874;0.23099;0.46871
2021-03-29 Kl. 11-12;0.45531;0.45531;0.28685;0.22948;0.45531
2021-03-29 Kl. 12-13;0.45304;0.45304;0.27559;0.22047;0.45304
2021-03-29 Kl. 13-14;0.45190;0.45190;0.23335;0.18668;0.45190
2021-03-29 Kl. 14-15;0.45063;0.45063;0.21665;0.17332;0.45063
2021-03-29 Kl. 15-16;0.44924;0.44924;0.23538;0.18830;0.44924
2021-03-29 Kl. 16-17;0.45265;0.45265;0.25851;0.20681;0.45265
2021-03-29 Kl. 17-18;0.45291;0.45291;0.27900;0.22320;0.45291
2021-03-29 Kl. 18-19;0.46555;0.46555;0.27698;0.22158;0.46555
2021-03-29 Kl. 19-20;0.46733;0.46733;0.27408;0.21926;0.46733
2021-03-29 Kl. 20-21;0.47226;0.47226;0.26724;0.21379;0.47226
2021-03-29 Kl. 21-22;0.47328;0.47328;0.24903;0.19922;0.47328
2021-03-29 Kl. 22-23;0.45759;0.45759;0.22664;0.18131;0.45759
2021-03-29 Kl. 23-00;0.44734;0.44734;0.20135;0.16108;0.44734
2021-03-30 Kl. 00-01;0.44421;0.44421;0.16670;0.13336;0.44421
2021-03-30 Kl. 01-02;0.44181;0.44181;0.15548;0.12438;0.44181
2021-03-30 Kl. 02-03;0.44016;0.44016;0.14336;0.11469;0.44016
2021-03-30 Kl. 03-04;0.44093;0.44093;0.14361;0.11489;0.44093
2021-03-30 Kl. 04-05;0.44774;0.44774;0.14714;0.11771;0.44774
2021-03-30 Kl. 05-06;0.45885;0.45885;0.19611;0.15689;0.45885
2021-03-30 Kl. 06-07;0.47273;0.47273;0.23914;0.19131;0.47273
2021-03-30 Kl. 07-08;0.50024;0.50024;0.24835;0.19868;0.50024
2021-03-30 Kl. 08-09;0.52473;0.52473;0.25251;0.20201;0.52473
2021-03-30 Kl. 09-10;0.52485;0.52485;0.25908;0.20726;0.52485
2021-03-30 Kl. 10-11;0.52308;0.52308;0.25946;0.20757;0.52308
2021-03-30 Kl. 11-12;0.51173;0.51173;0.25605;0.20484;0.51173
2021-03-30 Kl. 12-13;0.48926;0.48926;0.25164;0.20131;0.48926
2021-03-30 Kl. 13-14;0.47171;0.47171;0.25038;0.20030;0.47171
2021-03-30 Kl. 14-15;0.46629;0.46629;0.25239;0.20191;0.46629
2021-03-30 Kl. 15-16;0.46819;0.46819;0.25630;0.20504;0.46819
2021-03-30 Kl. 16-17;0.48370;0.48370;0.26450;0.21160;0.48370
2021-03-30 Kl. 17-18;0.49974;0.49974;0.26779;0.21423;0.49974
2021-03-30 Kl. 18-19;0.50668;0.50668;0.27145;0.21716;0.50668
2021-03-30 Kl. 19-20;0.51059;0.51059;0.27398;0.21918;0.51059
2021-03-30 Kl. 20-21;0.51173;0.51173;0.27423;0.21938;0.51173
2021-03-30 Kl. 21-22;0.51349;0.51349;0.25668;0.20534;0.51349
2021-03-30 Kl. 22-23;0.50920;0.50920;0.24545;0.19636;0.50920
2021-03-30 Kl. 23-00;0.50086;0.50086;0.22980;0.18384;0.50086
2021-03-31 Kl. 00-01;0.48119;0.48119;0.21566;0.17253;0.48119
2021-03-31 Kl. 01-02;0.47491;0.47491;0.20499;0.16399;0.47491
2021-03-31 Kl. 02-03;0.47303;0.47303;0.20173;0.16138;0.47303
2021-03-31 Kl. 03-04;0.47529;0.47529;0.20838;0.16670;0.47529
2021-03-31 Kl. 04-05;0.47930;0.47930;0.22960;0.18368;0.47930
2021-03-31 Kl. 05-06;0.48333;0.48333;0.24719;0.19775;0.48333
2021-03-31 Kl. 06-07;0.49224;0.49224;0.25711;0.20569;0.49224
2021-03-31 Kl. 07-08;0.51711;0.51711;0.26440;0.21152;0.51711
2021-03-31 Kl. 08-09;0.53294;0.53294;0.26515;0.21212;0.53294
2021-03-31 Kl. 09-10;0.52289;0.52289;0.26603;0.21282;0.52289
2021-03-31 Kl. 10-11;0.52453;0.52453;0.26428;0.21142;0.52453
2021-03-31 Kl. 11-12;0.52301;0.52301;0.26276;0.21021;0.52301
2021-03-31 Kl. 12-13;0.51874;0.51874;0.26100;0.20880;0.51874
2021-03-31 Kl. 13-14;0.51070;0.51070;0.25888;0.20710;0.51070
2021-03-31 Kl. 14-15;0.51661;0.51661;0.25686;0.20549;0.51661
2021-03-31 Kl. 15-16;0.51359;0.51359;0.25624;0.20499;0.51359
2021-03-31 Kl. 16-17;0.51146;0.51146;0.25913;0.20730;0.51146
2021-03-31 Kl. 17-18;0.51624;0.51624;0.26351;0.21081;0.51624
2021-03-31 Kl. 18-19;0.51861;0.51861;0.26615;0.21292;0.51861
2021-03-31 Kl. 19-20;0.51749;0.51749;0.26540;0.21232;0.51749
2021-03-31 Kl. 20-21;0.49776;0.49776;0.26351;0.21081;0.49776
2021-03-31 Kl. 21-22;0.48860;0.48860;0.25861;0.20689;0.48860
2021-03-31 Kl. 22-23;0.48181;0.48181;0.25309;0.20247;0.48181
2021-03-31 Kl. 23-00;0.47541;0.47541;0.23890;0.19112;0.47541
2021-04-01 Kl. 00-01;0.49131;0.49131;0.23111;0.18489;0.49131
2021-04-01 Kl. 01-02;0.49019;0.49019;0.22388;0.17910;0.49019
2021-04-01 Kl. 02-03;0.49006;0.49006;0.21003;0.16802;0.49006
2021-04-01 Kl. 03-04;0.48695;0.48695;0.21103;0.16882;0.48695
2021-04-01 Kl. 04-05;0.48083;0.48083;0.22888;0.18310;0.48083
2021-04-01 Kl. 05-06;0.48558;0.48558;0.23786;0.19029;0.48558
2021-04-01 Kl. 06-07;0.50579;0.50579;0.22475;0.17980;0.50579
2021-04-01 Kl. 07-08;0.51603;0.51603;0.23224;0.18579;0.51603
2021-04-01 Kl. 08-09;0.52813;0.52813;0.24323;0.19458;0.52813
2021-04-01 Kl. 09-10;0.53250;0.53250;0.25595;0.20476;0.53250
2021-04-01 Kl. 10-11;0.52963;0.52963;0.24896;0.19917;0.52963
2021-04-01 Kl. 11-12;0.51540;0.51540;0.24023;0.19218;0.51540
2021-04-01 Kl. 12-13;0.49618;0.49618;0.23624;0.18899;0.49618
2021-04-01 Kl. 13-14;0.47309;0.47309;0.23174;0.18539;0.47309
2021-04-01 Kl. 14-15;0.44165;0.44165;0.22850;0.18280;0.44165
2021-04-01 Kl. 15-16;0.46723;0.46723;0.22788;0.18230;0.46723
2021-04-01 Kl. 16-17;0.49555;0.49555;0.22625;0.18100;0.49555
2021-04-01 Kl. 17-18;0.49580;0.49580;0.23711;0.18969;0.49580
2021-04-01 Kl. 18-19;0.49805;0.49805;0.24273;0.19418;0.49805
2021-04-01 Kl. 19-20;0.50093;0.50093;0.24535;0.19628;0.50093
2021-04-01 Kl. 20-21;0.49630;0.49630;0.24659;0.19727;0.49630
2021-04-01 Kl. 21-22;0.49444;0.49444;0.23561;0.18849;0.49444
2021-04-01 Kl. 22-23;0.49419;0.49419;0.23286;0.18629;0.49419
2021-04-01 Kl. 23-00;0.49331;0.49331;0.21976;0.17581;0.49331
2021-04-02 Kl. 00-01;0.49520;0.49520;0.22094;0.17675;0.49520
2021-04-02 Kl. 01-02;0.49420;0.49420;0.21818;0.17454;0.49420
2021-04-02 Kl. 02-03;0.49383;0.49383;0.21328;0.17062;0.49383
2021-04-02 Kl. 03-04;0.49231;0.49231;0.21629;0.17303;0.49231
2021-04-02 Kl. 04-05;0.49055;0.49055;0.22044;0.17635;0.49055
2021-04-02 Kl. 05-06;0.49005;0.49005;0.22409;0.17927;0.49005
2021-04-02 Kl. 06-07;0.49294;0.49294;0.22610;0.18088;0.49294
2021-04-02 Kl. 07-08;0.49181;0.49181;0.23150;0.18520;0.49181
2021-04-02 Kl. 08-09;0.47760;0.47760;0.23540;0.18832;0.47760
2021-04-02 Kl. 09-10;0.47056;0.47056;0.23465;0.18772;0.47056
2021-04-02 Kl. 10-11;0.44981;0.44981;0.23201;0.18561;0.44981
2021-04-02 Kl. 11-12;0.42403;0.42403;0.23164;0.18531;0.42403
2021-04-02 Kl. 12-13;0.37989;0.37989;0.22749;0.18199;0.37989
2021-04-02 Kl. 13-14;0.30268;0.30268;0.12864;0.10291;0.30268
2021-04-02 Kl. 14-15;0.14046;0.14046;0.07558;0.06046;0.24546
2021-04-02 Kl. 15-16;0.10626;0.10626;0.08753;0.07002;0.25490
2021-04-02 Kl. 16-17;0.15090;0.15090;0.12135;0.09708;0.26206
2021-04-02 Kl. 17-18;0.35173;0.35173;0.20938;0.16750;0.35173
2021-04-02 Kl. 18-19;0.42303;0.42303;0.23403;0.18722;0.42303
2021-04-02 Kl. 19-20;0.44403;0.44403;0.23540;0.18832;0.44403
2021-04-02 Kl. 20-21;0.47094;0.47094;0.23716;0.18973;0.47094
2021-04-02 Kl. 21-22;0.48779;0.48779;0.23339;0.18671;0.48779
2021-04-02 Kl. 22-23;0.47584;0.47584;0.22849;0.18279;0.47584
2021-04-02 Kl. 23-00;0.47106;0.47106;0.22106;0.17685;0.47106
2021-04-03 Kl. 00-01;0.49898;0.49898;0.22359;0.17887;0.49898
2021-04-03 Kl. 01-02;0.46893;0.46893;0.22145;0.17716;0.46893
2021-04-03 Kl. 02-03;0.45799;0.45799;0.21554;0.17243;0.45799
2021-04-03 Kl. 03-04;0.45459;0.45459;0.22031;0.17625;0.45459
2021-04-03 Kl. 04-05;0.45295;0.45295;0.22560;0.18048;0.45295
2021-04-03 Kl. 05-06;0.46478;0.46478;0.22648;0.18118;0.46478
2021-04-03 Kl. 06-07;0.48816;0.48816;0.23113;0.18490;0.48816
2021-04-03 Kl. 07-08;0.50678;0.50678;0.24333;0.19466;0.50678
2021-04-03 Kl. 08-09;0.51143;0.51143;0.25163;0.20130;0.51143
2021-04-03 Kl. 09-10;0.50678;0.50678;0.26043;0.20834;0.50678
2021-04-03 Kl. 10-11;0.49835;0.49835;0.26333;0.21066;0.49835
2021-04-03 Kl. 11-12;0.46553;0.46553;0.25980;0.20784;0.46553
2021-04-03 Kl. 12-13;0.43774;0.43774;0.25893;0.20714;0.43774
2021-04-03 Kl. 13-14;0.37775;0.37775;0.24810;0.19848;0.37775
2021-04-03 Kl. 14-15;0.29199;0.29199;0.21114;0.16891;0.29199
2021-04-03 Kl. 15-16;0.33890;0.33890;0.17039;0.13631;0.33890
2021-04-03 Kl. 16-17;0.41020;0.41020;0.22585;0.18068;0.41020
2021-04-03 Kl. 17-18;0.45773;0.45773;0.23378;0.18702;0.45773
2021-04-03 Kl. 18-19;0.47773;0.47773;0.23390;0.18712;0.47773
2021-04-03 Kl. 19-20;0.50388;0.50388;0.23403;0.18722;0.50388
2021-04-03 Kl. 20-21;0.50778;0.50778;0.23251;0.18601;0.50778
2021-04-03 Kl. 21-22;0.50036;0.50036;0.23125;0.18500;0.50036
2021-04-03 Kl. 22-23;0.49771;0.49771;0.22056;0.17645;0.49771
2021-04-03 Kl. 23-00;0.49231;0.49231;0.20145;0.16116;0.49231
2021-04-04 Kl. 00-01;0.50036;0.50036;0.18120;0.14496;0.50036
2021-04-04 Kl. 01-02;0.49558;0.49558;0.17203;0.13762;0.49558
2021-04-04 Kl. 02-03;0.48528;0.48528;0.15681;0.12545;0.48528
2021-04-04 Kl. 03-04;0.48339;0.48339;0.14335;0.11468;0.48339
2021-04-04 Kl. 04-05;0.46955;0.46955;0.14399;0.11519;0.46955
2021-04-04 Kl. 05-06;0.45886;0.45886;0.15053;0.12042;0.45886
2021-04-04 Kl. 06-07;0.44805;0.44805;0.14059;0.11247;0.44805
2021-04-04 Kl. 07-08;0.44704;0.44704;0.17051;0.13641;0.44704
2021-04-04 Kl. 08-09;0.43170;0.43170;0.19755;0.15804;0.43170
2021-04-04 Kl. 09-10;0.40655;0.40655;0.21440;0.17152;0.40655
2021-04-04 Kl. 10-11;0.38416;0.38416;0.21516;0.17213;0.38416
2021-04-04 Kl. 11-12;0.32305;0.32305;0.19340;0.15472;0.32305
2021-04-04 Kl. 12-13;0.28344;0.28344;0.16800;0.13440;0.28344
2021-04-04 Kl. 13-14;0.12739;0.12739;0.07558;0.06046;0.26521
2021-04-04 Kl. 14-15;0.02629;0.02629;0.04603;0.03803;0.25893
2021-04-04 Kl. 15-16;0.02226;0.02226;0.01874;0.03672;0.24735
