,Romoppvarming,Tappevann,DirekteElektrisk,Levert_fra_luft,Kompressor_luft,Spisslast_luft,Strøm_luft,Levert_fra_brønn,Kompressor_grunnvarme,Strøm_grunnvarme,Spisslast_grunnvarme
0,11.904304424867021,3.175000652556834,15.079305077423856,10.74451559060629,4.334789486817565,0.0,4.334789486817565,11.432905356150144,3.6463997212737116,3.6463997212737116,0.0
1,12.120160094182832,2.052986743475146,14.173146837657978,10.09884715398201,4.074299683675967,0.0,4.074299683675967,10.757366798798174,3.415780038859804,3.415780038859804,0.0
2,11.129976174439747,1.450329383009068,12.580305557448815,8.963893793684825,3.61641176376399,0.0,3.61641176376399,9.571779425583323,3.0085261318654926,3.0085261318654926,0.0
3,11.083313926218603,1.108522055259769,12.191835981478372,8.68709606367937,3.504739917799002,0.0,3.504739917799002,9.2729521365723,2.9188838449060714,2.9188838449060714,0.0
4,11.122715567829653,1.0727379501968364,12.19545351802649,8.689673680992719,3.5057798370337707,0.0,3.5057798370337707,9.269945901859838,2.9255076161666516,2.9255076161666516,0.0
5,12.338838763056906,1.2799909557505273,13.618829718807433,9.703877432562518,3.9149522862449153,0.0,3.9149522862449153,10.33726454456395,3.2815651742434824,3.2815651742434824,0.0
6,14.567609674613363,1.277333823198178,15.844943497811542,11.2900588966396,4.554884601171942,0.0,4.554884601171942,12.00409497667657,3.8408485211349728,3.8408485211349728,0.0
7,15.72870809699926,2.4455514414525896,18.17425953845185,12.949775467503272,5.224484070948577,0.0,5.224484070948577,13.739767011763519,4.434492526688331,4.434492526688331,0.0
8,16.216156638635898,5.004234434594642,21.22039107323054,15.120247355857597,6.100143717372944,0.0,6.100143717372944,16.001538856520543,5.2188522167099975,5.2188522167099975,0.0
9,17.286743888701817,7.920515563419294,25.20725945212111,17.96102610757997,7.246233344541142,0.0,7.246233344541142,18.947240640562214,6.260018811558897,6.260018811558897,0.0
10,17.836177381405225,8.688227406044863,26.524404787450088,18.899536769568265,7.624868017881823,0.0,7.624868017881823,19.91910060558518,6.605304181864909,6.605304181864909,0.0
11,16.612980103919632,8.646170924641565,25.2591510285612,17.998000613316073,7.261150415245126,0.0,7.261150415245126,19.01607316434371,6.24307786421749,6.24307786421749,0.0
12,16.39531410837285,7.588453131008794,23.983767239381645,17.08924646738647,6.894520771995175,0.0,6.894520771995175,18.084411977902704,5.8993552614789415,5.8993552614789415,0.0
13,15.454434522403831,6.766580374273396,22.221014896677225,15.833225720321572,6.387789176355653,0.0,6.387789176355653,16.773491944268347,5.447522952408878,5.447522952408878,0.0
14,15.8532982352207,6.171269028193107,22.024567263413807,15.693250128110986,6.331317135302822,0.0,6.331317135302822,16.61789089362297,5.406676369790837,5.406676369790837,0.0
15,14.99778660590998,5.8312715683006076,20.829058174210587,14.841409411201107,5.98764876300948,0.0,5.98764876300948,15.719811273890521,5.109246900320066,5.109246900320066,0.0
16,14.959142708065487,6.0262104875778375,20.985353195643324,14.952774907548308,6.032578288095015,0.0,6.032578288095015,15.831461469828135,5.153891725815189,5.153891725815189,0.0
17,16.034359624553407,7.033301916927221,23.06766154148063,16.43649012992915,6.6311714115514775,0.0,6.6311714115514775,17.377780798391832,5.689880743088796,5.689880743088796,0.0
18,15.869540692802392,6.7433497524047326,22.612890445207125,16.112450321132968,6.5004401240741565,0.0,6.5004401240741565,17.031684068399482,5.581206376807643,5.581206376807643,0.0
19,16.240516463495187,6.568170709910366,22.808687173405552,16.25196212143916,6.556725051966392,0.0,6.556725051966392,17.170353008289272,5.63833416511628,5.63833416511628,0.0
20,16.41513027715679,6.836719266549623,23.251849543706413,16.56773031980239,6.684119223904023,0.0,6.684119223904023,17.489091519891968,5.762758023814445,5.762758023814445,0.0
21,16.712844536656764,5.768021526390141,22.480866063046903,16.018378477292863,6.46248758575404,0.0,6.46248758575404,16.908728262343594,5.5721378007033096,5.5721378007033096,0.0
22,15.362234435655411,4.849643624156093,20.211878059811504,14.401647676338321,5.810230383473183,0.0,5.810230383473183,15.21408391236842,4.997794147443084,4.997794147443084,0.0
23,15.69357853274734,3.614066773527778,19.30764530627512,13.7573512138671,5.55029409240802,0.0,5.55029409240802,14.535807551392416,4.771837754882704,4.771837754882704,0.0
24,16.44686536268119,2.564769217634544,19.011634580315736,13.546433545995322,5.465201034320414,0.0,5.465201034320414,14.313985317402466,4.69764926291327,4.69764926291327,0.0
25,16.112171719374917,1.5869455375394925,17.69911725691441,12.611220499252212,5.087896757662197,0.0,5.087896757662197,13.33073090140865,4.368386355505759,4.368386355505759,0.0
26,16.251332224240137,1.2253574685597253,17.476689692799862,12.452733326392547,5.023956366407315,0.0,5.023956366407315,13.163912992383747,4.312776700416116,4.312776700416116,0.0
27,16.46930948006707,1.0259053814662882,17.49521486153336,12.465933136546507,5.029281724986852,0.0,5.029281724986852,13.173883478563834,4.321331382969525,4.321331382969525,0.0
28,16.897579295095753,1.3307229169240746,18.228302212019827,12.988282702798784,5.240019509221042,0.0,5.240019509221042,13.719372523588099,4.508929688431728,4.508929688431728,0.0
29,18.148933977165854,2.5344089936866876,20.683342970852543,14.737582393561357,5.9457605772911855,0.0,5.9457605772911855,15.545239064640688,5.138103906211855,5.138103906211855,0.0
30,22.21624584490935,5.309219522799136,27.525465367708485,18.566025362734727,7.490315489395595,1.4691245155781623,8.959440004973757,20.604627553414385,6.920837814294099,6.920837814294099,0.0
31,23.742725758293982,7.857121170827184,31.599846929121167,18.516308713821005,7.47025770221909,5.613280513081072,13.083538215300162,23.591028160628724,8.008818768492443,8.008818768492443,0.0
32,22.743188036296612,6.242281451081942,28.985469487378552,18.41687541599356,7.430142127866084,3.138451943518909,10.568594071384993,21.65116494510654,7.334304542272012,7.334304542272012,0.0
33,22.45700111231932,5.569033918618084,28.0260350309374,18.367158767079836,7.410084340689583,2.248791923167982,9.658876263857564,20.936856630905737,7.089178400031663,7.089178400031663,0.0
