,Til EED
4594,-939.5008660853642
4595,-939.5139931651753
4596,-939.5162123838546
4597,-939.5182189028559
4598,-783.3581377872534
4599,-783.3923484514935
4600,-783.4191502768122
4601,-783.4380128396466
4602,-782.1552808194932
4603,-938.0915397087704
4604,-938.0637291164209
4605,-938.0428163404036
4606,-938.0312044536149
4607,-939.581306388698
4608,-939.5745146578474
4609,-783.3973579172309
4610,-783.431142137822
4611,-783.4525305266594
4612,-783.470142925356
4613,-783.4828329448201
4614,-1095.7032032483228
4615,-1095.6170265864964
4616,-939.5582004642953
4617,-1095.5609786037662
4618,-939.5207310652755
4619,-939.5332884197205
4620,-939.5357113687693
4621,-939.5375837817779
4622,-783.3742609911078
4623,-783.40868057837
4624,-783.4359973497999
4625,-783.4550447771012
4626,-783.472982176469
4627,-939.6738222498633
4628,-939.6457301202186
4629,-939.6244309516424
4630,-939.6126485469852
4631,-939.6006999750601
4632,-939.5934140719089
4633,-783.4130391595738
4634,-782.1460105618053
4635,-782.1673842673167
4636,-782.1854070202329
4637,-783.498799018402
4638,-1095.7254794652558
4639,-1095.639088105481
4640,-939.5776937974397
4641,-1095.5838942050839
4642,-939.540398068305
4643,-939.5533508442707
4644,-939.5555125509876
4645,-939.5570898115998
4646,-783.390349916619
4647,-783.4248572160267
4648,-783.451928299529
4649,-783.471183012009
4650,-783.4892691788032
4651,-939.6932209716682
4652,-938.1034001906974
4653,-938.0824228224773
4654,-936.4900210245171
4655,-938.0592396286175
4656,-779.4858539422222
4657,-778.1683421224946
4658,-931.6801013478324
4659,-778.1737752349366
4660,-782.1952049180317
4661,-783.5099832340994
4662,-939.7206700888088
4663,-939.6902761629393
4664,-939.668968656872
4665,-939.6558174981109
4666,-939.6450849602867
4667,-939.6378966110823
4668,-939.6289031103103
4669,-939.622842644158
4670,-783.4385238258441
4671,-783.4711089274766
4672,-783.4939211261358
4673,-783.5129339347213
4674,-939.7251298509609
4675,-939.6949059966366
4676,-783.4870973182458
4677,-782.2104412506869
4678,-782.2288009688187
4679,-938.1811041649726
4680,-782.2157546535502
4681,-783.535941353457
4682,-782.2511456848728
4683,-783.5616522403584
4684,-783.5715564414273
4685,-783.5768312006013
4686,-939.7943101911566
4687,-938.1957445754852
4688,-939.7342824458455
4689,-939.7161591576263
4690,-939.7038940474173
4691,-939.6918832763573
4692,-938.119519752263
4693,-938.112298634358
4694,-782.1803385166561
4695,-783.5117278301913
4696,-783.5324958671924
4697,-783.5496423274775
4698,-939.7686861422492
4699,-939.7368329282085
4700,-783.5209092412213
4701,-783.5438788143135
4702,-783.5618812223606
4703,-939.7811707696447
4704,-939.7494266680163
4705,-783.5312003640873
4706,-783.5564262419709
4707,-783.5719789245393
4708,-783.5850601536764
4709,-783.5936704817523
4710,-1095.8559260767493
4711,-1095.7658378164117
4712,-939.6827421438843
4713,-1095.7036319420572
4714,-939.6404949759122
4715,-939.6502176704067
4716,-939.6503537558052
4717,-939.652050532123
4718,-783.4689214229347
4719,-783.5019885546039
4720,-783.5273177724079
4721,-783.5452317759422
4722,-783.5626405983114
4723,-939.7801004915111
4724,-939.7506604457017
4725,-939.7295280599099
4726,-939.7175407196969
4727,-939.7044916512803
4728,-939.6961809615746
4729,-783.4974848833843
4730,-783.5305038983911
4731,-783.5507156844682
4732,-783.5675660143677
4733,-783.5804486465701
4734,-1095.8407208087149
4735,-1095.7538960388233
4736,-939.6747758793183
4737,-1095.6961599361396
4738,-939.6355858343309
4739,-939.6482124167642
4740,-939.6499725844126
4741,-939.6521181258173
4742,-783.4692698767552
4743,-783.5032726848925
4744,-783.5298383671063
4745,-783.5483907191972
4746,-783.5662335106337
4747,-939.7855176109475
4748,-939.7573730979268
4749,-939.7367418642253
4750,-936.5829688264099
4751,-934.9715497915649
4752,-933.3454100965184
4753,-778.2098607212898
4754,-778.2442634203377
4755,-779.6142457905853
4756,-782.2798383373204
4757,-783.5922825466362
4758,-1095.856674790583
4759,-1095.7698269048226
4760,-939.6883382390702
4761,-1095.7127031980035
4762,-939.6500111907136
4763,-939.6623638657483
4764,-939.6643824352673
4765,-939.6662686267488
4766,-783.4809129340246
4767,-783.5149577906
4768,-783.5420321953533
4769,-783.5609152028642
4770,-783.5788721031474
4771,-939.8010385116397
4772,-939.7728353798873
4773,-938.1901823701133
4774,-936.5983248632527
4775,-936.5867970791592
4776,-934.9801818739804
4777,-779.571482378773
4778,-778.2574771217126
4779,-778.279444693326
4780,-780.9778831430464
4781,-782.3063758650125
4782,-1095.8769097645534
4783,-1095.789904985634
4784,-939.705401762563
4785,-1095.7328257159477
4786,-939.6672230710897
4787,-939.6795770097082
4788,-939.6816527028609
4789,-939.6833107194209
4790,-783.4951840230234
4791,-783.5294882232847
4792,-783.5563444635222
4793,-783.5752588721308
4794,-783.5931062946806
4795,-938.2570540995889
4796,-936.6491826989455
4797,-1706.5153245666543
4798,-1551.860236019522
4799,-1397.2622880074712
4800,-1238.2223514630132
4801,-928.0163196107479
4802,-928.1010941055195
4803,-929.8229262342222
4804,-780.7434893354816
4805,-783.4108800675517
4806,-1095.6438429980358
4807,-1095.5850317206398
4808,-939.5518842155926
4809,-1095.5690741022343
4810,-939.5427371574726
4811,-939.5645352049928
4812,-939.579302276672
4813,-939.5891789550936
4814,-783.4219546169019
4815,-783.4591248901311
4816,-783.492358338901
4817,-1866.9502194576207
4818,-781.9880725728609
4819,-1866.591814446911
4820,-1862.903894891165
4821,-1705.3126860882567
4822,-1702.1435232418448
4823,-1545.333630298663
4824,-1237.6558922523222
4825,-1083.60535773497
4826,-1081.7488722992894
4827,-929.4555353775913
4828,-931.2051014201517
4829,-777.8412773288877
4830,-939.3557705557021
4831,-939.371316139595
4832,-939.3988769870341
4833,-939.4159359690841
4834,-939.4331108647309
4835,-939.449075393535
4836,-939.4629510429352
4837,-939.4697607916894
4838,-783.3238194059778
4839,-783.3666909019797
4840,-783.4022471603214
4841,-782.1280751150447
4842,-938.0732123958355
4843,-1866.752121726638
4844,-1862.9925512011018
4845,-1705.3494104846934
4846,-1553.7209709625972
4847,-934.2561468887203
4848,-779.0884076070819
4849,-779.1897538322461
4850,-779.2691944111012
4851,-780.6557305014916
4852,-779.3670460205985
4853,-780.7356028194642
4854,-934.8091287664608
4855,-936.3985356929353
4856,-939.5381683150234
4857,-939.5380107378502
4858,-939.541565307401
4859,-2325.31878871926
4860,-2020.1759500649375
4861,-1865.4190222832717
4862,-1710.7203979772758
4863,-782.7658035877103
4864,-782.9459161028526
4865,-781.7501191640181
4866,-2020.3965620549998
4867,-1865.4617711640578
4868,-2012.4358686636463
4869,-1701.4434674735523
4870,-1701.3788831571376
4871,-1544.7554897979346
4872,-1391.0607689051753
4873,-1083.212145664867
4874,-1081.370378698248
4875,-1083.4370308078408
4876,-1085.4313510167465
4877,-780.259214464299
4878,-1093.1472767736207
4879,-1094.9840517045104
4880,-939.0728235785238
4881,-1095.056627532467
4882,-939.1256004861579
4883,-939.1725598868068
4884,-939.1973353766332
4885,-939.2286677093982
4886,-783.137917845856
4887,-783.1920602137973
4888,-783.2328181629038
4889,-783.269899613908
4890,-783.3004530822708
4891,-939.4794936502741
4892,-936.3169759736
4893,-1708.8960385298483
4894,-1551.3422422925985
4895,-1396.8197409585941
4896,-1087.5724912171493
4897,-780.4218739743758
4898,-779.1873681789818
4899,-780.5785718231768
4900,-783.246294519619
4901,-783.2792579217527
4902,-1095.4534713103747
4903,-1095.3928460420318
4904,-939.388042285614
4905,-1095.3789449626229
4906,-939.3772902012294
4907,-939.3977591903686
4908,-939.410759430414
4909,-937.8599284143913
4910,-781.9876702509936
4911,-1557.1417921259902
4912,-781.8883457646131
4913,-1866.330701504365
4914,-1865.84277886903
4915,-1865.4755518002469
4916,-935.716731679563
4917,-935.8546159721221
4918,-935.9736501063783
4919,-936.0257241167851
4920,-936.0873376521661
4921,-780.5197967636102
4922,-780.5930765955021
4923,-780.6284807944519
4924,-781.9908002661508
4925,-782.0154123709542
4926,-1095.5018156522108
4927,-1095.4294828703676
4928,-939.4177105819774
4929,-1095.4111750077564
4930,-939.407448058153
4931,-939.4213370391055
4932,-939.4315237556536
4933,-939.4427747227926
4934,-783.307600181863
4935,-783.3456292671681
4936,-783.3815489688105
4937,-783.4088976875724
4938,-783.4343626003175
4939,-938.0659059656772
4940,-936.4619353169079
4941,-936.4467776042304
4942,-938.023689569379
4943,-938.0139005653967
4944,-938.0124109781376
4945,-780.7844549313203
4946,-782.1405671362203
4947,-782.1624340351663
4948,-780.8667710830732
4949,-782.19905378842
4950,-1095.7331495114283
4951,-1095.64949031817
4952,-939.5889649231995
4953,-1095.6001111132675
4954,-939.556902801552
4955,-939.5695822857014
4956,-939.57525985115
4957,-939.5812931168907
4958,-783.4139596772312
4959,-783.4498140567113
4960,-783.4786618228536
4961,-783.4994095298354
4962,-783.5198524117197
4963,-1866.9915478371302
4964,-1863.1994927850362
4965,-1708.5027120609736
4966,-1548.4140084701694
4967,-1396.7416274351901
4968,-1087.5658145204472
4969,-779.0962337192648
4970,-779.2098235083456
4971,-779.2802520250158
4972,-780.6733427848865
4973,-780.7142766008736
4974,-1091.8600890926264
4975,-1093.646288670163
4976,-937.8918070154112
4977,-1095.4575565491748
4978,-939.4502819748096
4979,-939.4758196896659
4980,-939.4883681573746
4981,-939.4969575107968
4982,-783.3507824448184
4983,-783.3925737046229
4984,-783.4259173926422
4985,-783.4501814473048
4986,-783.47579730446
4987,-939.6825260468821
4988,-936.516993220319
4989,-1709.2547010691815
4990,-934.6815491732865
4991,-1397.3467143356638
4992,-1087.91728570827
4993,-779.3002813368013
4994,-779.3832768401785
4995,-779.424589748714
4996,-779.4736044951443
4997,-780.8238363366032
4998,-938.0986718089661
4999,-939.6373238370102
5000,-939.633687203997
5001,-939.6243662236664
5002,-939.626105001912
5003,-939.6199081338502
5004,-939.6217710578849
5005,-939.6180401805715
5006,-783.441256963585
5007,-783.4778160238648
5008,-783.5069512165835
5009,-783.5269034685163
5010,-939.7467160443881
5011,-939.7190129012298
5012,-782.2098780388211
5013,-783.5335759104939
5014,-783.5556184873943
5015,-939.7781128187256
5016,-782.2498029090652
5017,-782.2711307102938
5018,-782.2901034614853
5019,-782.3015540198934
5020,-782.3142571351016
5021,-782.3205246434884
5022,-939.851010463278
5023,-939.816335245318
5024,-939.7968689093191
5025,-939.779762907659
5026,-939.7698512390016
5027,-939.7591023887124
5028,-939.7484141498304
5029,-939.7404048563145
5030,-783.5372380360077
5031,-783.5694328818458
5032,-783.593660283026
5033,-783.612149161905
5034,-939.8465465965193
5035,-939.8157498606192
5036,-783.5874839120935
5037,-783.6107058396929
5038,-783.6304712151369
5039,-938.3042231554653
5040,-936.6949944729619
5041,-782.3043224693915
5042,-782.3308254999831
5043,-782.3469835173631
5044,-783.660059672444
5045,-783.6682718255925
5046,-1095.9618400174313
5047,-1095.872367787924
5048,-939.7760652734308
5049,-1095.814055304003
5050,-939.7363065564492
5051,-939.7467013841082
5052,-939.7475956300979
5053,-939.7504943003273
5054,-783.5525605720447
5055,-783.5872324671548
5056,-783.6146209954604
5057,-783.6335930509697
5058,-783.652174972389
5059,-939.8887128582704
5060,-939.8593844407546
5061,-939.8382069629442
5062,-939.826793968535
5063,-939.814383149316
5064,-939.8073827953517
5065,-782.2899007318564
5066,-782.324172667448
5067,-782.3448916055345
5068,-782.3628134459907
5069,-783.6760200353734
5070,-1095.977136554063
5071,-1095.89155000891
5072,-939.7930174292588
5073,-1095.8354091878566
5074,-939.7551316420347
5075,-938.2065454765386
5076,-939.7701582442901
5077,-939.7722746528494
5078,-783.5695368813333
5079,-783.6038123890733
5080,-783.6319404160173
5081,-783.6511362413517
5082,-783.6696806126133
5083,-938.3497022598599
5084,-936.7419737266366
5085,-936.7221370659767
5086,-936.7116918214983
5087,-935.1014378856108
5088,-935.0951074080402
5089,-779.666850362128
5090,-779.7012782088124
5091,-779.7227852524361
5092,-781.0721439296491
5093,-783.7000777255588
5094,-1096.0088880660091
5095,-1095.9225514091613
5096,-939.8197150099473
5097,-1095.8667333684712
5098,-939.7824366487588
5099,-939.7949464294144
5100,-939.7978223673571
5101,-939.800182828124
5102,-783.5932451674234
5103,-783.6278149074004
5104,-783.6549607883794
5105,-783.6740654420647
5106,-783.6921452384265
5107,-939.9373506502342
5108,-939.9091360330209
5109,-939.8878171210013
5110,-939.8762180918003
5111,-939.8642422433556
5112,-938.2969939665034
5113,-782.3334713963699
5114,-782.3676680848284
5115,-782.3890569444952
5116,-782.4067914229443
5117,-783.7195132154621
5118,-1096.03744530996
5119,-1095.9521528059897
5120,-939.8451924841808
5121,-1095.8974218424612
5122,-939.8084635688904
5123,-939.8211384171598
5124,-939.8233510509529
5125,-939.8250156616177
5126,-783.613034898825
5127,-783.6475334846376
5128,-783.6748367847905
5129,-783.6938186120494
5130,-783.7120689844679
5131,-939.9613070309756
5132,-938.3731014557591
5133,-938.3523757068086
5134,-938.3411895163139
5135,-938.329349685595
5136,-938.3221418340777
5137,-782.3538373788999
5138,-782.3875668314424
5139,-782.4085749896775
5140,-782.4263167079456
5141,-783.7385783742378
5142,-1096.0636283418041
5143,-1095.9775530866361
5144,-939.8669447148795
5145,-1095.922527789302
5146,-939.8297781092876
5147,-939.8424216560288
5148,-939.8444577002655
5149,-939.8461580709792
5150,-783.6309571344595
5151,-783.6658960618979
5152,-783.6933937079917
5153,-783.7129237145657
5154,-783.7311429918494
5155,-939.9843840892712
5156,-939.9561871911235
5157,-939.9346818900127
5158,-938.3620777577337
5159,-938.3505332925498
5160,-781.0614437625392
5161,-781.092311676488
5162,-782.4321260613946
5163,-782.4470878695338
5164,-783.7606859633926
5165,-783.7695997988594
5166,-940.0293082148603
5167,-939.9948810164351
5168,-939.973603364908
5169,-939.9569208829192
5170,-939.9461320024353
5171,-939.9365824729309
5172,-939.9273730544184
5173,-939.9195656920265
5174,-783.6851799065985
5175,-783.7169176154721
5176,-783.7399717445494
5177,-783.7582361991188
5178,-940.0205877796972
5179,-939.9902268689241
5180,-783.7323021485541
5181,-783.7553056759972
5182,-783.7737184546049
5183,-940.0373146638963
5184,-782.4617367286235
5185,-782.4814627023427
5186,-782.4975986900072
5187,-782.5078778951445
5188,-782.51804192661
5189,-782.5229820927433
5190,-940.0898495413303
5191,-940.05238212179
5192,-940.0287833139363
5193,-940.010079544807
5194,-939.9978072163385
5195,-939.9855587620701
5196,-939.975224284983
5197,-939.9672556127923
5198,-783.7244980968921
5199,-783.755243097968
5200,-782.4767715654774
5201,-1712.9510966899427
5202,-1712.5036381917457
5203,-1709.231845620583
5204,-1708.9821838134717
5205,-1399.6482012809072
5206,-1399.6538195442647
5207,-934.6255868220745
5208,-934.7394749024742
5209,-779.4345099180371
5210,-779.5153517505489
5211,-779.5722069479076
5212,-780.9460741660608
5213,-780.9833635722887
5214,-1092.2238064965968
5215,-1095.8284458606715
5216,-939.7540382571383
5217,-1095.8081138769226
5218,-939.7395913259803
5219,-939.7602965544359
5220,-939.7712645960834
5221,-939.7824524864104
5222,-783.5816229781547
5223,-783.6200678645256
5224,-783.6526438836177
5225,-783.6771497145573
5226,-783.6975386874899
5227,-939.9466571220154
5228,-938.3626662932736
5229,-938.3473906281234
5230,-938.3383810502286
5231,-938.3285700675283
5232,-938.3247974876629
5233,-781.0427913998334
5234,-781.077904066318
5235,-781.1003391775399
5236,-782.4362838185983
5237,-781.1367137369111
5238,-1094.263197325351
5239,-1094.1794561860722
5240,-938.3276079206644
5241,-1094.1264124044042
5242,-938.2904067866202
5243,-938.3028792545813
5244,-939.8680771909324
5245,-939.8721976010405
5246,-783.6539203127716
5247,-783.6901565739869
5248,-783.7182217068494
5249,-783.7382391414225
5250,-783.7559556947887
5251,-940.0138821855248
5252,-939.9873352684457
5253,-939.9678315854208
5254,-939.9572678083094
5255,-939.9464280269744
5256,-939.9395400791416
5257,-783.7006711533948
5258,-783.7337837165799
5259,-783.7544793498804
5260,-783.7731282269176
5261,-783.7866646474055
5262,-1096.1327521073097
5263,-1096.0482550939453
5264,-939.9274653943024
5265,-1095.9939898789296
5266,-939.8904791472098
5267,-939.9029249683468
5268,-939.9060932325534
5269,-939.9088262699693
5270,-783.6831432021135
5271,-783.718051474879
5272,-783.745584443483
5273,-783.7649094122938
5274,-783.7827907424718
5275,-940.0463365897735
5276,-940.0192322954368
5277,-938.438339574879
5278,-938.4278895483995
5279,-938.4172779937759
5280,-936.831502676994
5281,-781.1131665319256
5282,-781.1471458602115
5283,-779.8372623970947
5284,-779.8553704152995
5285,-779.8684528739967
5286,-1090.639452916695
5287,-1090.5534067950784
5288,-936.8185567545437
5289,-1092.3636309262947
5290,-938.360453050421
5291,-936.792858353305
5292,-938.376251890827
5293,-939.9395828602642
5294,-783.7084257603
5295,-783.7431540266494
5296,-782.4707223684271
5297,-782.4903255752769
5298,-1867.6715361651998
5299,-1867.0875539316867
5300,-2017.614689967047
5301,-1863.0440842944338
5302,-934.514818081354
5303,-1705.8638431478255
5304,-1242.5412766279508
5305,-777.9174004187433
5306,-778.0403015582375
5307,-778.1264467476013
5308,-778.1996201643032
5309,-779.5908605319008
5310,-1095.8301472954636
5311,-1093.9504516774066
5312,-939.7187067519615
5313,-1095.772328385775
5314,-939.7217564369419
5315,-939.7450383730074
5316,-939.7592149419667
5317,-939.7702601845303
5318,-783.5773085131533
5319,-783.6195987302618
5320,-783.6515513984207
5321,-783.6746484162211
5322,-783.7004141383518
5323,-939.9543529653165
5324,-938.3705633716002
5325,-936.7740225884587
5326,-936.7701457499168
5327,-936.7643263250793
5328,-781.0589984985616
5329,-781.0922162923578
5330,-781.1206345555469
5331,-779.8079830119483
5332,-781.1556554574572
5333,-782.4824896106076
5334,-940.0485034369132
5335,-940.0177169495361
5336,-939.9990627937945
5337,-939.982359744596
5338,-939.9738177769902
5339,-939.9650484085771
5340,-939.9561991407193
5341,-939.9517879291355
5342,-783.7141980986199
5343,-783.7487064428052
5344,-783.7732986178469
5345,-783.7913978490343
5346,-938.5020124429735
5347,-1712.9278010263547
5348,-780.974830113351
5349,-781.0484302283902
5350,-781.0976931074665
5351,-936.8482661398943
5352,-782.4397902125099
5353,-782.4586851238968
5354,-782.4902323795093
5355,-782.5005900732727
5356,-782.5203254148689
5357,-782.5269550684068
5358,-938.5438899883513
5359,-940.0688830495747
5360,-940.0523624026091
5361,-940.0339413655446
5362,-940.0283764402675
5363,-940.0165234945516
5364,-940.0055601527337
5365,-939.9984484376565
5366,-783.7554429646161
5367,-783.787014070844
5368,-783.8089813062393
5369,-783.8261828554183
5370,-940.106126622407
5371,-940.0745935341548
5372,-783.8013962533771
5373,-783.8251472782052
5374,-783.8462795814864
5375,-940.1249239520015
5376,-938.5337307452025
5377,-783.8173811660627
5378,-783.8446558427818
5379,-783.860102358215
5380,-783.8729769390667
5381,-783.8811223913156
5382,-1096.2634091250623
5383,-1096.1732805709864
5384,-940.0307082378896
5385,-1096.1107017279164
5386,-939.9881722151044
5387,-939.9976789119429
5388,-939.9984468734622
5389,-940.001644160322
5390,-783.7623530674955
5391,-783.7969072283503
5392,-783.8233671265072
5393,-783.8414811423702
5394,-783.8595450479622
5395,-940.1378340228462
5396,-940.1083179207177
5397,-940.0868955352418
5398,-940.0763636803365
5399,-940.0632795848583
5400,-940.0549283792894
5401,-783.795362026062
5402,-783.8282191496062
5403,-783.8482220214306
5404,-783.8648708995574
5405,-783.8781981155643
5406,-1096.2626718366519
5407,-1096.1771831394617
5408,-940.0371564576483
5409,-1096.1202694548278
5410,-939.9986020199686
5411,-940.0111334735676
5412,-940.0126695079148
5413,-940.0145863936025
5414,-783.770972706169
5415,-783.8047751349891
5416,-783.8311323191152
5417,-783.8494942439344
5418,-783.8671595174895
5419,-940.1475429337287
5420,-940.1197047255016
5421,-940.0998934144792
5422,-940.0898496685412
5423,-938.5180001592729
5424,-940.071345005964
5425,-783.8091780408897
5426,-783.8425807014469
5427,-783.8633517673683
5428,-783.8805067265881
5429,-783.8929772960836
5430,-1096.281109403283
5431,-1096.1949326188364
5432,-940.0520608996987
5433,-1096.1387481722438
5434,-940.0141826731646
5435,-940.0266242166655
5436,-940.028621737763
5437,-940.0311073402108
5438,-783.7852495356926
5439,-783.8197899175208
5440,-783.8468088735592
5441,-783.8654395430192
5442,-783.8834658057422
5443,-940.1675846799315
5444,-940.1393002202066
5445,-940.1178889111144
5446,-940.1057797585737
5447,-940.0934009652677
5448,-940.0856462431691
5449,-783.8214250902573
5450,-783.8546052783269
5451,-783.8753256922653
5452,-783.893035004645
5453,-783.9062772380345
5454,-1096.301646275214
5455,-1096.2166725895665
5456,-940.0711998071982
5457,-1096.1615042807175
5458,-940.0341198592524
5459,-940.0467049579888
5460,-940.0487890763006
5461,-940.0503441994923
5462,-783.7998409715527
5463,-783.8338574272219
5464,-783.8605181689728
5465,-783.8792444200498
5466,-783.8969344164594
5467,-940.1837233117685
5468,-940.1553405799613
5469,-940.1337106707595
5470,-940.1222284519059
5471,-940.1100325611304
5472,-940.1024987584001
5473,-783.8356851503283
5474,-783.8690418727751
5475,-783.8897490774317
5476,-783.907161955178
5477,-783.9195562680928
5478,-1096.3185402412491
5479,-1096.2324843333622
5480,-940.0839828766962
5481,-1096.1761912378777
5482,-940.0461642190332
5483,-940.0585428259565
5484,-940.0608615262422
5485,-940.0631940400054
5486,-783.811570525332
5487,-783.8464020458524
5488,-783.8736771975246
5489,-783.8926324355871
5490,-783.9106915424633
5491,-940.2004343450863
5492,-940.1721275962728
5493,-940.1505331246196
5494,-940.1384987815011
5495,-940.1262020743086
5496,-783.8548694873994
5497,-783.8847974592003
5498,-783.9084259994249
5499,-782.6244577212864
5500,-783.9373079225921
5501,-783.946157103842
5502,-940.2422349173278
5503,-940.2080574295719
5504,-940.1869690077469
5505,-940.1704411472205
5506,-940.1596640666747
5507,-940.15017528609
5508,-940.1409106952384
5509,-940.1330534195109
5510,-783.862031707311
5511,-783.8933544132049
5512,-783.9152679692669
5513,-783.9328656077324
5514,-940.2301575100568
5515,-940.1993849074144
5516,-783.9061662745795
5517,-783.9293255921085
5518,-783.9475395574797
5519,-940.2464419014193
5520,-783.9348342843
5521,-783.9537632617998
5522,-783.9694287932853
5523,-783.9793618936424
5524,-783.989207214565
5525,-783.9938619554123
5526,-940.2961701920475
5527,-940.2588501602487
5528,-940.2355153280665
5529,-940.2169810302393
5530,-940.2045945066255
5531,-940.1923669977194
5532,-940.1813999313424
5533,-940.172996819193
5534,-783.895311064947
5535,-783.9257451818582
5536,-783.9465151107881
5537,-783.963578800269
5538,-940.2668287933907
5539,-940.2348598340766
5540,-783.9344574832564
5541,-783.9568465557212
5542,-783.9745592553381
5543,-940.2777357157082
5544,-940.2452185425268
5545,-783.9426347204263
5546,-783.9674352733309
5547,-783.9824902147874
5548,-783.9954936627862
5549,-784.004103110408
5550,-1096.434566378781
5551,-1096.3448805133216
5552,-940.1776304188261
5553,-1096.2826683653327
5554,-940.1353400638247
5555,-940.1449423140114
5556,-940.144940712333
5557,-940.1462852675093
5558,-783.8791744396071
5559,-783.9119895375153
5560,-783.9372190099709
5561,-783.9549661846785
5562,-783.972232236479
5563,-940.2731742000175
5564,-940.2437202544529
5565,-940.2223589641002
5566,-940.2106313646425
5567,-940.1975361958279
5568,-940.1890786974901
5569,-783.9067017707939
5570,-783.9394779976502
5571,-783.9594272555812
5572,-783.9760369107545
5573,-783.9885254206386
5574,-1096.4155967003335
5575,-1096.328785633256
5576,-940.165585011613
5577,-1096.2703772057646
5578,-940.125995922806
5579,-940.138169190746
5580,-940.1401746578456
5581,-940.1426250509884
5582,-783.8769911416895
5583,-783.9112075480664
5584,-783.9378795330251
5585,-783.9563418730836
5586,-783.9741058128046
5587,-940.2765192701223
5588,-940.2481876548064
5589,-940.2271765640866
5590,-938.6553884375127
5591,-937.0644320803414
5592,-935.4591798567045
5593,-779.9686718302851
5594,-777.2922647481859
5595,-778.6776325192748
5596,-780.0422234044663
5597,-782.6995636379443
5598,-1096.4289500433717
5599,-1096.341935209283
5600,-940.1769373601213
5601,-1096.2843384539733
5602,-940.1382463285222
5603,-940.150258112235
5604,-940.1519891474958
5605,-940.1534939018312
5606,-783.8855195468986
5607,-783.9194113240471
5608,-783.9459052023332
5609,-783.9644334109441
5610,-783.9819582726503
5611,-940.2858418274307
5612,-940.2574545168163
5613,-938.6766710328693
5614,-938.6651606716241
5615,-940.2129334536882
5616,-940.2052804089514
5617,-783.9206841265977
5618,-783.9539459750786
5619,-783.9746761066335
5620,-783.9918995825839
5621,-784.0042338404667
5622,-1096.437796980319
5623,-1096.3515935357498
5624,-940.1857364206002
5625,-1096.295207415582
5626,-940.147769679492
5627,-940.1600411653616
5628,-940.1620459872581
5629,-940.1636810067837
5630,-782.5952589751037
5631,-783.9286675085193
5632,-783.9553071007251
5633,-783.9740334526995
5634,-783.9916854287084
5635,-938.7384363452426
5636,-938.7104482637421
5637,-937.1106742993518
5638,-937.0990932179104
5639,-935.4895313838169
5640,-935.4826284327147
5641,-779.9885209050697
5642,-780.0223968632876
5643,-777.3335176903254
5644,-777.3522115411123
5645,-781.4055518679833
5646,-1094.6367059293673
5647,-1096.370431185929
5648,-940.2009404610645
5649,-1096.3123882766865
5650,-940.1619549635999
5651,-940.1738868053399
5652,-940.1755587332353
5653,-940.1766174226744
5654,-783.904521070089
5655,-783.9384396924321
5656,-783.9650596130945
5657,-783.983820345145
5658,-784.0013898776807
5659,-940.3093405439182
5660,-940.281001597306
5661,-940.2593598731409
5662,-940.2472946999783
5663,-938.6752231666773
5664,-782.646436068576
5665,-782.6765417514754
5666,-782.7003216297284
5667,-782.7152427547078
5668,-782.7289454274348
5669,-782.7377275664181
5670,-938.7908271132285
5671,-938.7564750335146
5672,-940.2945919925196
5673,-940.2775740966159
5674,-940.2666121598686
5675,-940.2567957651247
5676,-940.247482520221
5677,-940.2399876359482
5678,-782.6522909741786
5679,-782.6841473670333
5680,-782.7064859552555
5681,-782.7242205125574
5682,-938.7794408484568
5683,-938.7487802409763
5684,-781.3833675251028
5685,-781.40634308499
5686,-781.4243715514269
5687,-937.2164334548193
5688,-781.4109604661027
5689,-781.4300106757921
5690,-781.4456297662919
5691,-781.4556203158756
5692,-781.4656092098908
5693,-781.4703538032238
5694,-938.8441210962148
5695,-938.8064433081807
5696,-940.341924095746
5697,-938.7635250193664
5698,-940.3103870508023
5699,-940.2977237086502
5700,-940.2864251314927
5701,-940.2778264851295
5702,-783.9817195036949
5703,-782.7133991434489
5704,-782.7342488083009
5705,-782.7513869605646
5706,-938.8115016476335
5707,-938.7795304427326
5708,-782.7224984806496
5709,-781.4309180920519
5710,-781.4492125570785
5711,-937.2461637204352
5712,-937.2139289730155
5713,-781.4182693043065
5714,-781.4431936814848
5715,-780.1283488662241
5716,-780.1416378852978
5717,-780.1500936208479
5718,-1092.8965152267883
5719,-1096.4684497547855
5720,-940.2819300138431
5721,-1096.4039477594322
5722,-940.2382064682251
5723,-940.2473143705782
5724,-940.2469992727853
5725,-940.2480563350186
5726,-783.9638160093705
5727,-783.9965345442565
5728,-784.0215054902392
5729,-784.0390844750531
5730,-784.0561490588175
5731,-940.3739311589843
5732,-940.3442428244739
5733,-938.7633723427439
5734,-938.7515845313592
5735,-937.160486737749
5736,-938.7308168304996
5737,-781.3777284071011
5738,-781.4108954911068
5739,-781.4311162302956
5740,-781.4478666416694
5741,-781.4606512407743
5742,-1094.7147603343192
5743,-1094.6277404463333
5744,-940.2675898114294
5745,-1096.3890545242505
5746,-940.2270860608661
5747,-940.2389560530662
5748,-940.2401420430459
5749,-940.2418084691171
5750,-783.9587411364274
5751,-782.6936550557174
5752,-782.7202463250353
5753,-782.7386580959179
5754,-1868.283470285698
5755,-1867.6999856205043
5756,-1864.0728827662144
5757,-1709.3900067649238
