Eiendom,Spotprisår,Kostnad for vannbåren varme (kr),Kilde vannbåren varme,Kilde andre kostnader,Beregningstid (år),Diskonteringsrente (%),Nåverdi bergvarme (kr),Nåverdi luft-luft-varmepumpe (kr),Differanse (kr),Forklaring
Kleivveien 44B,2023,279113,Asplan Viak,Sweco,60,4,236786,149929,86857,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Sweco,30,5,-1521,0,-1521,Luft-vann-varmepumpe er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Sweco,40,5,63000,30449,32551,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Sweco,50,5,94862,55160,39702,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Sweco,60,5,119179,71920,47259,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Sweco,30,6,-51222,-34744,-16478,Luft-vann-varmepumpe er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Sweco,40,6,-4503,-13094,8591,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Sweco,50,6,16280,3326,12954,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Sweco,60,6,30847,13366,17481,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Sweco,30,4,-89289,-56794,-32495,Luft-vann-varmepumpe er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Sweco,40,4,-23160,-29429,6269,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Sweco,50,4,10152,-2603,12755,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Sweco,60,4,40332,18410,21922,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Sweco,30,5,-131785,-87230,-44555,Luft-vann-varmepumpe er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Sweco,40,5,-84085,-68036,-16049,Luft-vann-varmepumpe er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Sweco,50,5,-62550,-50235,-12315,Luft-vann-varmepumpe er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Sweco,60,5,-44573,-37717,-6856,Luft-vann-varmepumpe er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Sweco,30,6,-167636,-112707,-54929,Luft-vann-varmepumpe er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Sweco,40,6,-133097,-99207,-33890,Luft-vann-varmepumpe er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Sweco,50,6,-119115,-87336,-31779,Luft-vann-varmepumpe er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Sweco,60,6,-108345,-79838,-28507,Luft-vann-varmepumpe er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Asplan Viak,30,4,3628,-142212,145840,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Asplan Viak,40,4,93079,-124729,217808,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Asplan Viak,50,4,131207,-101512,232719,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Asplan Viak,60,4,172031,-73377,245408,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Asplan Viak,30,5,-51162,-177532,126370,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Asplan Viak,40,5,13359,-166208,179567,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Asplan Viak,50,5,37761,-150697,188458,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Asplan Viak,60,5,62078,-133937,196015,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Asplan Viak,30,6,-97445,-207006,109561,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Asplan Viak,40,6,-50726,-199749,149023,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Asplan Viak,50,6,-35048,-189332,154284,Bergvarme er lønnsom
Kleivveien 44B,2023,279113,Asplan Viak,Asplan Viak,60,6,-20481,-179293,158812,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Asplan Viak,30,4,-143106,-240463,97357,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Asplan Viak,40,4,-76976,-238585,161609,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Asplan Viak,50,4,-54602,-225910,171308,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Asplan Viak,60,4,-24422,-204896,180474,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Asplan Viak,30,5,-181427,-264762,83335,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Asplan Viak,40,5,-133727,-264694,130967,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Asplan Viak,50,5,-119652,-256093,136441,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Asplan Viak,60,5,-101674,-243575,141901,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Asplan Viak,30,6,-213859,-284969,71110,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Asplan Viak,40,6,-179321,-285861,106540,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Asplan Viak,50,6,-170444,-279996,109552,Bergvarme er lønnsom
Kleivveien 44B,2024,279113,Asplan Viak,Asplan Viak,60,6,-159674,-272497,112823,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Sweco,30,4,432967,360082,72885,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Sweco,40,4,557058,424491,132567,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Sweco,50,4,631932,479054,152878,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Sweco,60,4,688565,518134,170431,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Sweco,30,5,348569,301348,47221,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Sweco,40,5,438077,347188,90889,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Sweco,50,5,486919,383242,103677,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Sweco,60,5,520654,406521,114133,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Sweco,30,6,277496,252101,25395,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Sweco,40,6,342307,284841,57466,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Sweco,50,6,374316,308781,65535,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Sweco,60,6,394525,322725,71800,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Sweco,30,4,228288,223021,5267,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Sweco,40,4,319848,265661,54187,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Sweco,50,4,372746,305519,67227,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Sweco,60,4,414532,334663,79869,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Sweco,30,5,166864,179661,-12797,Luft-vann-varmepumpe er lønnsom
Søråsen 6B,2024,113625,Sweco,Sweco,40,5,232907,209800,23107,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Sweco,50,5,267344,236214,31130,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Sweco,60,5,292235,253574,38661,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Sweco,30,6,115110,143343,-28233,Luft-vann-varmepumpe er lønnsom
Søråsen 6B,2024,113625,Sweco,Sweco,40,6,162930,164713,-1783,Luft-vann-varmepumpe er lønnsom
Søråsen 6B,2024,113625,Sweco,Sweco,50,6,185453,182304,3149,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Sweco,60,6,200363,192704,7659,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Asplan Viak,30,4,373594,160543,213051,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Asplan Viak,40,4,497684,197264,300420,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Asplan Viak,50,4,560795,236452,324343,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Asplan Viak,60,4,617428,275532,341896,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Asplan Viak,30,5,293686,108476,185210,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Asplan Viak,40,5,383194,133538,249656,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Asplan Viak,50,5,424013,159597,264416,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Asplan Viak,60,5,457748,182876,274872,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Asplan Viak,30,6,226288,64955,161333,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Asplan Viak,40,6,291099,82059,209040,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Asplan Viak,50,6,317618,99474,218144,Bergvarme er lønnsom
Søråsen 6B,2023,113625,Sweco,Asplan Viak,60,6,337826,113419,224407,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Asplan Viak,30,4,168914,23482,145432,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Asplan Viak,40,4,260474,38434,222040,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Asplan Viak,50,4,301608,62917,238691,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Asplan Viak,60,4,343395,92061,251334,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Asplan Viak,30,5,111980,-13210,125190,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Asplan Viak,40,5,178023,-3850,181873,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Asplan Viak,50,5,204438,12569,191869,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Asplan Viak,60,5,229329,29929,199400,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Asplan Viak,30,6,63902,-43802,107704,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Asplan Viak,40,6,111723,-38068,149791,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Asplan Viak,50,6,128754,-27001,155755,Bergvarme er lønnsom
Søråsen 6B,2024,113625,Sweco,Asplan Viak,60,6,143665,-16601,160266,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Sweco,30,4,191397,118512,72885,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Sweco,40,4,315488,182921,132567,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Sweco,50,4,390362,237484,152878,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Sweco,60,4,446995,276564,170431,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Sweco,30,5,106999,59778,47221,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Sweco,40,5,196507,105618,90889,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Sweco,50,5,245349,141672,103677,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Sweco,60,5,279084,164951,114133,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Sweco,30,6,35926,10531,25395,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Sweco,40,6,100737,43271,57466,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Sweco,50,6,132746,67211,65535,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Sweco,60,6,152955,81155,71800,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Sweco,30,4,-13281,-18548,5267,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Sweco,40,4,78278,24091,54187,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Sweco,50,4,131176,63949,67227,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Sweco,60,4,172962,93093,79869,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Sweco,30,5,-74705,-61908,-12797,Luft-vann-varmepumpe er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Sweco,40,5,-8662,-31769,23107,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Sweco,50,5,25774,-5355,31129,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Sweco,60,5,50665,12004,38661,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Sweco,30,6,-126459,-98226,-28233,Luft-vann-varmepumpe er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Sweco,40,6,-78639,-76856,-1783,Luft-vann-varmepumpe er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Sweco,50,6,-56116,-59265,3149,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Sweco,60,6,-41206,-48865,7659,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Asplan Viak,30,4,132024,-81026,213050,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Asplan Viak,40,4,256114,-44305,300419,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Asplan Viak,50,4,319225,-5117,324342,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Asplan Viak,60,4,375858,33962,341896,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Asplan Viak,30,5,52116,-133093,185209,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Asplan Viak,40,5,141624,-108031,249655,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Asplan Viak,50,5,182443,-81972,264415,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Asplan Viak,60,5,216178,-58693,274871,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Asplan Viak,30,6,-15281,-176614,161333,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Asplan Viak,40,6,49529,-159510,209039,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Asplan Viak,50,6,76048,-142095,218143,Bergvarme er lønnsom
Søråsen 6B,2023,355195,Asplan Viak,Asplan Viak,60,6,96256,-128150,224406,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Asplan Viak,30,4,-72655,-218087,145432,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Asplan Viak,40,4,18904,-203135,222039,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Asplan Viak,50,4,60038,-178652,238690,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Asplan Viak,60,4,101825,-149508,251333,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Asplan Viak,30,5,-129589,-254780,125191,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Asplan Viak,40,5,-63546,-245420,181874,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Asplan Viak,50,5,-37131,-229000,191869,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Asplan Viak,60,5,-12240,-211640,199400,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Asplan Viak,30,6,-177667,-285372,107705,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Asplan Viak,40,6,-129846,-279638,149792,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Asplan Viak,50,6,-112815,-268571,155756,Bergvarme er lønnsom
Søråsen 6B,2024,355195,Asplan Viak,Asplan Viak,60,6,-97904,-258171,160267,Bergvarme er lønnsom
Markalleen 26B,2023,76500,Sweco,Sweco,30,4,257176,222134,35042,Bergvarme er lønnsom
Markalleen 26B,2023,76500,Sweco,Sweco,40,4,342198,262039,80159,Bergvarme er lønnsom
