,Romoppvarming,Tappevann,DirekteElektrisk,Levert_fra_luft,Kompressor_luft,Spisslast_luft,Strøm_luft,Levert_fra_brønn,Kompressor_grunnvarme,Strøm_grunnvarme,Spisslast_grunnvarme
25,4.2,0.0,4.2,2.6097720730240863,1.5902279269759139,0.0,1.5902279269759139,3.1039161396550075,1.0960838603449927,1.0960838603449927,0.0
26,4.2,0.0,4.2,2.6097720730240863,1.5902279269759139,0.0,1.5902279269759139,3.104334745410127,1.095665254589873,1.095665254589873,0.0
27,4.2,0.0,4.2,2.6097720730240863,1.5902279269759139,0.0,1.5902279269759139,3.1046385739384275,1.0953614260615727,1.0953614260615727,0.0
28,4.2,0.0,4.2,2.6097720730240863,1.5902279269759139,0.0,1.5902279269759139,3.104907112647914,1.0950928873520862,1.0950928873520862,0.0
29,4.4,0.2,4.6000000000000005,2.2700700119098522,1.383235251248041,0.9466947368421073,2.3299299880901483,3.396364832444032,1.2036351675559684,1.2036351675559684,0.0
30,5.4,0.4,5.800000000000001,2.2700700119098522,1.383235251248041,2.1466947368421074,3.5299299880901485,4.264960683361597,1.5350393166384038,1.5350393166384038,0.0
31,6.2,0.6,6.8,2.2700700119098522,1.383235251248041,3.1466947368421065,4.529929988090148,4.9814288532657,1.8185711467342998,1.8185711467342998,0.0
32,5.0,0.4,5.4,2.2700700119098522,1.383235251248041,1.746694736842107,3.129929988090148,3.972598148622369,1.4274018513776312,1.4274018513776312,0.0
33,5.2,0.4,5.6000000000000005,2.2700700119098522,1.383235251248041,1.9466947368421073,3.3299299880901483,4.116933326796454,1.4830666732035462,1.4830666732035462,0.0
34,5.2,0.4,5.6000000000000005,2.2700700119098522,1.383235251248041,1.9466947368421073,3.3299299880901483,4.116608648278925,1.4833913517210755,1.4833913517210755,0.0
35,5.0,0.4,5.4,2.2700700119098522,1.383235251248041,1.746694736842107,3.129929988090148,3.9719944763428803,1.42800552365712,1.42800552365712,0.0
36,5.0,0.4,5.4,2.2700700119098522,1.383235251248041,1.746694736842107,3.129929988090148,3.9719518865310834,1.428048113468917,1.428048113468917,0.0
37,4.8,0.4,5.2,2.2700700119098522,1.383235251248041,1.546694736842107,2.929929988090148,3.827312894201806,1.3726871057981942,1.3726871057981942,0.0
38,5.0,0.4,5.4,2.2700700119098522,1.383235251248041,1.746694736842107,3.129929988090148,3.972008501752293,1.4279914982477075,1.4279914982477075,0.0
39,4.8,0.4,5.2,2.2017842463901243,1.3416262799256633,1.6565894736842126,2.998215753609876,3.818536209208807,1.381463790791193,1.381463790791193,0.0
40,5.2,0.4,5.6000000000000005,2.2017842463901243,1.3416262799256633,2.056589473684213,3.3982157536098763,4.10683080437536,1.493169195624641,1.493169195624641,0.0
41,5.4,0.6,6.0,2.2017842463901243,1.3416262799256633,2.4565894736842124,3.7982157536098757,4.393719702923355,1.606280297076645,1.606280297076645,0.0
42,5.4,0.6,6.0,2.2017842463901243,1.3416262799256633,2.4565894736842124,3.7982157536098757,4.392909880471851,1.6070901195281486,1.6070901195281486,0.0
43,5.6,0.6,6.199999999999999,2.1334984808703963,1.300017308603286,2.766484210526317,4.066501519129603,4.5249724789631,1.675027521036899,1.675027521036899,0.0
44,5.4,0.6,6.0,2.1334984808703963,1.300017308603286,2.5664842105263177,3.8665015191296037,4.3812879638043984,1.6187120361956016,1.6187120361956016,0.0
45,5.4,0.4,5.800000000000001,2.0652127153506683,1.2584083372809092,2.4763789473684232,3.7347872846493324,4.227821966676592,1.572178033323409,1.572178033323409,0.0
46,5.2,0.4,5.6000000000000005,2.0652127153506683,1.2584083372809092,2.276378947368423,3.5347872846493322,4.084817934117092,1.5151820658829083,1.5151820658829083,0.0
47,5.2,0.4,5.6000000000000005,1.9969269498309405,1.2167993659585317,2.3862736842105283,3.60307305016906,4.075118067300119,1.5248819326998815,1.5248819326998815,0.0
48,5.0,0.2,5.2,1.9969269498309405,1.2167993659585317,1.986273684210528,3.20307305016906,3.7892889007415036,1.4107110992584966,1.4107110992584966,0.0
49,4.8,0.0,4.8,1.9286411843112126,1.1751903946361544,1.6961684210526329,2.8713588156887875,3.4944834219126624,1.3055165780873375,1.3055165780873375,0.0
50,4.8,0.0,4.8,1.9286411843112126,1.1751903946361544,1.6961684210526329,2.8713588156887875,3.495210522020796,1.3047894779792037,1.3047894779792037,0.0
51,5.0,0.0,5.0,1.860355418791484,1.1335814233137769,2.006063157894739,3.139644581208516,3.6298700555720664,1.3701299444279336,1.3701299444279336,0.0
52,5.0,0.0,5.0,1.860355418791484,1.1335814233137769,2.006063157894739,3.139644581208516,3.6300867177086995,1.3699132822913005,1.3699132822913005,0.0
53,5.4,0.2,5.6000000000000005,1.792069653271756,1.0919724519913996,2.715957894736845,3.8079303467282446,4.047317602772636,1.5526823972273647,1.5526823972273647,0.0
54,6.2,0.4,6.6000000000000005,1.792069653271756,1.0919724519913996,3.715957894736845,4.807930346728245,4.752868643726388,1.8471313562736125,1.8471313562736125,0.0
55,7.4,0.6,8.0,1.792069653271756,1.0919724519913996,5.1159578947368445,6.207930346728244,5.730248571487668,2.2697514285123317,2.2697514285123317,0.0
56,6.0,0.4,6.4,1.860355418791484,1.1335814233137769,3.4060631578947396,4.539644581208517,4.6188972188475645,1.7811027811524358,1.7811027811524358,0.0
57,6.2,0.4,6.6000000000000005,1.860355418791484,1.1335814233137769,3.6060631578947397,4.739644581208516,4.759662486710168,1.8403375132898327,1.8403375132898327,0.0
58,6.0,0.4,6.4,1.9969269498309405,1.2167993659585317,3.186273684210528,4.40307305016906,4.6410821858746845,1.758917814125316,1.758917814125316,0.0
59,5.8,0.4,6.2,1.9969269498309405,1.2167993659585317,2.986273684210528,4.20307305016906,4.498898792273861,1.701101207726139,1.701101207726139,0.0
60,5.6,0.4,6.0,2.1334984808703963,1.300017308603286,2.5664842105263177,3.8665015191296037,4.377741266632373,1.6222587333676266,1.6222587333676266,0.0
61,5.6,0.4,6.0,2.0652127153506683,1.2584083372809092,2.6763789473684225,3.9347872846493317,4.367374931267317,1.6326250687326826,1.6326250687326826,0.0
62,5.8,0.4,6.2,2.0652127153506683,1.2584083372809092,2.8763789473684227,4.134787284649332,4.509962252798495,1.6900377472015053,1.6900377472015053,0.0
63,5.6,0.4,6.0,1.9969269498309405,1.2167993659585317,2.786273684210528,4.00307305016906,4.356640312840493,1.6433596871595073,1.6433596871595073,0.0
64,6.2,0.4,6.6000000000000005,1.860355418791484,1.1335814233137769,3.6060631578947397,4.739644581208516,4.75869920690106,1.8413007930989407,1.8413007930989407,0.0
65,6.4,0.6,7.0,1.860355418791484,1.1335814233137769,4.006063157894739,5.1396445812085165,5.039069458354798,1.9609305416452019,1.9609305416452019,0.0
66,6.4,0.6,7.0,1.860355418791484,1.1335814233137769,4.006063157894739,5.1396445812085165,5.037901619913038,1.962098380086962,1.962098380086962,0.0
67,6.6,0.6,7.199999999999999,1.792069653271756,1.0919724519913996,4.315957894736844,5.407930346728243,5.163960331187514,2.036039668812485,2.036039668812485,0.0
68,6.4,0.6,7.0,1.860355418791484,1.1335814233137769,4.006063157894739,5.1396445812085165,5.035872595804415,1.964127404195585,1.964127404195585,0.0
69,6.2,0.4,6.6000000000000005,1.860355418791484,1.1335814233137769,3.6060631578947397,4.739644581208516,4.754335132876561,1.84566486712344,1.84566486712344,0.0
70,5.8,0.4,6.2,1.9286411843112126,1.1751903946361544,3.0961684210526332,4.271358815688788,4.483779437210089,1.7162205627899114,1.7162205627899114,0.0
71,5.8,0.4,6.2,1.9286411843112126,1.1751903946361544,3.0961684210526332,4.271358815688788,4.48418557965454,1.7158144203454606,1.7158144203454606,0.0
72,5.4,0.2,5.6000000000000005,1.9969269498309405,1.2167993659585317,2.3862736842105283,3.60307305016906,4.068916089179066,1.5310839108209349,1.5310839108209349,0.0
73,5.4,0.0,5.4,1.9969269498309405,1.2167993659585317,2.186273684210528,3.40307305016906,3.9271086796817354,1.472891320318265,1.472891320318265,0.0
74,5.4,0.0,5.4,1.9969269498309405,1.2167993659585317,2.186273684210528,3.40307305016906,3.9279378407361523,1.472062159263848,1.472062159263848,0.0
75,5.2,0.0,5.2,2.1334984808703963,1.300017308603286,1.7664842105263179,3.066501519129604,3.803738308608186,1.396261691391814,1.396261691391814,0.0
76,5.2,0.0,5.2,2.0652127153506683,1.2584083372809092,1.8763789473684227,3.134787284649332,3.7953348677004084,1.4046651322995918,1.4046651322995918,0.0
77,5.4,0.2,5.6000000000000005,2.1334984808703963,1.300017308603286,2.1664842105263182,3.4665015191296042,4.091887712979759,1.508112287020242,1.508112287020242,0.0
78,6.4,0.4,6.800000000000001,2.2017842463901243,1.3416262799256633,3.256589473684213,4.598215753609876,4.959705017808497,1.8402949821915033,1.8402949821915033,0.0
79,7.0,0.6,7.6,2.1334984808703963,1.300017308603286,4.166484210526317,5.4665015191296025,5.51261271779442,2.0873872822055795,2.0873872822055795,0.0
80,5.8,0.4,6.2,2.1334984808703963,1.300017308603286,2.766484210526318,4.066501519129604,4.517144058863838,1.6828559411361619,1.6828559411361619,0.0
81,6.0,0.4,6.4,2.2017842463901243,1.3416262799256633,2.856589473684213,4.198215753609876,4.6708117063195145,1.7291882936804859,1.7291882936804859,0.0
82,5.8,0.4,6.2,2.2017842463901243,1.3416262799256633,2.6565894736842126,3.998215753609876,4.52782086016775,1.6721791398322505,1.6721791398322505,0.0
83,5.6,0.4,6.0,2.2017842463901243,1.3416262799256633,2.4565894736842124,3.7982157536098757,4.384858989899955,1.6151410101000447,1.6151410101000447,0.0
84,5.6,0.4,6.0,2.2017842463901243,1.3416262799256633,2.4565894736842124,3.7982157536098757,4.385098762519832,1.6149012374801677,1.6149012374801677,0.0
85,5.4,0.4,5.800000000000001,2.2017842463901243,1.3416262799256633,2.256589473684213,3.5982157536098764,4.241950603149164,1.558049396850837,1.558049396850837,0.0
86,5.4,0.4,5.800000000000001,2.2017842463901243,1.3416262799256633,2.256589473684213,3.5982157536098764,4.242347222845712,1.5576527771542885,1.5576527771542885,0.0
87,5.2,0.4,5.6000000000000005,2.2017842463901243,1.3416262799256633,2.056589473684213,3.3982157536098763,4.099050313374375,1.5009496866256251,1.5009496866256251,0.0
88,5.6,0.4,6.0,2.2017842463901243,1.3416262799256633,2.4565894736842124,3.7982157536098757,4.386228968872169,1.6137710311278308,1.6137710311278308,0.0
89,5.8,0.6,6.3999999999999995,2.2017842463901243,1.3416262799256633,2.856589473684212,4.198215753609875,4.671942224208786,1.7280577757912132,1.7280577757912132,0.0
90,5.6,0.6,6.199999999999999,2.2700700119098522,1.383235251248041,2.546694736842106,3.929929988090147,4.538979549966743,1.6610204500332566,1.6610204500332566,0.0
91,5.6,0.6,6.199999999999999,2.2700700119098522,1.383235251248041,2.546694736842106,3.929929988090147,4.538727901950715,1.6612720980492846,1.6612720980492846,0.0
92,5.6,0.6,6.199999999999999,2.2700700119098522,1.383235251248041,2.546694736842106,3.929929988090147,4.538531904308888,1.6614680956911112,1.6614680956911112,0.0
93,5.4,0.4,5.800000000000001,2.2700700119098522,1.383235251248041,2.1466947368421074,3.5299299880901485,4.251453525542889,1.5485464744571118,1.5485464744571118,0.0
94,5.0,0.4,5.4,2.3383557774295807,1.4248442225704183,1.6368000000000014,3.0616442225704197,3.973029204646026,1.4269707953539745,1.4269707953539745,0.0
95,5.0,0.4,5.4,2.3383557774295807,1.4248442225704183,1.6368000000000014,3.0616442225704197,3.9736238667898176,1.4263761332101828,1.4263761332101828,0.0
96,4.6,0.2,4.8,2.3383557774295807,1.4248442225704183,1.0368000000000008,2.461644222570419,3.539685823100522,1.260314176899478,1.260314176899478,0.0
97,4.6,0.0,4.6,2.2700700119098522,1.383235251248041,0.9466947368421064,2.3299299880901474,3.3876978948793806,1.212302105120619,1.212302105120619,0.0
98,4.4,0.0,4.4,2.734046933644281,1.6659530663557192,0.0,1.6659530663557192,3.2434332023703214,1.156566797629679,1.156566797629679,0.0
99,4.4,0.0,4.4,2.734046933644281,1.6659530663557192,0.0,1.6659530663557192,3.2515519871980914,1.148448012801909,1.148448012801909,0.0
100,4.4,0.0,4.4,2.734046933644281,1.6659530663557192,0.0,1.6659530663557192,3.244864124772009,1.1551358752279914,1.1551358752279914,0.0
101,4.6,0.2,4.8,2.2700700119098522,1.383235251248041,1.1466947368421065,2.5299299880901476,3.535682290328136,1.2643177096718636,1.2643177096718636,0.0
102,5.6,0.4,6.0,2.2700700119098522,1.383235251248041,2.3466947368421067,3.7299299880901478,4.4018020328009655,1.5981979671990345,1.5981979671990345,0.0
103,6.4,0.6,7.0,2.2700700119098522,1.383235251248041,3.3466947368421067,4.729929988090148,5.116137852743263,1.8838621472567372,1.8838621472567372,0.0
104,5.2,0.4,5.6000000000000005,2.2700700119098522,1.383235251248041,1.9466947368421073,3.3299299880901483,4.110714283691945,1.4892857163080553,1.4892857163080553,0.0
105,5.4,0.4,5.800000000000001,2.2700700119098522,1.383235251248041,2.1466947368421074,3.5299299880901485,4.25480695305011,1.5451930469498905,1.5451930469498905,0.0
106,5.2,0.4,5.6000000000000005,2.2700700119098522,1.383235251248041,1.9466947368421073,3.3299299880901483,4.1107912270478515,1.489208772952149,1.489208772952149,0.0
107,5.0,0.4,5.4,2.2700700119098522,1.383235251248041,1.746694736842107,3.129929988090148,3.966771280249464,1.4332287197505362,1.4332287197505362,0.0
108,5.0,0.4,5.4,2.2700700119098522,1.383235251248041,1.746694736842107,3.129929988090148,3.967040306785101,1.4329596932148996,1.4329596932148996,0.0
109,5.0,0.4,5.4,2.2700700119098522,1.383235251248041,1.746694736842107,3.129929988090148,3.967159437260097,1.4328405627399032,1.4328405627399032,0.0
110,5.0,0.4,5.4,2.2700700119098522,1.383235251248041,1.746694736842107,3.129929988090148,3.9673472584552636,1.4326527415447368,1.4326527415447368,0.0
111,4.8,0.4,5.2,2.2700700119098522,1.383235251248041,1.546694736842107,2.929929988090148,3.823049456491395,1.3769505435086051,1.3769505435086051,0.0
112,5.2,0.4,5.6000000000000005,2.2700700119098522,1.383235251248041,1.9466947368421073,3.3299299880901483,4.111869590544747,1.4881304094552537,1.4881304094552537,0.0
113,5.4,0.6,6.0,2.2700700119098522,1.383235251248041,2.3466947368421067,3.7299299880901478,4.399277807561123,1.6007221924388766,1.6007221924388766,0.0
114,5.4,0.6,6.0,2.2017842463901243,1.3416262799256633,2.4565894736842124,3.7982157536098757,4.388527639253388,1.6114723607466122,1.6114723607466122,0.0
115,5.4,0.6,6.0,2.2017842463901243,1.3416262799256633,2.4565894736842124,3.7982157536098757,4.388044411166282,1.6119555888337178,1.6119555888337178,0.0
116,5.4,0.6,6.0,2.2017842463901243,1.3416262799256633,2.4565894736842124,3.7982157536098757,4.38770872307826,1.6122912769217397,1.6122912769217397,0.0
117,5.2,0.4,5.6000000000000005,2.2017842463901243,1.3416262799256633,2.056589473684213,3.3982157536098763,4.100585987709994,1.4994140122900061,1.4994140122900061,0.0
118,5.0,0.4,5.4,2.2017842463901243,1.3416262799256633,1.8565894736842128,3.198215753609876,3.957103650839461,1.4428963491605393,1.4428963491605393,0.0
119,4.8,0.4,5.2,2.2017842463901243,1.3416262799256633,1.6565894736842126,2.998215753609876,3.813465066933699,1.3865349330663013,1.3865349330663013,0.0
120,4.8,0.2,5.0,2.1334984808703963,1.300017308603286,1.5664842105263177,2.8665015191296037,3.6611568915877672,1.3388431084122328,1.3388431084122328,0.0
121,4.6,0.0,4.6,2.1334984808703963,1.300017308603286,1.1664842105263173,2.4665015191296034,3.373358250328214,1.2266417496717859,1.2266417496717859,0.0
122,4.6,0.0,4.6,2.1334984808703963,1.300017308603286,1.1664842105263173,2.4665015191296034,3.3741574349064756,1.225842565093524,1.225842565093524,0.0
123,4.6,0.0,4.6,2.2017842463901243,1.3416262799256633,1.056589473684212,2.3982157536098754,3.3825763127124837,1.217423687287516,1.217423687287516,0.0
124,4.6,0.0,4.6,2.2017842463901243,1.3416262799256633,1.056589473684212,2.3982157536098754,3.3830150913942014,1.2169849086057982,1.2169849086057982,0.0
125,4.6,0.0,4.6,2.2017842463901243,1.3416262799256633,1.056589473684212,2.3982157536098754,3.3833963510670815,1.2166036489329182,1.2166036489329182,0.0
126,5.0,0.0,5.0,2.2017842463901243,1.3416262799256633,1.4565894736842124,2.7982157536098757,3.673000841319642,1.326999158680358,1.326999158680358,0.0
127,5.0,0.2,5.2,2.2017842463901243,1.3416262799256633,1.6565894736842126,2.998215753609876,3.8172166609511704,1.3827833390488298,1.3827833390488298,0.0
128,5.2,0.4,5.6000000000000005,2.2700700119098522,1.383235251248041,1.9466947368421073,3.3299299880901483,4.114424688435825,1.4855753115641752,1.4855753115641752,0.0
129,5.8,0.6,6.3999999999999995,2.2700700119098522,1.383235251248041,2.746694736842106,4.129929988090147,4.688624294859967,1.711375705140033,1.711375705140033,0.0
130,5.8,0.8,6.6,2.2700700119098522,1.383235251248041,2.9466947368421064,4.329929988090147,4.830181667517973,1.7698183324820267,1.7698183324820267,0.0
131,5.8,0.8,6.6,2.2700700119098522,1.383235251248041,2.9466947368421064,4.329929988090147,4.828703007356874,1.7712969926431255,1.7712969926431255,0.0
132,5.6,0.6,6.199999999999999,2.2700700119098522,1.383235251248041,2.546694736842106,3.929929988090147,4.541272077663472,1.658727922336527,1.658727922336527,0.0
133,5.4,0.6,6.0,2.2700700119098522,1.383235251248041,2.3466947368421067,3.7299299880901478,4.397517347809437,1.602482652190563,1.602482652190563,0.0
134,5.4,0.4,5.800000000000001,2.2700700119098522,1.383235251248041,2.1466947368421074,3.5299299880901485,4.253808331015621,1.5461916689843793,1.5461916689843793,0.0
135,5.4,0.4,5.800000000000001,2.2700700119098522,1.383235251248041,2.1466947368421074,3.5299299880901485,4.253926831496374,1.5460731685036269,1.5460731685036269,0.0
136,5.4,0.4,5.800000000000001,2.2700700119098522,1.383235251248041,2.1466947368421074,3.5299299880901485,4.253963333521158,1.5460366664788427,1.5460366664788427,0.0
137,5.6,0.6,6.199999999999999,2.2700700119098522,1.383235251248041,2.546694736842106,3.929929988090147,4.541086809778956,1.6589131902210434,1.6589131902210434,0.0
138,5.6,0.6,6.199999999999999,2.2700700119098522,1.383235251248041,2.546694736842106,3.929929988090147,4.54058988174799,1.6594101182520093,1.6594101182520093,0.0
139,5.4,0.6,6.0,2.2700700119098522,1.383235251248041,2.3466947368421067,3.7299299880901478,4.396737155320671,1.6032628446793291,1.6032628446793291,0.0
140,5.4,0.6,6.0,2.2700700119098522,1.383235251248041,2.3466947368421067,3.7299299880901478,4.396666566839227,1.6033334331607731,1.6033334331607731,0.0
141,5.2,0.4,5.6000000000000005,2.2700700119098522,1.383235251248041,1.9466947368421073,3.3299299880901483,4.1090967773872284,1.490903222612772,1.490903222612772,0.0
142,4.8,0.4,5.2,2.2700700119098522,1.383235251248041,1.546694736842107,2.929929988090148,3.8211568524109145,1.3788431475890857,1.3788431475890857,0.0
143,4.8,0.2,5.0,2.3383557774295807,1.4248442225704183,1.236800000000001,2.6616442225704193,3.685627920796511,1.3143720792034892,1.3143720792034892,0.0
144,4.6,0.2,4.8,2.3383557774295807,1.4248442225704183,1.0368000000000008,2.461644222570419,3.541203451747645,1.2587965482523549,1.2587965482523549,0.0
145,4.4,0.0,4.4,2.734046933644281,1.6659530663557192,0.0,1.6659530663557192,3.2510719049654124,1.148928095034588,1.148928095034588,0.0
146,4.4,0.0,4.4,2.734046933644281,1.6659530663557192,0.0,1.6659530663557192,3.2519088983633484,1.148091101636652,1.148091101636652,0.0
147,4.2,0.0,4.2,2.6097720730240863,1.5902279269759139,0.0,1.5902279269759139,3.10675707269369,1.09324292730631,1.09324292730631,0.0
148,4.2,0.0,4.2,2.6097720730240863,1.5902279269759139,0.0,1.5902279269759139,3.1074225234078945,1.0925774765921057,1.0925774765921057,0.0
149,4.4,0.0,4.4,2.734046933644281,1.6659530663557192,0.0,1.6659530663557192,3.253794792611857,1.1462052073881432,1.1462052073881432,0.0
150,4.6,0.0,4.6,2.858321794264475,1.7416782057355245,0.0,1.7416782057355245,3.3997264817709096,1.20027351822909,1.20027351822909,0.0
151,4.8,0.2,5.0,2.3383557774295807,1.4248442225704183,1.236800000000001,2.6616442225704193,3.690518770970412,1.309481229029588,1.309481229029588,0.0
152,5.0,0.4,5.4,2.3383557774295807,1.4248442225704183,1.6368000000000014,3.0616442225704197,3.9800834748828433,1.419916525117157,1.419916525117157,0.0
153,5.4,0.6,6.0,2.3383557774295807,1.4248442225704183,2.236800000000001,3.6616442225704193,4.412663402667587,1.5873365973324134,1.5873365973324134,0.0
154,5.6,0.8,6.3999999999999995,2.3383557774295807,1.4248442225704183,2.6368000000000005,4.061644222570418,4.699114303877943,1.7008856961220564,1.7008856961220564,0.0
155,5.4,0.8,6.2,2.4066415429493087,1.4664531938927956,2.326905263157896,3.7933584570506915,4.56416678005854,1.6358332199414605,1.6358332199414605,0.0
156,5.2,0.6,5.8,2.4066415429493087,1.4664531938927956,1.9269052631578956,3.393358457050691,4.2747722860566695,1.5252277139433303,1.5252277139433303,0.0
157,5.0,0.6,5.6,2.474927308469036,1.508062165215173,1.6170105263157906,3.1250726915309635,4.1391475042464325,1.4608524957535671,1.4608524957535671,0.0
158,4.8,0.4,5.2,2.474927308469036,1.508062165215173,1.217010526315791,2.725072691530964,3.848740786563586,1.351259213436414,1.351259213436414,0.0
159,4.8,0.4,5.2,2.474927308469036,1.508062165215173,1.217010526315791,2.725072691530964,3.8491595326304866,1.3508404673695136,1.3508404673695136,0.0
160,4.8,0.4,5.2,2.543213073988765,1.5496711365375502,1.107115789473685,2.656786926011235,3.857766920265292,1.342233079734708,1.342233079734708,0.0
161,4.8,0.6,5.3999999999999995,2.543213073988765,1.5496711365375502,1.3071157894736842,2.8567869260112344,4.003645006360269,1.3963549936397301,1.3963549936397301,0.0
162,4.8,0.6,5.3999999999999995,2.611498839508493,1.5912801078599275,1.197221052631579,2.7885011604915064,4.012138367429721,1.3878616325702788,1.3878616325702788,0.0
163,4.8,0.6,5.3999999999999995,2.543213073988765,1.5496711365375502,1.3071157894736842,2.8567869260112344,4.003503323650728,1.3964966763492717,1.3964966763492717,0.0
164,4.6,0.6,5.199999999999999,3.231146376125059,1.9688536238749403,0.0,1.9688536238749403,3.8660414858714036,1.3339585141285957,1.3339585141285957,0.0
165,4.4,0.4,4.800000000000001,2.98259665488467,1.8174033451153306,0.0,1.8174033451153306,3.565971639933366,1.2340283600666346,1.2340283600666346,0.0
166,4.0,0.4,4.4,2.734046933644281,1.6659530663557192,0.0,1.6659530663557192,3.2805954825906225,1.1194045174093779,1.1194045174093779,0.0
167,4.2,0.2,4.4,2.734046933644281,1.6659530663557192,0.0,1.6659530663557192,3.274323880143217,1.1256761198567835,1.1256761198567835,0.0
168,3.8,0.2,4.0,2.4854972124038914,1.5145027875961086,0.0,1.5145027875961086,2.9936230658274123,1.0063769341725877,1.0063769341725877,0.0
169,3.6,0.0,3.6,2.2369474911635026,1.3630525088364975,0.0,1.3630525088364975,2.7039188171586948,0.8960811828413053,0.8960811828413053,0.0
170,3.4,0.0,3.4,2.112672630543308,1.2873273694566918,0.0,1.2873273694566918,2.5560708333470514,0.8439291666529485,0.8439291666529485,0.0
171,3.4,0.0,3.4,2.112672630543308,1.2873273694566918,0.0,1.2873273694566918,2.5567616245710303,0.8432383754289696,0.8432383754289696,0.0
172,3.4,0.0,3.4,2.112672630543308,1.2873273694566918,0.0,1.2873273694566918,2.557336188747134,0.8426638112528657,0.8426638112528657,0.0
173,3.6,0.2,3.8000000000000003,2.361222351783697,1.4387776482163033,0.0,1.4387776482163033,2.8550650392071155,0.9449349607928847,0.9449349607928847,0.0
