,Utetemperatur (grader),"Turtemperatur, varmesystem (grader)",Tappevannsbehov (kWh),Romoppvarmingsbehov (kWh),Kjølebehov (kWh),"Grunnvarme, kompressor (kWh)","Grunnvarme, fra brønner (kWh)","Grunnvarme, spisslast (kWh)","Grunnvarme, COP","Luft-vann, kompressor (kWh)","Luft-vann, fra luft (kWh)","Luft-vann, spisslast (kWh)","Luft-vann, COP","Direkte elektrisk, strømkostnad (kr)","Grunnvarme, strømkostnad (kr)","Luft-vann, strømkostnad (kr)",Brønntemperatur år 12 - 13 (grader),Spotpris (kr)
0,-2,40.666666666666664,0.181,3.62,0.0,0.9582862583364857,2.8427137416635144,0.0,3.966776407341513,1.4607673049894592,2.340232695010541,0.0,2.752,7.1848782600000005,2.052822360000001,2.7612300059293755,2.67486307998548,1.56936
1,-2,40.666666666666664,0.0,3.077,0.0,0.7700516262494146,2.3069483737505854,0.0,3.9961299711165297,1.1825259135628954,1.8944740864371046,0.0,2.752,5.3918271,1.5405220285714283,2.0721401583362615,3.0782009892109397,1.4314
2,-2,40.666666666666664,0.0,3.62,0.0,0.9093687051066057,2.7106312948933944,0.0,3.9810914437217804,1.3912069571328178,2.2287930428671823,0.0,2.752,6.0366758,1.7247645142857142,2.3199628096451157,2.8715645342172325,1.34669
3,-3,41.0,0.0,3.439,0.0,0.8677381697036637,2.5712618302963364,0.0,3.9634723534427887,1.3216466092761774,2.1173533907238227,0.0,2.677028571428571,5.28120352,1.5089152914285715,2.02962626493324,2.988685423651338,1.21478
4,-3,41.0,0.0,3.439,0.0,0.8672764905663626,2.5717235094336375,0.0,3.9655798927513497,1.3216466092761774,2.1173533907238227,0.0,2.677028571428571,4.84242151,1.3835490028571429,1.8609973740556929,3.0179203495104474,1.08719
5,-2,40.666666666666664,0.0,3.439,0.0,0.8612850517900972,2.577714948209903,0.0,3.993167347343294,1.3216466092761774,2.1173533907238227,0.0,2.752,4.70314201,1.3437548600000002,1.8074706863800074,3.037494183560024,1.04669
6,-2,40.666666666666664,0.0,3.801,0.0,0.9547093940941722,2.846290605905828,0.0,3.9816241773101355,1.4607673049894592,2.340232695010541,0.0,2.752,5.1017022,1.4576292000000004,1.960641876756852,2.8788859531323903,1.0213
7,-1,40.333333333333336,0.181,3.62,0.0,0.948523829807526,2.852476170192474,0.0,4.0075934442093555,1.4607673049894592,2.340232695010541,0.0,2.8269714285714285,4.53280653,1.2950875800000003,1.7420088342190798,2.8775548907333857,0.87163
8,-1,40.333333333333336,0.362,3.62,0.0,0.995273682727384,2.986726317272616,0.0,4.0012312719327685,1.5303276528460996,2.4516723471539006,0.0,2.8269714285714285,5.514313420000001,1.5755181200000001,2.1192130369378073,2.790955299695921,1.06391
9,-1,40.333333333333336,0.543,4.344,0.0,1.2316676554509396,3.655332344549061,0.0,3.9681501856146526,1.8781293921293045,3.008870607870696,0.0,2.8269714285714285,7.592883030000001,2.1693951514285716,2.918030855257379,2.3406756224936074,1.23279
10,-2,40.666666666666664,0.724,4.163,0.0,1.2404342555331986,3.646565744466802,0.0,3.9401043180647948,1.8781293921293045,3.008870607870696,0.0,2.752,8.38482138,2.3956632514285716,3.222381723251933,2.3083790661369292,1.39484
11,-1,40.333333333333336,0.724,4.163,0.0,1.2331002281395773,3.653899771860423,0.0,3.963547238388374,1.8781293921293045,3.008870607870696,0.0,2.8269714285714285,9.042367230000002,2.583533494285714,3.475084032962931,2.2780243106299456,1.52939
12,-1,40.333333333333336,0.543,4.163,0.0,1.18589060356293,3.5201093964370704,0.0,3.968686599818683,1.8085690442726636,2.8974309557273368,0.0,2.8269714285714285,8.938952880000002,2.553986537142858,3.435340728215039,2.34797733298682,1.57858
13,-1,40.333333333333336,0.543,3.801,0.0,1.0911681612952218,3.2528318387047785,0.0,3.9814022335113126,1.6694483485593814,2.674551651440619,0.0,2.8269714285714285,8.374146,2.3926131428571424,3.218279053935347,2.521057221972224,1.60685
14,-2,40.666666666666664,0.362,3.982,0.0,1.0979987644193843,3.246001235580616,0.0,3.956628874603595,1.6694483485593814,2.674551651440619,0.0,2.752,8.25646704,2.358990582857143,3.173053698172874,2.535438951712348,1.57976
15,-2,40.666666666666664,0.362,3.801,0.0,1.0504201370109758,3.1125798629890244,0.0,3.963509034666337,1.599888000702741,2.5631119992972593,0.0,2.752,7.945293650000001,2.2700839000000004,3.053466243741216,2.6299760029667456,1.58765
16,-2,40.666666666666664,0.362,3.982,0.0,1.0976676816860773,3.246332318313923,0.0,3.957820585081597,1.6694483485593814,2.674551651440619,0.0,2.752,8.363286,2.3895102857142856,3.214105433063949,2.551812047080847,1.60435
17,-4,41.333333333333336,0.543,3.982,0.0,1.1601991768704956,3.364800823129505,0.0,3.900522786325611,1.7390086964160227,2.7859913035839776,0.0,2.602057142857143,8.72252575,2.492150214285714,3.352165333472418,2.473158880365706,1.60673
18,-3,41.0,0.543,3.982,0.0,1.1527783478211382,3.372221652178862,0.0,3.925636215833914,1.7390086964160227,2.7859913035839776,0.0,2.677028571428571,8.699267250000002,2.4855049285714284,3.3432268287728397,2.463820246707381,1.60159
19,-3,41.0,0.543,3.801,0.0,1.1049397136541055,3.239060286345895,0.0,3.9317668809804966,1.6694483485593814,2.674551651440619,0.0,2.677028571428571,8.3079,2.373685714285714,3.1928199666198167,2.548865770008338,1.5916
20,-2,40.666666666666664,0.543,3.801,0.0,1.09773938185312,3.2462606181468803,0.0,3.957560664701703,1.6694483485593814,2.674551651440619,0.0,2.752,8.273061120000001,2.3637317485714284,3.1794309908643705,2.5482424059901314,1.58358
21,-2,40.666666666666664,0.362,3.982,0.0,1.0976647493823695,3.246335250617631,0.0,3.9578300018162995,1.6694483485593814,2.674551651440619,0.0,2.752,8.2273188,2.3506625142857143,3.1618516997540405,2.551944853616442,1.57305
22,-2,40.666666666666664,0.362,3.62,0.0,1.0028397119757742,2.979160288024226,0.0,3.971048573412695,1.5303276528460996,2.4516723471539006,0.0,2.752,7.365744320000001,2.1044983771428574,2.8307388791286012,2.7335782694938358,1.52886
23,-2,40.666666666666664,0.181,3.801,0.0,1.0025359572370416,2.9794640427629586,0.0,3.9722505216613575,1.5303276528460996,2.4516723471539006,0.0,2.752,7.32433152,2.092666148571429,2.8148234715390017,2.7500929853468516,1.51846
24,-3,41.0,0.181,3.982,0.0,1.0564190407195815,3.1065809592804188,0.0,3.9409935917450443,1.599888000702741,2.5631119992972593,0.0,2.677028571428571,7.90424647,2.2583561342857146,3.0376913480542873,2.6768615482549034,1.57779
