År,Produsert energi,Investering grunnvarme,Investering luft-vann,Diskonteringsrente,Energikostnad grunnvarme,Energikostnad luft-vann,Energikostnad direkte elektrisk,Kostnad grunnvarme,Kostnad luft-vann,Kostnad direkte elektrisk,Kostnad grunnvarme (diskontert),Kostnad luft-vann (diskontert),Kostnad direkte elektrisk (diskontert),LCOE grunnvarme,LCOE luft-vann,LCOE_direkte_el,Grunnvarme vs. luft-vann (40 år),Grunnvarme vs. direkte elektrisk (40 år)
0.0,0.0,561055.0,436930.0,1.0,0.0,0.0,0.0,561055.0,436930.0,0.0,561055.0,436930.0,0.0,1.6,1.79,1.74,113550,82988
1.0,31300.0,0.0,0.0,0.9615384615384615,15956.0,23185.0,54341.0,15956.0,23185.0,52250.96153846153,15342.307692307691,22293.26923076923,52250.96153846153,1.6,1.79,1.74,113550,82988
2.0,31300.0,0.0,0.0,0.9245562130177514,15956.0,23185.0,54341.0,15956.0,23185.0,50241.309171597626,14752.218934911241,21435.835798816566,50241.309171597626,1.6,1.79,1.74,113550,82988
3.0,31300.0,0.0,0.0,0.8889963586709149,15956.0,23185.0,54341.0,15956.0,23185.0,48308.95112653619,14184.825898953117,20611.380575785162,48308.95112653619,1.6,1.79,1.74,113550,82988
4.0,31300.0,0.0,0.0,0.8548041910297257,15956.0,23185.0,54341.0,15956.0,23185.0,46450.91454474632,13639.255672070303,19818.63516902419,46450.91454474632,1.6,1.79,1.74,113550,82988
5.0,31300.0,0.0,0.0,0.8219271067593517,15956.0,23185.0,54341.0,15956.0,23185.0,44664.340908409926,13114.668915452216,19056.379970215567,44664.340908409926,1.6,1.79,1.74,113550,82988
6.0,31300.0,0.0,0.0,0.7903145257301457,15956.0,23185.0,54341.0,15956.0,23185.0,42946.481642701845,12610.258572550205,18323.44227905343,42946.481642701845,1.6,1.79,1.74,113550,82988
7.0,31300.0,0.0,0.0,0.7599178132020633,15956.0,23185.0,54341.0,15956.0,23185.0,41294.693887213325,12125.248627452122,17618.694499089837,41294.693887213325,1.6,1.79,1.74,113550,82988
8.0,31300.0,0.0,0.0,0.7306902050019839,15956.0,23185.0,54341.0,15956.0,23185.0,39706.43643001281,11658.892911011655,16941.052402970996,39706.43643001281,1.6,1.79,1.74,113550,82988
9.0,31300.0,0.0,0.0,0.7025867355788306,15956.0,23185.0,54341.0,15956.0,23185.0,38179.26579808923,11210.47395289582,16289.473464395187,38179.26579808923,1.6,1.79,1.74,113550,82988
10.0,31300.0,0.0,0.0,0.6755641688257986,15956.0,23185.0,54341.0,15956.0,23185.0,36710.83249816272,10779.301877784443,15662.95525422614,36710.83249816272,1.6,1.79,1.74,113550,82988
11.0,31300.0,0.0,0.0,0.6495809315632679,15956.0,23185.0,54341.0,15956.0,23185.0,35298.87740207954,10364.713344023503,15060.533898294367,35298.87740207954,1.6,1.79,1.74,113550,82988
12.0,31300.0,0.0,0.0,0.6245970495800652,15956.0,23185.0,54341.0,15956.0,23185.0,33941.22827123033,9966.07052309952,14481.282594513812,33941.22827123033,1.6,1.79,1.74,113550,82988
13.0,31300.0,0.0,0.0,0.6005740861346781,15956.0,23185.0,54341.0,15956.0,23185.0,32635.796414644545,9582.760118364924,13924.310187032512,32635.796414644545,1.6,1.79,1.74,113550,82988
14.0,31300.0,0.0,0.0,0.5774750828218058,15956.0,23185.0,54341.0,15956.0,23185.0,31380.57347561975,9214.192421504733,13388.759795223568,31380.57347561975,1.6,1.79,1.74,113550,82988
15.0,31300.0,0.0,236000.0,0.5552645027132749,15956.0,23185.0,54341.0,15956.0,259185.0,30173.62834194207,8859.800405293014,143916.23013574016,30173.62834194207,1.6,1.79,1.74,113550,82988
16.0,31300.0,0.0,0.0,0.5339081756858411,15956.0,23185.0,54341.0,15956.0,23185.0,29013.104174944292,8519.038851243282,12378.661053276226,29013.104174944292,1.6,1.79,1.74,113550,82988
17.0,31300.0,0.0,0.0,0.5133732458517704,15956.0,23185.0,54341.0,15956.0,23185.0,27897.215552831054,8191.383510810848,11902.558705073296,27897.215552831054,1.6,1.79,1.74,113550,82988
18.0,31300.0,0.0,0.0,0.4936281210113176,15956.0,23185.0,54341.0,15956.0,23185.0,26824.24572387601,7876.330298856584,11444.767985647399,26824.24572387601,1.6,1.79,1.74,113550,82988
19.0,31300.0,0.0,0.0,0.47464242404934387,15956.0,23185.0,54341.0,15956.0,23185.0,25792.543965265395,7573.394518131331,11004.584601584038,25792.543965265395,1.6,1.79,1.74,113550,82988
20.0,31300.0,236000.0,0.0,0.45638694620129217,15956.0,23185.0,54341.0,251956.0,23185.0,24800.52304352442,114989.42941709278,10581.331347676958,24800.52304352442,1.6,1.79,1.74,113550,82988
21.0,31300.0,0.0,0.0,0.43883360211662703,15956.0,23185.0,54341.0,15956.0,23185.0,23846.65677261963,7002.028955372901,10174.357065073998,23846.65677261963,1.6,1.79,1.74,113550,82988
