År,Produsert energi,Investering grunnvarme,Investering luft-vann,Diskonteringsrente,Energikostnad grunnvarme,Energikostnad luft-vann,Energikostnad direkte elektrisk,Kostnad grunnvarme,Kostnad luft-vann,Kostnad direkte elektrisk,Kostnad grunnvarme (diskontert),Kostnad luft-vann (diskontert),Kostnad direkte elektrisk (diskontert),LCOE grunnvarme,LCOE luft-vann,LCOE_direkte_el,Grunnvarme vs. luft-vann (40 år),Grunnvarme vs. direkte elektrisk (40 år)
10.0,32992.0,0.0,0.0,0.6755641688257986,16799.0,24021.0,57057.0,16799.0,24021.0,38545.664780693594,11348.802472104591,16227.726899364508,38545.664780693594,1.57,1.74,1.73,108621,100999
11.0,32992.0,0.0,0.0,0.6495809315632679,16799.0,24021.0,57057.0,16799.0,24021.0,37063.13921220538,10912.310069331337,15603.583557081258,37063.13921220538,1.57,1.74,1.73,108621,100999
12.0,32992.0,0.0,0.0,0.6245970495800652,16799.0,24021.0,57057.0,16799.0,24021.0,35637.633857889785,10492.605835895516,15003.445727962748,35637.633857889785,1.57,1.74,1.73,108621,100999
13.0,32992.0,0.0,0.0,0.6005740861346781,16799.0,24021.0,57057.0,16799.0,24021.0,34266.95563258633,10089.044072976458,14426.390123041103,34266.95563258633,1.57,1.74,1.73,108621,100999
14.0,32992.0,0.0,0.0,0.5774750828218058,16799.0,24021.0,57057.0,16799.0,24021.0,32948.995800563775,9701.003916323516,13871.528964462597,32948.995800563775,1.57,1.74,1.73,108621,100999
15.0,32992.0,0.0,238200.0,0.5552645027132749,16799.0,24021.0,57057.0,16799.0,262221.0,31681.726731311326,9327.888381080305,145602.01316597764,31681.726731311326,1.57,1.74,1.73,108621,100999
16.0,32992.0,0.0,0.0,0.5339081756858411,16799.0,24021.0,57057.0,16799.0,24021.0,30463.19878010704,8969.123443346445,12825.008288149591,30463.19878010704,1.57,1.74,1.73,108621,100999
17.0,32992.0,0.0,0.0,0.5133732458517704,16799.0,24021.0,57057.0,16799.0,24021.0,29291.53728856446,8624.15715706389,12331.738738605376,29291.53728856446,1.57,1.74,1.73,108621,100999
18.0,32992.0,0.0,0.0,0.4936281210113176,16799.0,24021.0,57057.0,16799.0,24021.0,28164.93970054275,8292.458804869124,11857.44109481286,28164.93970054275,1.57,1.74,1.73,108621,100999
19.0,32992.0,0.0,0.0,0.47464242404934387,16799.0,24021.0,57057.0,16799.0,24021.0,27081.672788983415,7973.518081604928,11401.38566808929,27081.672788983415,1.57,1.74,1.73,108621,100999
20.0,32992.0,238200.0,0.0,0.45638694620129217,16799.0,24021.0,57057.0,254999.0,24021.0,26040.069989407126,116378.2148943833,10962.87083470124,26040.069989407126,1.57,1.74,1.73,108621,100999
21.0,32992.0,0.0,0.0,0.43883360211662703,16799.0,24021.0,57057.0,16799.0,24021.0,25038.528835968387,7371.965681957217,10541.221956443498,25038.528835968387,1.57,1.74,1.73,108621,100999
22.0,32992.0,0.0,0.0,0.42195538665060295,16799.0,24021.0,57057.0,16799.0,24021.0,24075.508496123453,7088.428540343479,10135.790342734133,24075.508496123453,1.57,1.74,1.73,108621,100999
23.0,32992.0,0.0,0.0,0.4057263333178874,16799.0,24021.0,57057.0,16799.0,24021.0,23149.5274001187,6815.79667340719,9745.952252628973,23149.5274001187,1.57,1.74,1.73,108621,100999
24.0,32992.0,0.0,0.0,0.3901214743441225,16799.0,24021.0,57057.0,16799.0,24021.0,22259.160961652597,6553.650647506914,9371.107935220167,22259.160961652597,1.57,1.74,1.73,108621,100999
25.0,32992.0,0.0,0.0,0.37511680225396393,16799.0,24021.0,57057.0,16799.0,24021.0,21403.03938620442,6301.58716106434,9010.680706942467,21403.03938620442,1.57,1.74,1.73,108621,100999
26.0,32992.0,0.0,0.0,0.3606892329365038,16799.0,24021.0,57057.0,16799.0,24021.0,20579.8455636581,6059.218424100327,8664.116064367758,20579.8455636581,1.57,1.74,1.73,108621,100999
27.0,32992.0,0.0,0.0,0.3468165701312536,16799.0,24021.0,57057.0,16799.0,24021.0,19788.313041978938,5826.171561634929,8330.880831122842,19788.313041978938,1.57,1.74,1.73,108621,100999
28.0,32992.0,0.0,0.0,0.3334774712800515,16799.0,24021.0,57057.0,16799.0,24021.0,19027.2240788259,5602.0880400335855,8010.462337618117,19027.2240788259,1.57,1.74,1.73,108621,100999
29.0,32992.0,0.0,0.0,0.32065141469235725,16799.0,24021.0,57057.0,16799.0,24021.0,18295.407768101828,5386.623115416909,7702.367632325114,18295.407768101828,1.57,1.74,1.73,108621,100999
30.0,32992.0,0.0,238200.0,0.3083186679734204,16799.0,24021.0,57057.0,16799.0,262221.0,17591.738238559446,5179.445303285489,80847.62943465827,17591.738238559446,1.57,1.74,1.73,108621,100999
31.0,32992.0,0.0,0.0,0.2964602576667504,16799.0,24021.0,57057.0,16799.0,24021.0,16915.132921691777,4980.235868543739,7121.271849413011,16915.132921691777,1.57,1.74,1.73,108621,100999
32.0,32992.0,0.0,0.0,0.28505794006418306,16799.0,24021.0,57057.0,16799.0,24021.0,16264.550886242092,4788.688335138211,6847.376778281741,16264.550886242092,1.57,1.74,1.73,108621,100999
33.0,32992.0,0.0,0.0,0.27409417313863754,16799.0,24021.0,57057.0,16799.0,24021.0,15638.991236771242,4604.508014555972,6584.016132963213,15638.991236771242,1.57,1.74,1.73,108621,100999
34.0,32992.0,0.0,0.0,0.2635520895563822,16799.0,24021.0,57057.0,16799.0,24021.0,15037.4915738185,4427.411552457665,6330.784743233857,15037.4915738185,1.57,1.74,1.73,108621,100999
35.0,32992.0,0.0,0.0,0.2534154707272906,16799.0,24021.0,57057.0,16799.0,24021.0,14459.12651328702,4257.126492747755,6087.293022340247,14459.12651328702,1.57,1.74,1.73,108621,100999
36.0,32992.0,0.0,0.0,0.24366872185316402,16799.0,24021.0,57057.0,16799.0,24021.0,13903.00626277598,4093.3908584113024,5853.166367634853,13903.00626277598,1.57,1.74,1.73,108621,100999
37.0,32992.0,0.0,0.0,0.23429684793573466,16799.0,24021.0,57057.0,16799.0,24021.0,13368.275252669213,3935.9527484724067,5628.044584264282,13368.275252669213,1.57,1.74,1.73,108621,100999
38.0,32992.0,0.0,0.0,0.22528543070743715,16799.0,24021.0,57057.0,16799.0,24021.0,12854.11081987424,3784.5699504542367,5411.581331023348,12854.11081987424,1.57,1.74,1.73,108621,100999
39.0,32992.0,0.0,0.0,0.21662060644945877,16799.0,24021.0,57057.0,16799.0,24021.0,12359.721942186769,3639.009567744458,5203.443587522449,12359.721942186769,1.57,1.74,1.73,108621,100999
