År,Produsert energi,Investering grunnvarme,Investering luft-vann,Diskonteringsrente,Energikostnad grunnvarme,Energikostnad luft-vann,Energikostnad direkte elektrisk,Kostnad grunnvarme,Kostnad luft-vann,Kostnad direkte elektrisk,Kostnad grunnvarme (diskontert),Kostnad luft-vann (diskontert),Kostnad direkte elektrisk (diskontert),LCOE grunnvarme,LCOE luft-vann,LCOE_direkte_el,Grunnvarme vs. luft-vann (40 år),Grunnvarme vs. direkte elektrisk (40 år)
0.0,0.0,400390.0,331390.0,1.0,0.0,0.0,0.0,400390.0,331390.0,0.0,400390.0,331390.0,0.0,2.27,2.57,1.81,89461,-132088
1.0,14945.0,0.0,0.0,0.9615384615384615,8175.0,11588.0,27118.0,8175.0,11588.0,26074.999999999996,7860.576923076922,11142.307692307691,26074.999999999996,2.27,2.57,1.81,89461,-132088
2.0,14945.0,0.0,0.0,0.9245562130177514,8175.0,11588.0,27118.0,8175.0,11588.0,25072.115384615383,7558.247041420117,10713.757396449702,25072.115384615383,2.27,2.57,1.81,89461,-132088
3.0,14945.0,0.0,0.0,0.8889963586709149,8175.0,11588.0,27118.0,8175.0,11588.0,24107.80325443787,7267.545232134729,10301.689804278561,24107.80325443787,2.27,2.57,1.81,89461,-132088
4.0,14945.0,0.0,0.0,0.8548041910297257,8175.0,11588.0,27118.0,8175.0,11588.0,23180.580052344103,6988.024261668008,9905.470965652461,23180.580052344103,2.27,2.57,1.81,89461,-132088
5.0,14945.0,0.0,0.0,0.8219271067593517,8175.0,11588.0,27118.0,8175.0,11588.0,22289.0192811001,6719.2540977577,9524.491313127366,22289.0192811001,2.27,2.57,1.81,89461,-132088
6.0,14945.0,0.0,0.0,0.7903145257301457,8175.0,11588.0,27118.0,8175.0,11588.0,21431.74930875009,6460.821247843941,9158.164724160928,21431.74930875009,2.27,2.57,1.81,89461,-132088
7.0,14945.0,0.0,0.0,0.7599178132020633,8175.0,11588.0,27118.0,8175.0,11588.0,20607.451258413552,6212.328122926868,8805.92761938551,20607.451258413552,2.27,2.57,1.81,89461,-132088
8.0,14945.0,0.0,0.0,0.7306902050019839,8175.0,11588.0,27118.0,8175.0,11588.0,19814.8569792438,5973.392425891218,8467.238095562989,19814.8569792438,2.27,2.57,1.81,89461,-132088
9.0,14945.0,0.0,0.0,0.7025867355788306,8175.0,11588.0,27118.0,8175.0,11588.0,19052.747095426726,5743.64656335694,8141.575091887488,19052.747095426726,2.27,2.57,1.81,89461,-132088
