År,Produsert energi,Investering grunnvarme,Investering luft-vann,Diskonteringsrente,Energikostnad grunnvarme,Energikostnad luft-vann,Energikostnad direkte elektrisk,Kostnad grunnvarme,Kostnad luft-vann,Kostnad direkte elektrisk,Kostnad grunnvarme (diskontert),Kostnad luft-vann (diskontert),Kostnad direkte elektrisk (diskontert),LCOE grunnvarme,LCOE luft-vann,LCOE_direkte_el,Grunnvarme vs. luft-vann (40 år),Grunnvarme vs. direkte elektrisk (40 år)
0.0,0.0,605157.0,466595.0,1.0,0.0,0.0,0.0,605157.0,466595.0,0.0,605157.0,466595.0,0.0,1.53,1.68,1.72,107778,134467
1.0,35671.0,0.0,0.0,0.9615384615384615,18100.0,25680.0,61468.0,18100.0,25680.0,59103.84615384615,17403.846153846152,24692.30769230769,59103.84615384615,1.53,1.68,1.72,107778,134467
2.0,35671.0,0.0,0.0,0.9245562130177514,18100.0,25680.0,61468.0,18100.0,25680.0,56830.62130177514,16734.4674556213,23742.603550295855,56830.62130177514,1.53,1.68,1.72,107778,134467
3.0,35671.0,0.0,0.0,0.8889963586709149,18100.0,25680.0,61468.0,18100.0,25680.0,54644.8281747838,16090.83409194356,22829.426490669095,54644.8281747838,1.53,1.68,1.72,107778,134467
4.0,35671.0,0.0,0.0,0.8548041910297257,18100.0,25680.0,61468.0,18100.0,25680.0,52543.10401421518,15471.955857638035,21951.371625643354,52543.10401421518,1.53,1.68,1.72,107778,134467
5.0,35671.0,0.0,0.0,0.8219271067593517,18100.0,25680.0,61468.0,18100.0,25680.0,50522.21539828383,14876.880632344264,21107.08810158015,50522.21539828383,1.53,1.68,1.72,107778,134467
6.0,35671.0,0.0,0.0,0.7903145257301457,18100.0,25680.0,61468.0,18100.0,25680.0,48579.053267580595,14304.692915715637,20295.27702075014,48579.053267580595,1.53,1.68,1.72,107778,134467
7.0,35671.0,0.0,0.0,0.7599178132020633,18100.0,25680.0,61468.0,18100.0,25680.0,46710.628141904424,13754.512418957345,19514.689443028987,46710.628141904424,1.53,1.68,1.72,107778,134467
8.0,35671.0,0.0,0.0,0.7306902050019839,18100.0,25680.0,61468.0,18100.0,25680.0,44914.065521061944,13225.49271053591,18764.124464450946,44914.065521061944,1.53,1.68,1.72,107778,134467
9.0,35671.0,0.0,0.0,0.7025867355788306,18100.0,25680.0,61468.0,18100.0,25680.0,43186.601462559556,12716.819913976833,18042.42736966437,43186.601462559556,1.53,1.68,1.72,107778,134467
