År,Produsert energi,Investering grunnvarme,Investering luft-vann,Diskonteringsrente,Energikostnad grunnvarme,Energikostnad luft-vann,Energikostnad direkte elektrisk,Kostnad grunnvarme,Kostnad luft-vann,Kostnad direkte elektrisk,Kostnad grunnvarme (diskontert),Kostnad luft-vann (diskontert),Kostnad direkte elektrisk (diskontert),LCOE grunnvarme,LCOE luft-vann,LCOE_direkte_el,Grunnvarme vs. luft-vann (40 år),Grunnvarme vs. direkte elektrisk (40 år)
0.0,0.0,572023.0,444835.0,1.0,0.0,0.0,0.0,572023.0,444835.0,0.0,572023.0,444835.0,0.0,1.59,1.76,1.73,106487,91854
1.0,32287.0,0.0,0.0,0.9615384615384615,16476.0,23455.0,55925.0,16476.0,23455.0,53774.038461538454,15842.307692307691,22552.884615384613,53774.038461538454,1.59,1.76,1.73,106487,91854
2.0,32287.0,0.0,0.0,0.9245562130177514,16476.0,23455.0,55925.0,16476.0,23455.0,51705.80621301774,15232.988165680472,21685.465976331358,51705.80621301774,1.59,1.76,1.73,106487,91854
3.0,32287.0,0.0,0.0,0.8889963586709149,16476.0,23455.0,55925.0,16476.0,23455.0,49717.12135867091,14647.104005461993,20851.409592626307,49717.12135867091,1.59,1.76,1.73,106487,91854
4.0,32287.0,0.0,0.0,0.8548041910297257,16476.0,23455.0,55925.0,16476.0,23455.0,47804.92438333741,14083.753851405761,20049.432300602217,47804.92438333741,1.59,1.76,1.73,106487,91854
5.0,32287.0,0.0,0.0,0.8219271067593517,16476.0,23455.0,55925.0,16476.0,23455.0,45966.273445516745,13542.071010967078,19278.30028904059,45966.273445516745,1.59,1.76,1.73,106487,91854
6.0,32287.0,0.0,0.0,0.7903145257301457,16476.0,23455.0,55925.0,16476.0,23455.0,44198.3398514584,13021.22212592988,18536.827201000568,44198.3398514584,1.59,1.76,1.73,106487,91854
7.0,32287.0,0.0,0.0,0.7599178132020633,16476.0,23455.0,55925.0,16476.0,23455.0,42498.40370332539,12520.405890317195,17823.872308654394,42498.40370332539,1.59,1.76,1.73,106487,91854
8.0,32287.0,0.0,0.0,0.7306902050019839,16476.0,23455.0,55925.0,16476.0,23455.0,40863.84971473595,12038.851817612687,17138.338758321534,40863.84971473595,1.59,1.76,1.73,106487,91854
9.0,32287.0,0.0,0.0,0.7025867355788306,16476.0,23455.0,55925.0,16476.0,23455.0,39292.1631872461,11575.819055396812,16479.171883001472,39292.1631872461,1.59,1.76,1.73,106487,91854
10.0,32287.0,0.0,0.0,0.6755641688257986,16476.0,23455.0,55925.0,16476.0,23455.0,37780.926141582786,11130.595245573859,15845.357579809106,37780.926141582786,1.59,1.76,1.73,106487,91854
