År,Produsert energi,Investering grunnvarme,Investering luft-vann,Diskonteringsrente,Energikostnad grunnvarme,Energikostnad luft-vann,Energikostnad direkte elektrisk,Kostnad grunnvarme,Kostnad luft-vann,Kostnad direkte elektrisk,Kostnad grunnvarme (diskontert),Kostnad luft-vann (diskontert),Kostnad direkte elektrisk (diskontert),LCOE grunnvarme,LCOE luft-vann,LCOE_direkte_el,Grunnvarme vs. luft-vann (40 år),Grunnvarme vs. direkte elektrisk (40 år)
0.0,0.0,618120.0,474745.0,1.0,0.0,0.0,0.0,618120.0,474745.0,0.0,618120.0,474745.0,0.0,1.51,1.67,1.72,116518,153153
1.0,37081.0,0.0,0.0,0.9615384615384615,18746.0,27018.0,63730.0,18746.0,27018.0,61278.84615384615,18025.0,25978.846153846152,61278.84615384615,1.51,1.67,1.72,116518,153153
2.0,37081.0,0.0,0.0,0.9245562130177514,18746.0,27018.0,63730.0,18746.0,27018.0,58921.96745562129,17331.730769230766,24979.659763313608,58921.96745562129,1.51,1.67,1.72,116518,153153
3.0,37081.0,0.0,0.0,0.8889963586709149,18746.0,27018.0,63730.0,18746.0,27018.0,56655.7379380974,16665.12573964497,24018.903618570777,56655.7379380974,1.51,1.67,1.72,116518,153153
4.0,37081.0,0.0,0.0,0.8548041910297257,18746.0,27018.0,63730.0,18746.0,27018.0,54476.67109432442,16024.159365043239,23095.09963324113,54476.67109432442,1.51,1.67,1.72,116518,153153
5.0,37081.0,0.0,0.0,0.8219271067593517,18746.0,27018.0,63730.0,18746.0,27018.0,52381.41451377348,15407.845543310807,22206.826570424164,52381.41451377348,1.51,1.67,1.72,116518,153153
6.0,37081.0,0.0,0.0,0.7903145257301457,18746.0,27018.0,63730.0,18746.0,27018.0,50366.744724782184,14815.236099337311,21352.717856177078,50366.744724782184,1.51,1.67,1.72,116518,153153
7.0,37081.0,0.0,0.0,0.7599178132020633,18746.0,27018.0,63730.0,18746.0,27018.0,48429.56223536749,14245.419326285879,20531.459477093347,48429.56223536749,1.51,1.67,1.72,116518,153153
8.0,37081.0,0.0,0.0,0.7306902050019839,18746.0,27018.0,63730.0,18746.0,27018.0,46566.886764776435,13697.51858296719,19741.7879587436,46566.886764776435,1.51,1.67,1.72,116518,153153
9.0,37081.0,0.0,0.0,0.7025867355788306,18746.0,27018.0,63730.0,18746.0,27018.0,44775.852658438875,13170.690945160757,18982.488421868846,44775.852658438875,1.51,1.67,1.72,116518,153153
10.0,37081.0,0.0,0.0,0.6755641688257986,18746.0,27018.0,63730.0,18746.0,27018.0,43053.70447926815,12664.12590880842,18252.392713335426,43053.70447926815,1.51,1.67,1.72,116518,153153
11.0,37081.0,0.0,0.0,0.6495809315632679,18746.0,27018.0,63730.0,18746.0,27018.0,41397.79276852706,12177.04414308502,17550.37760897637,41397.79276852706,1.51,1.67,1.72,116518,153153
12.0,37081.0,0.0,0.0,0.6245970495800652,18746.0,27018.0,63730.0,18746.0,27018.0,39805.56996973756,11708.696291427903,16875.363085554203,39805.56996973756,1.51,1.67,1.72,116518,153153
13.0,37081.0,0.0,0.0,0.6005740861346781,18746.0,27018.0,63730.0,18746.0,27018.0,38274.586509363035,11258.361818680676,16226.310659186733,38274.586509363035,1.51,1.67,1.72,116518,153153
14.0,37081.0,0.0,0.0,0.5774750828218058,18746.0,27018.0,63730.0,18746.0,27018.0,36802.487028233685,10825.347902577572,15602.22178767955,36802.487028233685,1.51,1.67,1.72,116518,153153
15.0,37081.0,0.0,240400.0,0.5552645027132749,18746.0,27018.0,63730.0,18746.0,267418.0,35387.006757917006,10408.98836786305,148487.72278657855,35387.006757917006,1.51,1.67,1.72,116518,153153
16.0,37081.0,0.0,0.0,0.5339081756858411,18746.0,27018.0,63730.0,18746.0,27018.0,34025.96803645865,10008.642661406779,14425.131090680055,34025.96803645865,1.51,1.67,1.72,116518,153153
17.0,37081.0,0.0,0.0,0.5133732458517704,18746.0,27018.0,63730.0,18746.0,27018.0,32717.276958133323,9623.694866737287,13870.318356423131,32717.276958133323,1.51,1.67,1.72,116518,153153
18.0,37081.0,0.0,0.0,0.4936281210113176,18746.0,27018.0,63730.0,18746.0,27018.0,31458.92015205127,9253.552756478159,13336.844573483779,31458.92015205127,1.51,1.67,1.72,116518,153153
19.0,37081.0,0.0,0.0,0.47464242404934387,18746.0,27018.0,63730.0,18746.0,27018.0,30248.961684664686,8897.646881229,12823.889012965172,30248.961684664686,1.51,1.67,1.72,116518,153153
20.0,37081.0,240400.0,0.0,0.45638694620129217,18746.0,27018.0,63730.0,259146.0,27018.0,29085.54008140835,118270.85156028006,12330.662512466512,29085.54008140835,1.51,1.67,1.72,116518,153153
21.0,37081.0,0.0,0.0,0.43883360211662703,18746.0,27018.0,63730.0,18746.0,27018.0,27966.86546289264,8226.374705278291,11856.40626198703,27966.86546289264,1.51,1.67,1.72,116518,153153
22.0,37081.0,0.0,0.0,0.42195538665060295,18746.0,27018.0,63730.0,18746.0,27018.0,26891.216791242925,7909.975678152203,11400.39063652599,26891.216791242925,1.51,1.67,1.72,116518,153153
23.0,37081.0,0.0,0.0,0.4057263333178874,18746.0,27018.0,63730.0,18746.0,27018.0,25856.939222348963,7605.745844377117,10961.91407358268,25856.939222348963,1.51,1.67,1.72,116518,153153
24.0,37081.0,0.0,0.0,0.3901214743441225,18746.0,27018.0,63730.0,18746.0,27018.0,24862.441559950927,7313.21715805492,10540.301993829502,24862.441559950927,1.51,1.67,1.72,116518,153153
25.0,37081.0,0.0,0.0,0.37511680225396393,18746.0,27018.0,63730.0,18746.0,27018.0,23906.193807645122,7031.939575052808,10134.905763297598,23906.193807645122,1.51,1.67,1.72,116518,153153
26.0,37081.0,0.0,0.0,0.3606892329365038,18746.0,27018.0,63730.0,18746.0,27018.0,22986.724815043388,6761.4803606277,9745.101695478459,22986.724815043388,1.51,1.67,1.72,116518,153153
27.0,37081.0,0.0,0.0,0.3468165701312536,18746.0,27018.0,63730.0,18746.0,27018.0,22102.620014464792,6501.4234236804805,9370.29009180621,22102.620014464792,1.51,1.67,1.72,116518,153153
28.0,37081.0,0.0,0.0,0.3334774712800515,18746.0,27018.0,63730.0,18746.0,27018.0,21252.519244677682,6251.368676615845,9009.894319044432,21252.519244677682,1.51,1.67,1.72,116518,153153
29.0,37081.0,0.0,0.0,0.32065141469235725,18746.0,27018.0,63730.0,18746.0,27018.0,20435.114658343926,6010.9314198229295,8663.359922158108,20435.114658343926,1.51,1.67,1.72,116518,153153
30.0,37081.0,0.0,240400.0,0.3083186679734204,18746.0,27018.0,63730.0,18746.0,267418.0,19649.148709946083,5779.741749829739,82449.96155211613,19649.148709946083,1.51,1.67,1.72,116518,153153
31.0,37081.0,0.0,0.0,0.2964602576667504,18746.0,27018.0,63730.0,18746.0,27018.0,18893.412221102,5557.443990220902,8009.763241640262,18893.412221102,1.51,1.67,1.72,116518,153153
32.0,37081.0,0.0,0.0,0.28505794006418306,18746.0,27018.0,63730.0,18746.0,27018.0,18166.742520290387,5343.696144443175,7701.695424654098,18166.742520290387,1.51,1.67,1.72,116518,153153
33.0,37081.0,0.0,0.0,0.27409417313863754,18746.0,27018.0,63730.0,18746.0,27018.0,17468.021654125372,5138.169369656899,7405.476369859709,17468.021654125372,1.51,1.67,1.72,116518,153153
34.0,37081.0,0.0,0.0,0.2635520895563822,18746.0,27018.0,63730.0,18746.0,27018.0,16796.174667428237,4940.547470823941,7120.650355634334,16796.174667428237,1.51,1.67,1.72,116518,153153
35.0,37081.0,0.0,0.0,0.2534154707272906,18746.0,27018.0,63730.0,18746.0,27018.0,16150.16794945023,4750.52641425379,6846.779188109937,16150.16794945023,1.51,1.67,1.72,116518,153153
36.0,37081.0,0.0,0.0,0.24366872185316402,18746.0,27018.0,63730.0,18746.0,27018.0,15529.007643702143,4567.813859859412,6583.4415270287855,15529.007643702143,1.51,1.67,1.72,116518,153153
37.0,37081.0,0.0,0.0,0.23429684793573466,18746.0,27018.0,63730.0,18746.0,27018.0,14931.73811894437,4392.128711403282,6330.232237527679,14931.73811894437,1.51,1.67,1.72,116518,153153
38.0,37081.0,0.0,0.0,0.22528543070743715,18746.0,27018.0,63730.0,18746.0,27018.0,14357.44049898497,4223.200684041617,6086.761766853537,14357.44049898497,1.51,1.67,1.72,116518,153153
39.0,37081.0,0.0,0.0,0.21662060644945877,18746.0,27018.0,63730.0,18746.0,27018.0,13805.231249024007,4060.7698885015543,5852.655545051477,13805.231249024007,1.51,1.67,1.72,116518,153153
