År,Produsert energi,Investering grunnvarme,Investering luft-vann,Diskonteringsrente,Energikostnad grunnvarme,Energikostnad luft-vann,Energikostnad direkte elektrisk,Kostnad grunnvarme,Kostnad luft-vann,Kostnad direkte elektrisk,Kostnad grunnvarme (diskontert),Kostnad luft-vann (diskontert),Kostnad direkte elektrisk (diskontert),LCOE grunnvarme,LCOE luft-vann,LCOE_direkte_el,Grunnvarme vs. luft-vann (40 år),Grunnvarme vs. direkte elektrisk (40 år)
0.0,0.0,679740.0,510115.0,1.0,0.0,0.0,0.0,679740.0,510115.0,0.0,679740.0,510115.0,0.0,1.45,1.59,1.71,113035,216354
1.0,42439.0,0.0,0.0,0.9615384615384615,21203.0,30546.0,72663.0,21203.0,30546.0,69868.26923076922,20387.5,29371.153846153844,69868.26923076922,1.45,1.59,1.71,113035,216354
2.0,42439.0,0.0,0.0,0.9245562130177514,21203.0,30546.0,72663.0,21203.0,30546.0,67181.02810650886,19603.365384615383,28241.494082840232,67181.02810650886,1.45,1.59,1.71,113035,216354
3.0,42439.0,0.0,0.0,0.8889963586709149,21203.0,30546.0,72663.0,21203.0,30546.0,64597.14241010469,18849.38979289941,27155.282771961767,64597.14241010469,1.45,1.59,1.71,113035,216354
4.0,42439.0,0.0,0.0,0.8548041910297257,21203.0,30546.0,72663.0,21203.0,30546.0,62112.63693279296,18124.413262403275,26110.848819194,62112.63693279296,1.45,1.59,1.71,113035,216354
5.0,42439.0,0.0,0.0,0.8219271067593517,21203.0,30546.0,72663.0,21203.0,30546.0,59723.68935845477,17427.320444618534,25106.585403071156,59723.68935845477,1.45,1.59,1.71,113035,216354
6.0,42439.0,0.0,0.0,0.7903145257301457,21203.0,30546.0,72663.0,21203.0,30546.0,57426.62438312958,16757.03888905628,24140.94750295303,57426.62438312958,1.45,1.59,1.71,113035,216354
7.0,42439.0,0.0,0.0,0.7599178132020633,21203.0,30546.0,72663.0,21203.0,30546.0,55217.90806070153,16112.537393323348,23212.449522070227,55217.90806070153,1.45,1.59,1.71,113035,216354
8.0,42439.0,0.0,0.0,0.7306902050019839,21203.0,30546.0,72663.0,21203.0,30546.0,53094.14236605915,15492.824416657064,22319.6630019906,53094.14236605915,1.45,1.59,1.71,113035,216354
9.0,42439.0,0.0,0.0,0.7025867355788306,21203.0,30546.0,72663.0,21203.0,30546.0,51052.05996736456,14896.946554477945,21461.214424990958,51052.05996736456,1.45,1.59,1.71,113035,216354
10.0,42439.0,0.0,0.0,0.6755641688257986,21203.0,30546.0,72663.0,21203.0,30546.0,49088.519199389004,14323.987071613408,20635.783100952845,49088.519199389004,1.45,1.59,1.71,113035,216354
11.0,42439.0,0.0,0.0,0.6495809315632679,21203.0,30546.0,72663.0,21203.0,30546.0,47200.49923018173,13773.06449193597,19842.099135531582,47200.49923018173,1.45,1.59,1.71,113035,216354
