År,Produsert energi,Investering grunnvarme,Investering luft-vann,Diskonteringsrente,Energikostnad grunnvarme,Energikostnad luft-vann,Energikostnad direkte elektrisk,Kostnad grunnvarme,Kostnad luft-vann,Kostnad direkte elektrisk,Kostnad grunnvarme (diskontert),Kostnad luft-vann (diskontert),Kostnad direkte elektrisk (diskontert),LCOE grunnvarme,LCOE luft-vann,LCOE_direkte_el,Grunnvarme vs. luft-vann (40 år),Grunnvarme vs. direkte elektrisk (40 år)
0.0,0.0,706235.0,526985.0,1.0,0.0,0.0,0.0,706235.0,526985.0,0.0,706235.0,526985.0,0.0,1.43,1.55,1.71,109692,247002
1.0,44976.0,0.0,0.0,0.9615384615384615,22435.0,32053.0,76864.0,22435.0,32053.0,73907.6923076923,21572.115384615383,30820.192307692305,73907.6923076923,1.43,1.55,1.71,109692,247002
2.0,44976.0,0.0,0.0,0.9245562130177514,22435.0,32053.0,76864.0,22435.0,32053.0,71065.08875739644,20742.418639053252,29634.800295857985,71065.08875739644,1.43,1.55,1.71,109692,247002
3.0,44976.0,0.0,0.0,0.8889963586709149,22435.0,32053.0,76864.0,22435.0,32053.0,68331.8161128812,19944.633306781976,28495.000284478836,68331.8161128812,1.43,1.55,1.71,109692,247002
4.0,44976.0,0.0,0.0,0.8548041910297257,22435.0,32053.0,76864.0,22435.0,32053.0,65703.66933930884,19177.532025751898,27399.0387350758,65703.66933930884,1.43,1.55,1.71,109692,247002
5.0,44976.0,0.0,0.0,0.8219271067593517,22435.0,32053.0,76864.0,22435.0,32053.0,63176.605133950805,18439.934640146053,26345.2295529575,63176.605133950805,1.43,1.55,1.71,109692,247002
6.0,44976.0,0.0,0.0,0.7903145257301457,22435.0,32053.0,76864.0,22435.0,32053.0,60746.73570572192,17730.70638475582,25331.95149322836,60746.73570572192,1.43,1.55,1.71,109692,247002
7.0,44976.0,0.0,0.0,0.7599178132020633,22435.0,32053.0,76864.0,22435.0,32053.0,58410.322793963394,17048.756139188292,24357.645666565735,58410.322793963394,1.43,1.55,1.71,109692,247002
8.0,44976.0,0.0,0.0,0.7306902050019839,22435.0,32053.0,76864.0,22435.0,32053.0,56163.77191727249,16393.034749219507,23420.81314092859,56163.77191727249,1.43,1.55,1.71,109692,247002
9.0,44976.0,0.0,0.0,0.7025867355788306,22435.0,32053.0,76864.0,22435.0,32053.0,54003.62684353123,15762.533412711064,22520.012635508258,54003.62684353123,1.43,1.55,1.71,109692,247002
10.0,44976.0,0.0,0.0,0.6755641688257986,22435.0,32053.0,76864.0,22435.0,32053.0,51926.56427262619,15156.282127606792,21653.858303373323,51926.56427262619,1.43,1.55,1.71,109692,247002
11.0,44976.0,0.0,0.0,0.6495809315632679,22435.0,32053.0,76864.0,22435.0,32053.0,49929.388723679025,14573.348199621916,20821.017599397426,49929.388723679025,1.43,1.55,1.71,109692,247002
12.0,44976.0,0.0,0.0,0.6245970495800652,22435.0,32053.0,76864.0,22435.0,32053.0,48009.02761892213,14012.834807328763,20020.20923018983,48009.02761892213,1.43,1.55,1.71,109692,247002
13.0,44976.0,0.0,0.0,0.6005740861346781,22435.0,32053.0,76864.0,22435.0,32053.0,46162.526556655896,13473.879622431503,19250.201182874836,46162.526556655896,1.43,1.55,1.71,109692,247002
14.0,44976.0,0.0,0.0,0.5774750828218058,22435.0,32053.0,76864.0,22435.0,32053.0,44387.044766015286,12955.653483107213,18509.808829687343,44387.044766015286,1.43,1.55,1.71,109692,247002
15.0,44976.0,0.0,247000.0,0.5552645027132749,22435.0,32053.0,76864.0,22435.0,279053.0,42679.85073655316,12457.359118372322,154948.2252756475,42679.85073655316,1.43,1.55,1.71,109692,247002
16.0,44976.0,0.0,0.0,0.5339081756858411,22435.0,32053.0,76864.0,22435.0,32053.0,41038.31801591649,11978.229921511846,17113.358755258265,41038.31801591649,1.43,1.55,1.71,109692,247002
17.0,44976.0,0.0,0.0,0.5133732458517704,22435.0,32053.0,76864.0,22435.0,32053.0,39459.921169150475,11517.528770684468,16455.152649286796,39459.921169150475,1.43,1.55,1.71,109692,247002
18.0,44976.0,0.0,0.0,0.4936281210113176,22435.0,32053.0,76864.0,22435.0,32053.0,37942.23189341392,11074.54689488891,15822.262162775763,37942.23189341392,1.43,1.55,1.71,109692,247002
19.0,44976.0,0.0,0.0,0.47464242404934387,22435.0,32053.0,76864.0,22435.0,32053.0,36482.915282128764,10648.60278354703,15213.71361805362,36482.915282128764,1.43,1.55,1.71,109692,247002
20.0,44976.0,247000.0,0.0,0.45638694620129217,22435.0,32053.0,76864.0,269435.0,32053.0,35079.72623281612,122966.61684974516,14628.570786590019,35079.72623281612,1.43,1.55,1.71,109692,247002
21.0,44976.0,0.0,0.0,0.43883360211662703,22435.0,32053.0,76864.0,22435.0,32053.0,33730.50599309242,9845.231863486528,14065.933448644246,33730.50599309242,1.43,1.55,1.71,109692,247002
22.0,44976.0,0.0,0.0,0.42195538665060295,22435.0,32053.0,76864.0,22435.0,32053.0,32433.178839511944,9466.569099506278,13524.936008311777,32433.178839511944,1.43,1.55,1.71,109692,247002
23.0,44976.0,0.0,0.0,0.4057263333178874,22435.0,32053.0,76864.0,22435.0,32053.0,31185.748884146094,9102.470287986804,13004.746161838244,31185.748884146094,1.43,1.55,1.71,109692,247002
24.0,44976.0,0.0,0.0,0.3901214743441225,22435.0,32053.0,76864.0,22435.0,32053.0,29986.29700398663,8752.375276910388,12504.563617152158,29986.29700398663,1.43,1.55,1.71,109692,247002
25.0,44976.0,0.0,0.0,0.37511680225396393,22435.0,32053.0,76864.0,22435.0,32053.0,28832.977888448684,8415.74545856768,12023.618862646306,28832.977888448684,1.43,1.55,1.71,109692,247002
26.0,44976.0,0.0,0.0,0.3606892329365038,22435.0,32053.0,76864.0,22435.0,32053.0,27724.017200431426,8092.062940930463,11561.171983313756,27724.017200431426,1.43,1.55,1.71,109692,247002
27.0,44976.0,0.0,0.0,0.3468165701312536,22435.0,32053.0,76864.0,22435.0,32053.0,26657.708846568676,7780.829750894674,11116.511522417071,26657.708846568676,1.43,1.55,1.71,109692,247002
28.0,44976.0,0.0,0.0,0.3334774712800515,22435.0,32053.0,76864.0,22435.0,32053.0,25632.41235246988,7481.567068167956,10688.95338693949,25632.41235246988,1.43,1.55,1.71,109692,247002
