År,Produsert energi,Investering grunnvarme,Investering luft-vann,Diskonteringsrente,Energikostnad grunnvarme,Energikostnad luft-vann,Energikostnad direkte elektrisk,Kostnad grunnvarme,Kostnad luft-vann,Kostnad direkte elektrisk,Kostnad grunnvarme (diskontert),Kostnad luft-vann (diskontert),Kostnad direkte elektrisk (diskontert),LCOE grunnvarme,LCOE luft-vann,LCOE_direkte_el,Grunnvarme vs. luft-vann (40 år),Grunnvarme vs. direkte elektrisk (40 år)
11.0,28480.0,0.0,0.0,0.6495809315632679,14662.0,21349.0,49746.0,14662.0,21349.0,32314.053021546326,9524.155618580635,13867.903307944207,32314.053021546326,1.66,1.86,1.75,111664,47469
12.0,28480.0,0.0,0.0,0.6245970495800652,14662.0,21349.0,49746.0,14662.0,21349.0,31071.204828409926,9157.841940942917,13334.522411484813,31071.204828409926,1.66,1.86,1.75,111664,47469
13.0,28480.0,0.0,0.0,0.6005740861346781,14662.0,21349.0,49746.0,14662.0,21349.0,29876.158488855697,8805.617250906651,12821.656164889242,29876.158488855697,1.66,1.86,1.75,111664,47469
14.0,28480.0,0.0,0.0,0.5774750828218058,14662.0,21349.0,49746.0,14662.0,21349.0,28727.07547005355,8466.939664333317,12328.515543162732,28727.07547005355,1.66,1.86,1.75,111664,47469
15.0,28480.0,0.0,233800.0,0.5552645027132749,14662.0,21349.0,49746.0,14662.0,255149.0,27622.18795197457,8141.288138782036,141675.18260278937,27622.18795197457,1.66,1.86,1.75,111664,47469
16.0,28480.0,0.0,0.0,0.5339081756858411,14662.0,21349.0,49746.0,14662.0,21349.0,26559.796107667855,7828.161671905803,11398.405642717024,26559.796107667855,1.66,1.86,1.75,111664,47469
17.0,28480.0,0.0,0.0,0.5133732458517704,14662.0,21349.0,49746.0,14662.0,21349.0,25538.26548814217,7527.0785306786565,10960.005425689445,25538.26548814217,1.66,1.86,1.75,111664,47469
18.0,28480.0,0.0,0.0,0.4936281210113176,14662.0,21349.0,49746.0,14662.0,21349.0,24556.024507829006,7237.575510267939,10538.46675547062,24556.024507829006,1.66,1.86,1.75,111664,47469
19.0,28480.0,0.0,0.0,0.47464242404934387,14662.0,21349.0,49746.0,14662.0,21349.0,23611.56202675866,6959.20722141148,10133.141111029443,23611.56202675866,1.66,1.86,1.75,111664,47469
20.0,28480.0,233800.0,0.0,0.45638694620129217,14662.0,21349.0,49746.0,248462.0,21349.0,22703.42502572948,113394.81342706546,9743.404914451387,22703.42502572948,1.66,1.86,1.75,111664,47469
21.0,28480.0,0.0,0.0,0.43883360211662703,14662.0,21349.0,49746.0,14662.0,21349.0,21830.21637089373,6434.178274233986,9368.65857158787,21830.21637089373,1.66,1.86,1.75,111664,47469
22.0,28480.0,0.0,0.0,0.42195538665060295,14662.0,21349.0,49746.0,14662.0,21349.0,20990.592664320895,6186.709879071141,9008.325549603722,20990.592664320895,1.66,1.86,1.75,111664,47469
23.0,28480.0,0.0,0.0,0.4057263333178874,14662.0,21349.0,49746.0,14662.0,21349.0,20183.262177231627,5948.7594991068645,8661.851490003577,20183.262177231627,1.66,1.86,1.75,111664,47469
24.0,28480.0,0.0,0.0,0.3901214743441225,14662.0,21349.0,49746.0,14662.0,21349.0,19406.982862722718,5719.961056833524,8328.70335577267,19406.982862722718,1.66,1.86,1.75,111664,47469
25.0,28480.0,0.0,0.0,0.37511680225396393,14662.0,21349.0,49746.0,14662.0,21349.0,18660.56044492569,5499.962554647619,8008.368611319876,18660.56044492569,1.66,1.86,1.75,111664,47469
26.0,28480.0,0.0,0.0,0.3606892329365038,14662.0,21349.0,49746.0,14662.0,21349.0,17942.846581659316,5288.425533315019,7700.354433961419,17942.846581659316,1.66,1.86,1.75,111664,47469
27.0,28480.0,0.0,0.0,0.3468165701312536,14662.0,21349.0,49746.0,14662.0,21349.0,17252.73709774934,5085.024551264441,7404.186955732133,17252.73709774934,1.66,1.86,1.75,111664,47469
28.0,28480.0,0.0,0.0,0.3334774712800515,14662.0,21349.0,49746.0,14662.0,21349.0,16589.17028629744,4889.446683908115,7119.410534357819,16589.17028629744,1.66,1.86,1.75,111664,47469
29.0,28480.0,0.0,0.0,0.32065141469235725,14662.0,21349.0,49746.0,14662.0,21349.0,15951.125275286004,4701.391042219342,6845.587052267135,15951.125275286004,1.66,1.86,1.75,111664,47469
30.0,28480.0,0.0,233800.0,0.3083186679734204,14662.0,21349.0,49746.0,14662.0,255149.0,15337.62045700577,4520.56830982629,78667.19981475025,15337.62045700577,1.66,1.86,1.75,111664,47469
31.0,28480.0,0.0,0.0,0.2964602576667504,14662.0,21349.0,49746.0,14662.0,21349.0,14747.711977890165,4346.700297909894,6329.130040927454,14747.711977890165,1.66,1.86,1.75,111664,47469
32.0,28480.0,0.0,0.0,0.28505794006418306,14662.0,21349.0,49746.0,14662.0,21349.0,14180.492286432851,4179.519517221052,6085.701962430244,14180.492286432851,1.66,1.86,1.75,111664,47469
33.0,28480.0,0.0,0.0,0.27409417313863754,14662.0,21349.0,49746.0,14662.0,21349.0,13635.088736954664,4018.7687665587036,5851.6365023367725,13635.088736954664,1.66,1.86,1.75,111664,47469
34.0,28480.0,0.0,0.0,0.2635520895563822,14662.0,21349.0,49746.0,14662.0,21349.0,13110.662247071788,3864.200737075676,5626.573559939204,13110.662247071788,1.66,1.86,1.75,111664,47469
35.0,28480.0,0.0,0.0,0.2534154707272906,14662.0,21349.0,49746.0,14662.0,21349.0,12606.406006799798,3715.5776318035346,5410.166884556927,12606.406006799798,1.66,1.86,1.75,111664,47469
36.0,28480.0,0.0,0.0,0.24366872185316402,14662.0,21349.0,49746.0,14662.0,21349.0,12121.544237307497,3572.670799811091,5202.083542843198,12121.544237307497,1.66,1.86,1.75,111664,47469
37.0,28480.0,0.0,0.0,0.23429684793573466,14662.0,21349.0,49746.0,14662.0,21349.0,11655.330997411056,3435.2603844337414,5002.003406579999,11655.330997411056,1.66,1.86,1.75,111664,47469
38.0,28480.0,0.0,0.0,0.22528543070743715,14662.0,21349.0,49746.0,14662.0,21349.0,11207.049035972168,3303.1349850324436,4809.618660173076,11207.049035972168,1.66,1.86,1.75,111664,47469
39.0,28480.0,0.0,0.0,0.21662060644945877,14662.0,21349.0,49746.0,14662.0,21349.0,10776.008688434777,3176.0913317619643,4624.633327089496,10776.008688434777,1.66,1.86,1.75,111664,47469
