,Utetemperatur (grader),"Turtemperatur, varmesystem (grader)",Tappevannsbehov (kWh),Romoppvarmingsbehov (kWh),Kjølebehov (kWh),"Grunnvarme, kompressor (kWh)","Grunnvarme, fra brønner (kWh)","Grunnvarme, spisslast (kWh)","Grunnvarme, COP","Luft-vann, kompressor (kWh)","Luft-vann, fra luft (kWh)","Luft-vann, spisslast (kWh)","Luft-vann, COP","Direkte elektrisk, strømkostnad (kr)","Grunnvarme, strømkostnad (kr)","Luft-vann, strømkostnad (kr)",Brønntemperatur år 12 - 13 (grader),Spotpris (kr)
0,-2,40.666666666666664,0.214,4.28,0.0,1.1329529890826802,3.3610470109173205,0.0,3.9668455436796433,1.727095045678145,2.7669049543218556,0.0,2.752,8.494828440000001,2.427093840000001,3.2646586810435707,2.6752057113183083,1.56936
1,-2,40.666666666666664,0.0,3.638,0.0,0.9104268230057748,2.727573176994225,0.0,3.996128055557893,1.3981245607870694,2.2398754392129305,0.0,2.752,6.374867399999999,1.8213906857142852,2.4499336678671817,3.077567361592765,1.4314
2,-2,40.666666666666664,0.0,4.28,0.0,1.0751294455818199,3.2048705544181804,0.0,3.981126642895309,1.644852424455376,2.6351475755446243,0.0,2.752,7.1372852,2.0392243428571426,2.7429394544975403,2.8714409375411654,1.34669
3,-3,41.0,0.0,4.066,0.0,1.0259163637093547,3.040083636290645,0.0,3.963486944023326,1.5626098032326068,2.503390196767393,0.0,2.677028571428571,6.244074879999999,1.7840213942857146,2.3996686226282495,2.988280544969391,1.21478
4,-3,41.0,0.0,4.066,0.0,1.0253719135005284,3.0406280864994715,0.0,3.965589660558753,1.5626098032326068,2.503390196767393,0.0,2.677028571428571,5.72529394,1.635798268571429,2.200295237833801,3.0174485242731097,1.08719
5,-2,40.666666666666664,0.0,4.066,0.0,1.0182891191691121,3.0477108808308877,0.0,3.9931740436966514,1.5626098032326068,2.503390196767393,0.0,2.752,5.56062094,1.58874884,2.1370095408028806,3.036978903333349,1.04669
6,-2,40.666666666666664,0.0,4.494,0.0,1.1287349843578953,3.3652650156421045,0.0,3.981659211182943,1.7270950456781446,2.766904954321855,0.0,2.752,6.0318468,1.7233847999999998,2.318106970309206,2.8787600980137835,1.0213
7,-1,40.333333333333336,0.214,4.28,0.0,1.1214216902105658,3.372578309789435,0.0,4.0076291717205095,1.727095045678145,2.7669049543218556,0.0,2.8269714285714285,5.35922982,1.5312085200000003,2.0596126548225584,2.8774339227784784,0.87163
8,-1,40.333333333333336,0.428,4.28,0.0,1.1766881027923803,3.53131189720762,0.0,4.00128252974519,1.8093376669009134,2.898662333099087,0.0,2.8269714285714285,6.51968548,1.86276728,2.5055888945010536,2.791045679615187,1.06391
9,-1,40.333333333333336,0.642,5.136,0.0,1.456138444508599,4.3218615554914015,0.0,3.968281441398318,2.220550773014758,3.5574492269852427,0.0,2.8269714285714285,8.977220820000001,2.564920234285715,3.4500475305252993,2.341854927223752,1.23279
10,-2,40.666666666666664,0.856,4.922,0.0,1.466500743796903,4.3114992562030965,0.0,3.940239758860627,2.2205507730147573,3.5574492269852422,0.0,2.752,9.91354572,2.8324416342857135,3.80988778329234,2.3096328811381697,1.39484
11,-1,40.333333333333336,0.856,4.922,0.0,1.4578276942244432,4.320172305775556,0.0,3.963689136389889,2.2205507730147573,3.5574492269852422,0.0,2.8269714285714285,10.69097562,3.054564462857142,4.108662889801476,2.2793484937894446,1.52939
12,-1,40.333333333333336,0.642,4.922,0.0,1.402019272919956,4.161980727080044,0.0,3.968815928048119,2.1383081517919886,3.4256918482080114,0.0,2.8269714285714285,10.56870672,3.019630491428572,4.061673568165847,2.349130382946175,1.57858
13,-1,40.333333333333336,0.642,4.494,0.0,1.290044801564867,3.8459551984351332,0.0,3.9815007991831264,1.9738229093464512,3.162177090653549,0.0,2.8269714285714285,9.900924,2.828835428571429,3.805037113492621,2.5217915876331434,1.60685
14,-2,40.666666666666664,0.428,4.708,0.0,1.2981214616443708,3.8378785383556293,0.0,3.956724024344946,1.9738229093464512,3.162177090653549,0.0,2.752,9.761789760000001,2.789082788571429,3.751566250878426,2.536139164307753,1.57976
15,-2,40.666666666666664,0.428,4.494,0.0,1.241876895023677,3.680123104976323,0.0,3.9635875605135147,1.8915802881236825,3.030419711876317,0.0,2.752,9.3938831,2.6839665999999998,3.6101755588984545,2.6304477657164194,1.58765
16,-2,40.666666666666664,0.428,4.708,0.0,1.2977310644450664,3.8382689355549338,0.0,3.957912933616344,1.9738229093464512,3.162177090653549,0.0,2.752,9.888084000000001,2.8251668571428574,3.8001025562192554,2.5524737013523633,1.60435
17,-4,41.333333333333336,0.642,4.708,0.0,1.3716547962925407,3.97834520370746,0.0,3.900626930774797,2.0560655305692204,3.29393446943078,0.0,2.602057142857143,10.3128205,2.9465201428571426,3.963333598691146,2.4740103425586644,1.60673
18,-3,41.0,0.642,4.708,0.0,1.3628806102553002,3.9871193897447004,0.0,3.925742995309321,2.0560655305692204,3.29393446943078,0.0,2.677028571428571,10.2853215,2.9386632857142856,3.9527654218640205,2.464694337036519,1.60159
19,-3,41.0,0.642,4.494,0.0,1.3063285430853706,3.8296714569146295,0.0,3.931858797254847,1.9738229093464512,3.162177090653549,0.0,2.677028571428571,9.822599999999998,2.806457142857143,3.774936314125088,2.549533645515765,1.5916
20,-2,40.666666666666664,0.642,4.494,0.0,1.2978156229247477,3.8381843770752524,0.0,3.9576535911492168,1.9738229093464512,3.162177090653549,0.0,2.752,9.78140928,2.794688365714286,3.7591062543921296,2.5489120188616594,1.58358
21,-2,40.666666666666664,0.428,4.708,0.0,1.2977276158152038,3.8382723841847963,0.0,3.9579223066804405,1.9738229093464512,3.162177090653549,0.0,2.752,9.727327200000001,2.779236342857143,3.7383218991567113,2.5526059622348205,1.57305
22,-2,40.666666666666664,0.428,4.28,0.0,1.185630179955826,3.522369820044174,0.0,3.971108910891493,1.8093376669009134,2.898662333099087,0.0,2.752,8.708670080000001,2.488191451428572,3.346840442726634,2.73380017606281,1.52886
23,-2,40.666666666666664,0.214,4.494,0.0,1.1852719916335022,3.522728008366498,0.0,3.9723080580684407,1.8093376669009134,2.898662333099087,0.0,2.752,8.659706879999998,2.4742019657142857,3.328023330990864,2.7502763744314525,1.51846
24,-3,41.0,0.214,4.708,0.0,1.2489721805194165,3.673027819480584,0.0,3.941063445664864,1.8915802881236825,3.030419711876318,0.0,2.677028571428571,9.34535218,2.6701006228571433,3.591524577257555,2.677223342111821,1.57779
25,-3,41.0,0.0,4.494,0.0,1.1365747851384098,3.35742521486159,0.0,3.954198139546931,1.7270950456781446,2.766904954321855,0.0,2.677028571428571,8.48718864,2.4249110399999996,3.261722619465917,2.8594330609838066,1.56766
26,-3,41.0,0.0,4.494,0.0,1.136195778647752,3.357804221352248,0.0,3.955515737627997,1.7270950456781446,2.766904954321855,0.0,2.677028571428571,8.42750832,2.4078595199999997,3.238786797259311,2.877713300166357,1.55438
27,-3,41.0,0.0,4.494,0.0,1.1359205871756415,3.3580794128243583,0.0,3.9564729287616056,1.7270950456781446,2.766904954321855,0.0,2.677028571428571,8.4233289,2.4066653999999996,3.2371805988668303,2.8909910154514815,1.55345
28,-3,41.0,0.0,4.494,0.0,1.1356772562675652,3.3583227437324346,0.0,3.9573197465172325,1.7270950456781446,2.766904954321855,0.0,2.677028571428571,8.53446552,2.4384187199999996,3.279891659346451,2.9027372237163496,1.57818
29,-3,41.0,0.214,4.708,0.0,1.247668385638955,3.6743316143610456,0.0,3.945176954992187,1.8915802881236825,3.030419711876318,0.0,2.677028571428571,9.20162978,2.6290370800000007,3.536290432844343,2.734290977999135,1.54859
30,-3,41.0,0.428,5.778,0.0,1.5888419006034873,4.617158099396512,0.0,3.9062385200639578,2.3850360154602948,3.8209639845397048,0.0,2.677028571428571,12.393133759999998,3.54089536,4.76282152143359,2.1941287175447766,1.60106
31,-3,41.0,0.642,6.634,0.0,1.879767892000089,5.396232107999912,0.0,3.8709670956825963,2.228581819975095,3.570315423132672,1.4771027568922337,2.715765413533835,16.1050622,4.601446342857144,8.20234752666699,1.7048332456420483,1.81755
32,-3,41.0,0.428,5.35,0.0,1.477679967309629,4.3003200326903706,0.0,3.91042916212338,2.2205507730147573,3.5574492269852422,0.0,2.677028571428571,13.38132798,3.8232365657142844,5.142595740732607,2.2522606712566904,1.92001
33,-3,41.0,0.428,5.564,0.0,1.5349287594989507,4.457071240501049,0.0,3.904014742508044,2.3027933942375265,3.6892066057624735,0.0,2.677028571428571,14.11104016,4.03172576,5.42303238756149,2.163279841791639,1.95908
34,-3,41.0,0.428,5.564,0.0,1.5352219575689086,4.456778042431091,0.0,3.9032697466146358,2.3027933942375265,3.6892066057624735,0.0,2.677028571428571,14.19061392,4.054461119999999,5.453613483836964,2.152947307145422,1.97236
35,-3,41.0,0.428,5.35,0.0,1.4782253120228397,4.29977468797716,0.0,3.908987619839276,2.2205507730147573,3.5574492269852422,0.0,2.677028571428571,13.50671058,3.8590601657142845,5.190781692507027,2.2322665361205223,1.94171
36,-3,41.0,0.428,5.35,0.0,1.4782637737621984,4.299736226237801,0.0,3.90888596455449,2.2205507730147573,3.5574492269852422,0.0,2.677028571428571,13.58731368,3.8820896228571415,5.221758375790583,2.230855236596554,1.95566
37,-3,41.0,0.428,5.136,0.0,1.421288552951264,4.142711447048736,0.0,3.9149993143455295,2.1383081517919886,3.4256918482080114,0.0,2.677028571428571,13.03800992,3.7251456914285717,5.010654725931131,2.3156631073371035,1.94738
38,-3,41.0,0.428,5.35,0.0,1.4782126714618569,4.299787328538143,0.0,3.909020921407443,2.2205507730147573,3.5574492269852422,0.0,2.677028571428571,13.87228464,3.963509897142856,5.331275939915671,2.2327314898547583,2.00498
39,-4,41.333333333333336,0.428,5.136,0.0,1.4305433929414892,4.133456607058511,0.0,3.8896659068285424,2.1383081517919886,3.4256918482080114,0.0,2.602057142857143,13.570762920000002,3.8773608342857147,5.215397731465214,2.3204968995694872,2.04313
40,-4,41.333333333333336,0.428,5.564,0.0,1.545484434535485,4.446515565464515,0.0,3.8773440577083593,2.3027933942375265,3.6892066057624735,0.0,2.602057142857143,15.20967336,4.34562096,5.845249556394941,2.147910076388173,2.14243
41,-4,41.333333333333336,0.642,5.778,0.0,1.6616903860076393,4.758309613992361,0.0,3.863786896041735,2.467278636683064,3.952721363316936,0.0,2.602057142857143,16.8964128,4.827546514285714,6.493482607167955,1.958023771422321,2.23594
42,-4,41.333333333333336,0.642,5.778,0.0,1.6624216035171235,4.757578396482876,0.0,3.862087941048376,2.467278636683064,3.952721363316936,0.0,2.602057142857143,17.2966998,4.94191422857143,6.6473174301651445,1.9342295617327645,2.29829
43,-5,41.666666666666664,0.642,5.992,0.0,1.7324119484975888,4.9015880515024115,0.0,3.8295897548223694,2.549521257905833,4.084478742094167,0.0,3.158857142857142,16.97627332,4.850363805714284,6.524173908555868,1.8340485242864828,2.16308
44,-5,41.666666666666664,0.642,5.778,0.0,1.6744758112393185,4.745524188760681,0.0,3.8342776244709365,2.467278636683064,3.952721363316936,0.0,3.158857142857142,15.460965,4.417418571428572,5.941823776791989,1.9003491555641596,2.01235
45,-6,42.0,0.428,5.778,0.0,1.6269002268200294,4.57909977317997,0.0,3.814844874452474,2.3850360154602948,3.8209639845397048,0.0,3.0651428571428565,14.04281268,4.012232194285715,5.396811795063246,1.9854592766814183,1.86688
46,-6,42.0,0.428,5.564,0.0,1.5682940678093358,4.423705932190664,0.0,3.8209353471602534,2.3027933942375265,3.6892066057624735,0.0,3.0651428571428565,12.776621760000001,3.65046336,4.910200298664793,2.0724504810980386,1.81138
47,-7,42.333333333333336,0.428,5.564,0.0,1.578550169310156,4.413449830689844,0.0,3.796101695375098,2.3027933942375265,3.6892066057624735,0.0,2.9714285714285706,12.14452568,3.469864479999999,4.667278623506676,2.0822120499599475,1.70589
48,-7,42.333333333333336,0.214,5.35,0.0,1.461064703550357,4.102935296449643,0.0,3.8083874153037685,2.1383081517919886,3.4256918482080114,0.0,2.9714285714285706,11.581243439999998,3.3089266971428573,4.450802885628953,2.259433726192515,1.76056
49,-8,42.666666666666664,0.0,5.136,0.0,1.352980504695072,3.783019495304928,0.0,3.7962551043050303,1.9738229093464512,3.162177090653549,0.0,2.8777142857142852,10.0110912,2.860311771428572,3.847375614898103,2.456239914701725,1.6283
50,-8,42.666666666666664,0.0,5.136,0.0,1.352322372267674,3.783677627732326,0.0,3.7980995779355604,1.9738229093464512,3.162177090653549,0.0,2.8777142857142852,9.91597248,2.8331349942857145,3.8108204146170066,2.483116579248757,1.60978
51,-9,43.0,0.0,5.35,0.0,1.4199500226628832,3.9300499773371165,0.0,3.767920273584534,2.05606553056922,3.2939344694307797,0.0,2.7839999999999994,10.0649015,2.8756861428571425,3.8680555220045676,2.4185720474118715,1.56039
52,-9,43.0,0.0,5.35,0.0,1.4197535730553668,3.930246426944633,0.0,3.768438977095217,2.05606553056922,3.2939344694307797,0.0,2.7839999999999994,9.965873,2.8473922857142853,3.829997749033731,2.426205455214825,1.54188
53,-10,43.333333333333336,0.214,5.778,0.0,1.608275492957894,4.383724507042106,0.0,3.725903902770858,1.7593174785170924,2.818527133011726,1.4141553884711815,2.741654135338345,11.866856400000001,3.3905303999999994,6.2849043394269275,2.1766912186886516,1.65955
54,-10,43.333333333333336,0.428,6.634,0.0,1.9109558404923774,5.151044159507623,0.0,3.6957059276126376,1.7593174785170924,2.818527133011726,2.484155388471182,2.741654135338345,15.41726406,4.4049325885714286,9.26405292010811,1.7276628492864452,1.78723
55,-10,43.333333333333336,0.642,7.918,0.0,2.344032375164268,6.2159676248357325,0.0,3.651987201095498,1.7593174785170924,2.818527133011726,3.982155388471182,2.741654135338345,20.8114144,5.9461184000000005,13.958898493136573,1.0775838496330965,2.03534
56,-9,43.0,0.428,6.42,0.0,1.8421866989310116,5.005813301068988,0.0,3.7174936715266464,1.8263552415825215,2.925925460171861,2.0957192982456174,2.834947368421052,17.455072640000004,4.987163611428571,9.997093456804139,1.6763742281563587,2.15303
57,-9,43.0,0.428,6.634,0.0,1.9029735814456092,5.159026418554391,0.0,3.7112054999446795,1.8263552415825215,2.925925460171861,2.309719298245618,2.834947368421052,18.2926986,5.226485314285714,10.71367388051683,1.5838241128373212,2.1944
58,-7,42.333333333333336,0.428,6.42,0.0,1.818648032693667,5.029351967306333,0.0,3.7656240621998798,1.9604307677133797,3.1407221144921316,1.7468471177944886,3.021533834586466,17.87328,5.106651428571428,9.675995281175538,1.64257551327171,2.2141
59,-7,42.333333333333336,0.428,6.206,0.0,1.7592516696440725,4.874748330355928,0.0,3.7711110267451717,1.9604307677133797,3.1407221144921316,1.5328471177944891,3.021533834586466,17.39487872,4.969965348571428,9.159654078032473,1.7217249289853411,2.22618
60,-5,41.666666666666664,0.428,5.992,0.0,1.6776786315939782,4.742321368406022,0.0,3.8269226355265413,2.467278636683064,3.952721363316936,0.0,3.158857142857142,16.4129868,4.6894248,6.307696525825721,1.7963333751421402,2.16064
61,-6,42.0,0.428,5.992,0.0,1.688622670366958,4.731377329633042,0.0,3.8021153258547327,2.467278636683064,3.952721363316936,0.0,3.0651428571428565,16.1102838,4.602938228571429,6.191364338106115,1.8036536766570457,2.11349
62,-6,42.0,0.428,6.206,0.0,1.74760183300444,4.88639816699556,0.0,3.796262846213799,2.0274685307788083,3.248120441652267,1.3584110275689252,3.114827067669173,16.83463742,4.809896405714284,8.592109543649958,1.7200660322932082,2.14173
63,-7,42.333333333333336,0.428,5.992,0.0,1.6999225453746014,4.7200774546253985,0.0,3.7768355498927075,1.9604307677133797,3.1407221144921316,1.3188471177944887,3.021533834586466,16.6853232,4.7672352,8.522712053319529,1.8043041679001552,2.20306
64,-9,43.0,0.428,6.634,0.0,1.9038447933577807,5.15815520664222,0.0,3.709511833681607,1.8263552415825215,2.925925460171861,2.309719298245618,2.834947368421052,18.2499735,5.214278142857142,10.688650629550867,1.558898653298455,2.18835
65,-9,43.0,0.642,6.848,0.0,2.026460739218452,5.463539260781548,0.0,3.6962704626893257,1.8263552415825215,2.925925460171861,2.7377192982456178,2.834947368421052,19.7604176,5.645833600000001,12.04112401395619,1.3640085213914848,2.24234
66,-9,43.0,0.642,6.848,0.0,2.0275143664430875,5.462485633556913,0.0,3.694345808393496,1.8263552415825215,2.925925460171861,2.7377192982456178,2.834947368421052,19.584327700000003,5.595522200000001,11.93382262152483,1.3356828161983985,2.21883
67,-10,43.333333333333336,0.642,7.062,0.0,2.1035952571147405,5.60040474288526,0.0,3.6624516810477257,1.7593174785170924,2.818527133011726,3.126155388471182,2.741654135338345,19.34042976,5.525837074285714,12.264686504202043,1.2331922323942752,2.11454
68,-9,43.0,0.642,6.848,0.0,2.0293449925559397,5.4606550074440605,0.0,3.691004337840091,1.8263552415825215,2.925925460171861,2.7377192982456178,2.834947368421052,17.684639,5.052754000000001,10.77623639598822,1.2864995302157651,1.9652
69,-9,43.0,0.428,6.634,0.0,1.9077852060205407,5.15421479397946,0.0,3.7018315902583074,1.8263552415825215,2.925925460171861,2.309719298245618,2.834947368421052,15.08612688,4.3103219657142855,8.835647874962465,1.445860951554034,1.74034
70,-8,42.666666666666664,0.428,6.206,0.0,1.7745922746291392,4.859407725370861,0.0,3.7384887963637055,1.8933930046479506,3.0333237873319967,1.707283208020053,2.928240601503759,12.640821640000002,3.611663325714285,6.860944496190374,1.6145805976381014,1.58456
71,-8,42.666666666666664,0.428,6.206,0.0,1.7742258404550881,4.859774159544912,0.0,3.7392612576978856,1.8933930046479506,3.0333237873319967,1.707283208020053,2.928240601503759,10.87451914,3.107005468571428,5.9022644545675185,1.6258347239316948,1.31831
72,-7,42.333333333333336,0.214,5.778,0.0,1.5841595305201635,4.4078404694798365,0.0,3.7826180966014182,2.3027933942375265,3.6892066057624735,0.0,2.9714285714285706,9.20916472,2.6311899199999997,3.5391861955375967,1.887719987271912,1.21601
73,-7,42.333333333333336,0.0,5.778,0.0,1.5244189479693686,4.253581052030631,0.0,3.7904666132447598,2.2205507730147573,3.5574492269852422,0.0,2.9714285714285706,8.30113704,2.371753439999999,3.190220884574842,2.0009375543061534,1.11578
74,-7,42.333333333333336,0.0,5.778,0.0,1.5236695181361455,4.254330481863854,0.0,3.792331741385179,2.2205507730147573,3.5574492269852422,0.0,2.9714285714285706,7.162466579999999,2.046419022857142,2.7526169437368235,2.027844592267233,0.91871
75,-5,41.666666666666664,0.0,5.564,0.0,1.4452675028675888,4.118732497132411,0.0,3.8499891181965564,2.1383081517919886,3.4256918482080114,0.0,3.158857142857142,6.848226840000001,1.9566362400000004,2.6318510563070974,2.122578169596157,0.90991
76,-6,42.0,0.0,5.564,0.0,1.4542247761579183,4.109775223842082,0.0,3.8262717648301536,2.1383081517919886,3.4256918482080114,0.0,3.0651428571428565,7.030280920000001,2.0086516914285717,2.7018164990337312,2.1486813520098096,0.94263
77,-5,41.666666666666664,0.214,5.778,0.0,1.5604402858822457,4.431559714117754,0.0,3.840133512640714,2.3027933942375265,3.6892066057624735,0.0,3.158857142857142,8.35668288,2.38762368,3.2115677793394237,1.9831879190511863,1.07374
78,-4,41.333333333333336,0.428,6.848,0.0,1.9011170242319633,5.3748829757680365,0.0,3.827444950374525,2.161544056909666,3.462917095972537,1.6515388471177967,2.641130827067669,11.2388734,3.211106685714285,5.889878507706021,1.4490207102882464,1.14875
79,-5,41.666666666666664,0.642,7.49,0.0,2.1542997003000766,5.977700299699923,0.0,3.7749983900551856,2.0945062938442374,3.3555187688124017,2.6819749373433606,3.2081203007518795,14.44348916,4.12671118857143,8.483651609149229,1.0619639671820171,1.38023
80,-5,41.666666666666664,0.428,6.206,0.0,1.7394825537093048,4.8945174462906955,0.0,3.813985272604377,2.549521257905833,4.084478742094167,0.0,3.158857142857142,12.64566446,3.6130469885714276,4.85987192660752,1.6133657108282908,1.51029
81,-4,41.333333333333336,0.428,6.42,0.0,1.7867341453674221,5.061265854632578,0.0,3.832911882184305,2.6317638791286013,4.2162361208713985,0.0,2.602057142857143,13.997311999999999,3.9992319999999997,5.3793253689388605,1.5255927543319476,1.6481
82,-4,41.333333333333336,0.428,6.206,0.0,1.7282283497365611,4.905771650263439,0.0,3.838832964591346,2.549521257905833,4.084478742094167,0.0,2.602057142857143,13.69416816,3.912619474285713,5.262823761419536,1.6085283971303337,1.66834
83,-4,41.333333333333336,0.428,5.992,0.0,1.6696950493460045,4.750304950653995,0.0,3.845231649913934,2.467278636683064,3.952721363316936,0.0,2.602057142857143,13.1984286,3.7709796000000004,5.072305439652143,1.6981507126532742,1.65993
84,-4,41.333333333333336,0.428,5.992,0.0,1.6694789026410977,4.750521097358902,0.0,3.8457307616458,2.467278636683064,3.952721363316936,0.0,2.602057142857143,12.981625200000002,3.709035771428572,4.988985440091357,1.705140424845546,1.62616
85,-4,41.333333333333336,0.428,5.778,0.0,1.611112134708355,4.5948878652916445,0.0,3.8522145567024144,2.3850360154602948,3.8209639845397048,0.0,2.602057142857143,12.38835514,3.53953004,4.760985043701686,1.7959573942952485,1.60029
86,-4,41.333333333333336,0.428,5.778,0.0,1.6107542190082285,4.595245780991771,0.0,3.853071296893769,2.3850360154602948,3.8209639845397048,0.0,2.602057142857143,12.273357959999998,3.506673702857143,4.7167903263352065,1.8079596398799014,1.58176
87,-4,41.333333333333336,0.428,5.564,0.0,1.5525200324853783,4.439479967514622,0.0,3.859746529035942,2.3027933942375265,3.6892066057624735,0.0,2.602057142857143,12.12487192,3.4642491199999994,4.659725461173577,1.9014555165748384,1.62761
88,-4,41.333333333333336,0.428,5.992,0.0,1.6684595856952669,4.751540414304733,0.0,3.848083361955191,2.467278636683064,3.952721363316936,0.0,2.602057142857143,13.2574926,3.787855028571429,5.095004403109628,1.7380945896544562,1.66913
89,-4,41.333333333333336,0.642,6.206,0.0,1.7857162744461927,5.062283725553808,0.0,3.835106362515574,2.631763879128602,4.2162361208713985,0.0,2.602057142857143,14.14940608,4.042687451428573,5.437776844694309,1.5563343938377234,1.67031
90,-3,41.0,0.642,5.992,0.0,1.7165634761067574,4.917436523893243,0.0,3.864936301055792,2.549521257905833,4.084478742094167,0.0,2.677028571428571,13.62444482,3.892698519999999,5.236028292998946,1.6212034689401231,1.65783
91,-3,41.0,0.642,5.992,0.0,1.7167907012673034,4.917209298732697,0.0,3.8644269194583742,2.549521257905833,4.084478742094167,0.0,2.677028571428571,13.409171520000001,3.831191862857142,5.153296328179902,1.6141364502737567,1.62538
92,-3,41.0,0.642,5.992,0.0,1.716967737025879,4.917032262974121,0.0,3.864030263372201,2.549521257905833,4.084478742094167,0.0,2.677028571428571,13.094520900000001,3.741291685714285,5.032372534917428,1.6086326900788053,1.57795
93,-3,41.0,0.428,5.778,0.0,1.6010453717122273,4.604954628287772,0.0,3.876452422326987,2.3850360154602948,3.8209639845397048,0.0,2.677028571428571,12.389968699999999,3.539991057142857,4.761605153065705,1.7809579537383065,1.60055
94,-2,40.666666666666664,0.428,5.35,0.0,1.4759392738002894,4.30206072619971,0.0,3.9150297870757673,2.2205507730147573,3.5574492269852422,0.0,2.752,10.63227114,3.037791754285714,4.086102093947646,1.9632746451948817,1.51923
95,-2,40.666666666666664,0.428,5.35,0.0,1.4754025899635508,4.302597410036449,0.0,3.9164547864795733,2.2205507730147573,3.5574492269852422,0.0,2.752,10.20036564,2.914390182857142,3.9201159236647927,1.982854282925353,1.44448
