,Utetemperatur (grader),"Turtemperatur, varmesystem (grader)",Tappevannsbehov (kWh),Romoppvarmingsbehov (kWh),Kjølebehov (kWh),"Grunnvarme, kompressor (kWh)","Grunnvarme, fra brønner (kWh)","Grunnvarme, spisslast (kWh)","Grunnvarme, COP","Luft-vann, kompressor (kWh)","Luft-vann, fra luft (kWh)","Luft-vann, spisslast (kWh)","Luft-vann, COP","Direkte elektrisk, strømkostnad (kr)","Grunnvarme, strømkostnad (kr)","Luft-vann, strømkostnad (kr)",Brønntemperatur år 12 - 13 (grader),Spotpris (kr)
0,-2,40.666666666666664,0.106,2.12,0.0,0.5612282183256654,1.6647717816743346,0.0,3.9666287881205085,0.8554769852424455,1.3705230147575544,0.0,2.752,4.207718760000001,1.2022053600000002,1.6170739261243852,2.675614011742966,1.56936
1,-2,40.666666666666664,0.0,1.802,0.0,0.4509503992808095,1.3510496007191906,0.0,3.9963052097635203,0.6925289880534082,1.1094710119465918,0.0,2.752,3.1576446,0.9021841714285715,1.2135185457659872,3.083388012563793,1.4314
2,-2,40.666666666666664,0.0,2.12,0.0,0.532558483731612,1.5874415162683881,0.0,3.9810980701040526,0.8147399859451863,1.3052600140548138,0.0,2.752,3.5352908000000003,1.010083085714286,1.358652253162333,2.8744344837288605,1.34669
3,-3,41.0,0.0,2.014,0.0,0.5081663264471121,1.5058336735528877,0.0,3.96357099704616,0.7740029866479268,1.239997013352073,0.0,2.677028571428571,3.0928595199999993,0.8836741485714286,1.1886209065354882,2.9928328609201684,1.21478
4,-3,41.0,0.0,2.014,0.0,0.5078931493388275,1.5061068506611723,0.0,3.965700435160211,0.7740029866479268,1.239997013352073,0.0,2.677028571428571,2.8358932599999997,0.8102552171428572,1.0898658654690792,3.0223717725685306,1.08719
5,-2,40.666666666666664,0.0,2.014,0.0,0.5043825944844715,1.5096174055155283,0.0,3.9933034415019444,0.7740029866479268,1.239997013352073,0.0,2.752,2.754326259999999,0.78695036,1.058518744509838,3.0421432686107135,1.04669
6,-2,40.666666666666664,0.0,2.226,0.0,0.5591114927866365,1.6668885072133635,0.0,3.981631506020618,0.8554769852424455,1.3705230147575544,0.0,2.752,2.9877372,0.8536392000000003,1.1482212095924105,2.881765491423932,1.0213
7,-1,40.333333333333336,0.106,2.12,0.0,0.5554892402283769,1.670510759771623,0.0,4.007599231952492,0.8554769852424455,1.3705230147575544,0.0,2.8269714285714285,2.65457178,0.7584490800000002,1.0201819692111735,2.8804126377782038,0.87163
8,-1,40.333333333333336,0.212,2.12,0.0,0.5828779287662493,1.749122071233751,0.0,4.001166483578064,0.8962139845397048,1.4357860154602955,0.0,2.8269714285714285,3.22937692,0.9226791200000001,1.2410860879304284,2.7928525952120546,1.06391
9,-1,40.333333333333336,0.318,2.544,0.0,0.7213875198009894,2.1406124801990107,0.0,3.96772172254113,1.0998989810260014,1.7621010189739987,0.0,2.8269714285714285,4.44666078,1.2704745085714286,1.708902047830288,2.337622610239678,1.23279
10,-2,40.666666666666664,0.424,2.438,0.0,0.7265264865533436,2.1354735134466565,0.0,3.93965518345185,1.0998989810260014,1.7621010189739987,0.0,2.752,4.91044788,1.4029851085714284,1.8871406777055517,2.3049864352914855,1.39484
11,-1,40.333333333333336,0.424,2.438,0.0,0.7222355267940879,2.1397644732059122,0.0,3.9630703819247812,1.0998989810260014,1.7621010189739987,0.0,2.8269714285714285,5.29552998,1.5130085657142855,2.0351320856026,2.274312489701168,1.52939
12,-1,40.333333333333336,0.318,2.438,0.0,0.694574370932683,2.061425629067317,0.0,3.9682669141559965,1.059161981728742,1.6968380182712581,0.0,2.8269714285714285,5.234966880000001,1.4957048228571428,2.011857001054111,2.3450438731275387,1.57858
13,-1,40.333333333333336,0.318,2.226,0.0,0.6390728333566624,1.9049271666433376,0.0,3.9811224213971315,0.9776879831342233,1.5663120168657767,0.0,2.8269714285714285,4.904196,1.401198857142857,1.884738009486999,2.5200274656520962,1.60685
14,-2,40.666666666666664,0.212,2.332,0.0,0.6430713669829409,1.9009286330170592,0.0,3.9563629711854826,0.9776879831342233,1.5663120168657767,0.0,2.752,4.83527904,1.3815082971428574,1.858252442023893,2.534563927516842,1.57976
15,-2,40.666666666666664,0.212,2.226,0.0,0.6151938729235384,1.8228061270764617,0.0,3.963318702853505,0.9369509838369643,1.5010490161630359,0.0,2.752,4.6530449,1.3294413999999999,1.7882178002020384,2.6301395029092083,1.58765
16,-2,40.666666666666664,0.212,2.332,0.0,0.64287536859719,1.90112463140281,0.0,3.9575674218610715,0.9776879831342233,1.5663120168657767,0.0,2.752,4.897836,1.3993817142857143,1.8822937895291634,2.5511123899855987,1.60435
17,-4,41.333333333333336,0.318,2.332,0.0,0.6795089854552394,1.9704910145447605,0.0,3.9002127293592452,1.0184249824314828,1.631575017568517,0.0,2.602057142857143,5.1082195,1.4594912857142857,1.9631465488843993,2.471594865287313,1.60673
18,-3,41.0,0.318,2.332,0.0,0.6751641884448414,1.9748358115551585,0.0,3.925315796720519,1.0184249824314828,1.631575017568517,0.0,2.677028571428571,5.0945985,1.4555995714285714,1.9579118444747015,2.462153862649379,1.60159
19,-3,41.0,0.318,2.226,0.0,0.6471346098584339,1.8968653901415662,0.0,3.9315140400825594,0.9776879831342233,1.5663120168657767,0.0,2.677028571428571,4.8654,1.3901142857142859,1.869828267744202,2.5481369785944405,1.5916
20,-2,40.666666666666664,0.318,2.226,0.0,0.6429177882982011,1.901082211701799,0.0,3.9573048642880915,0.9776879831342233,1.5663120168657767,0.0,2.752,4.84499712,1.3842848914285715,1.8619872101194657,2.547506427503108,1.58358
21,-2,40.666666666666664,0.212,2.332,0.0,0.6428736157139217,1.9011263842860784,0.0,3.9575770316055037,0.9776879831342233,1.5663120168657767,0.0,2.752,4.8182088,1.3766310857142858,1.8516921556570622,2.5512475952398814,1.57305
22,-2,40.666666666666664,0.212,2.12,0.0,0.5873153802674822,1.744684619732518,0.0,3.9709409128260886,0.8962139845397048,1.4357860154602955,0.0,2.752,4.313640320000001,1.2324686628571433,1.6577807800421644,2.73487742757871,1.52886
23,-2,40.666666666666664,0.106,2.226,0.0,0.587135592177241,1.7448644078227589,0.0,3.97215559563271,0.8962139845397048,1.435786015460295,0.0,2.752,4.289387519999999,1.2255392914285714,1.6484601546029514,2.751567256132229,1.51846
24,-3,41.0,0.106,2.332,0.0,0.618701418160787,1.8192985818392127,0.0,3.9408410577400157,0.9369509838369641,1.5010490161630357,0.0,2.677028571428571,4.629006219999999,1.3225732057142858,1.7789794635014053,2.6775243593366036,1.57779
25,-3,41.0,0.0,2.226,0.0,0.5629975122054871,1.6630024877945129,0.0,3.954152342910223,0.8554769852424455,1.3705230147575544,0.0,2.677028571428571,4.20393456,1.2011241600000004,1.615619615249473,2.8621835936828974,1.56766
26,-3,41.0,0.0,2.226,0.0,0.5628073299866401,1.66319267001336,0.0,3.955486703183249,0.8554769852424455,1.3705230147575544,0.0,2.677028571428571,4.17437328,1.1926780800000003,1.6042588808854534,2.8806960815027844,1.55438
27,-3,41.0,0.0,2.226,0.0,0.562669243142337,1.663330756857663,0.0,3.9564560642591706,0.8554769852424455,1.3705230147575544,0.0,2.677028571428571,4.172303100000001,1.1920866,1.6034632872891779,2.894142775547429,1.55345
28,-3,41.0,0.0,2.226,0.0,0.5625471576152685,1.6634528423847315,0.0,3.9573135542965936,0.8554769852424455,1.3705230147575544,0.0,2.677028571428571,4.227352079999999,1.2078148800000004,1.6246192331342235,2.906037253680652,1.57818
29,-3,41.0,0.106,2.332,0.0,0.6180472205988174,1.8199527794011823,0.0,3.9450063166472216,0.9369509838369641,1.5010490161630357,0.0,2.677028571428571,4.55781662,1.30223332,1.7516204947733658,2.7353095471775406,1.54859
30,-3,41.0,0.212,2.862,0.0,0.7871593678798479,2.2868406321201524,0.0,3.9055456462647813,1.1813729796205201,1.8926270203794802,0.0,2.677028571428571,6.138655040000001,1.7539014400000004,2.359154585382994,2.1879024024047635,1.60106
31,-3,41.0,0.318,3.286,0.0,0.9314092478441509,2.672590752155849,0.0,3.869806642555359,1.3850579761068165,2.2189420238931836,0.0,2.677028571428571,7.9772738,2.279221085714286,3.065756577213633,1.6921206928156445,1.81755
32,-3,41.0,0.212,2.65,0.0,0.7320745397718427,2.1299254602281574,0.0,3.909797996109847,1.0998989810260014,1.7621010189739987,0.0,2.677028571428571,6.628134419999999,1.8937526914285712,2.547267049147927,2.246890758259525,1.92001
33,-3,41.0,0.212,2.756,0.0,0.7604539846651668,2.207546015334833,0.0,3.9032984023005923,1.1406359803232606,1.8273640196767393,0.0,2.677028571428571,6.989580639999999,1.9970230399999997,2.6861749209416725,2.156728156763557,1.95908
34,-3,41.0,0.212,2.756,0.0,0.7606010980787676,2.2073989019212323,0.0,3.9025442537903507,1.1406359803232606,1.8273640196767393,0.0,2.677028571428571,7.0289956799999995,2.0082844799999995,2.7013225667603655,2.1462683682552717,1.97236
35,-3,41.0,0.212,2.65,0.0,0.7323480121307706,2.1296519878692295,0.0,3.9083395160878722,1.0998989810260014,1.7621010189739987,0.0,2.677028571428571,6.69023982,1.9114970914285714,2.571134857036191,2.226661311834086,1.94171
36,-3,41.0,0.212,2.65,0.0,0.7323672287505634,2.1296327712494367,0.0,3.908237043351451,1.0998989810260014,1.7621010189739987,0.0,2.677028571428571,6.730164719999999,1.9229042057142856,2.5864784478215035,2.2252388951634168,1.95566
37,-3,41.0,0.212,2.544,0.0,0.7041250299473862,2.051874970052614,0.0,3.9144327281576423,1.059161981728742,1.6968380182712581,0.0,2.677028571428571,6.458079680000001,1.845165622857143,2.481913088545327,2.3111887239777125,1.94738
38,-3,41.0,0.212,2.65,0.0,0.7323414593415092,2.129658540658491,0.0,3.9083743488148586,1.0998989810260014,1.7621010189739987,0.0,2.677028571428571,6.871318560000001,1.9632338742857143,2.640725465565706,2.2271472252804205,2.00498
39,-4,41.333333333333336,0.212,2.544,0.0,0.7087086047425784,2.047291395257422,0.0,3.889110088521433,1.059161981728742,1.6968380182712581,0.0,2.602057142857143,6.721966680000001,1.9205619085714285,2.583327848295854,2.316097164509665,2.04313
40,-4,41.333333333333336,0.212,2.756,0.0,0.7656853557526904,2.2023146442473096,0.0,3.876623597854964,1.1406359803232606,1.8273640196767393,0.0,2.602057142857143,7.53376344,2.1525038399999996,2.8953105279339426,2.141204520055601,2.14243
41,-4,41.333333333333336,0.318,2.862,0.0,0.8232974650127578,2.3567025349872424,0.0,3.8628863831183655,1.2221099789177794,1.9578900210822208,0.0,2.602057142857143,8.3692512,2.391214628571429,3.2163979269149685,1.948796095969878,2.23594
42,-4,41.333333333333336,0.318,2.862,0.0,0.8236644804964284,2.356335519503572,0.0,3.8611661446810848,1.2221099789177794,1.9578900210822208,0.0,2.602057142857143,8.567524200000001,2.447864057142858,3.2925964841004927,1.9247034992381131,2.29829
43,-5,41.666666666666664,0.318,2.968,0.0,0.8583628193282626,2.4276371806717374,0.0,3.8285840997792464,1.2628469782150389,2.023153021784961,0.0,3.158857142857142,8.408808279999999,2.402516651428572,3.2316001603127202,1.823210459066598,2.16308
44,-5,41.666666666666664,0.318,2.862,0.0,0.8296426262850778,2.3503573737149224,0.0,3.833335966503474,1.2221099789177794,1.9578900210822208,0.0,3.158857142857142,7.658235000000001,2.188067142857143,2.943146356728742,1.8904164529787293,2.01235
45,-6,42.0,0.212,2.862,0.0,0.8060522054810253,2.267947794518975,0.0,3.8139929062558635,1.1813729796205201,1.8926270203794802,0.0,3.0651428571428565,6.955785720000001,1.9873673485714294,2.673187150825721,1.976676009660102,1.86688
46,-6,42.0,0.212,2.756,0.0,0.7769983342027782,2.1910016657972218,0.0,3.8201652232595245,1.1406359803232606,1.8273640196767393,0.0,3.0651428571428565,6.32860704,1.8081734399999998,2.432155288123682,2.0648359036084574,1.81138
47,-7,42.333333333333336,0.212,2.756,0.0,0.7820769806136574,2.1859230193863426,0.0,3.7953487156787586,1.1406359803232606,1.8273640196767393,0.0,2.9714285714285706,6.0155127199999985,1.7187179199999998,2.311829598559381,2.0747353522780725,1.70589
48,-7,42.333333333333336,0.106,2.65,0.0,0.723837531361109,2.032162468638891,0.0,3.8077991442090915,1.059161981728742,1.6968380182712577,0.0,2.9714285714285706,5.73650376,1.6390010742857142,2.2046032984891073,2.2543332027882035,1.76056
49,-8,42.666666666666664,0.0,2.544,0.0,0.670257313990338,1.873742686009662,0.0,3.7958534342032757,0.9776879831342233,1.5663120168657767,0.0,2.8777142857142852,4.9587648,1.416789942857143,1.9057094167252282,2.4537726169497898,1.6283
50,-8,42.666666666666664,0.0,2.544,0.0,0.669926961750424,1.874073038249576,0.0,3.797721609678759,0.9776879831342233,1.5663120168657767,0.0,2.8777142857142852,4.9116499199999994,1.4033285485714286,1.8876026352775823,2.4809943430734775,1.60978
51,-9,43.0,0.0,2.65,0.0,0.7034401021511723,1.9465598978488277,0.0,3.767486668987765,1.0184249824314828,1.631575017568517,0.0,2.7839999999999994,4.9854185,1.4244052857142857,1.9159527351985242,2.415575101945774,1.56039
52,-9,43.0,0.0,2.65,0.0,0.7033414925889974,1.9466585074110025,0.0,3.768012006578864,1.0184249824314828,1.631575017568517,0.0,2.7839999999999994,4.936367,1.4103905714285714,1.8971016887737173,2.423306373873938,1.54188
53,-10,43.333333333333336,0.106,2.862,0.0,0.7967837284091792,2.1712162715908208,0.0,3.725256385074649,0.8796587392585462,1.409263566505863,0.6790776942355907,2.741654135338345,5.8779756,1.6794216,3.0869995697134636,2.1704479391617797,1.65955
