År,Produsert energi,Investering grunnvarme,Investering luft-vann,Diskonteringsrente,Energikostnad grunnvarme,Energikostnad luft-vann,Energikostnad direkte elektrisk,Kostnad grunnvarme,Kostnad luft-vann,Kostnad direkte elektrisk,Kostnad grunnvarme (diskontert),Kostnad luft-vann (diskontert),Kostnad direkte elektrisk (diskontert),LCOE grunnvarme,LCOE luft-vann,LCOE_direkte_el,Grunnvarme vs. luft-vann (40 år),Grunnvarme vs. direkte elektrisk (40 år)
0.0,0.0,558550.0,435300.0,1.0,0.0,0.0,0.0,558550.0,435300.0,0.0,558550.0,435300.0,0.0,1.61,1.79,1.74,112662,79187
1.0,31018.0,0.0,0.0,0.9615384615384615,15826.0,22965.0,53889.0,15826.0,22965.0,51816.34615384615,15217.307692307691,22081.730769230766,51816.34615384615,1.61,1.79,1.74,112662,79187
2.0,31018.0,0.0,0.0,0.9245562130177514,15826.0,22965.0,53889.0,15826.0,22965.0,49823.409763313604,14632.026627218933,21232.43343195266,49823.409763313604,1.61,1.79,1.74,112662,79187
3.0,31018.0,0.0,0.0,0.8889963586709149,15826.0,22965.0,53889.0,15826.0,22965.0,47907.12477241693,14069.256372325899,20415.80137687756,47907.12477241693,1.61,1.79,1.74,112662,79187
4.0,31018.0,0.0,0.0,0.8548041910297257,15826.0,22965.0,53889.0,15826.0,22965.0,46064.54305040089,13528.131127236438,19630.57824699765,46064.54305040089,1.61,1.79,1.74,112662,79187
5.0,31018.0,0.0,0.0,0.8219271067593517,15826.0,22965.0,53889.0,15826.0,22965.0,44292.8298561547,13007.818391573499,18875.55600672851,44292.8298561547,1.61,1.79,1.74,112662,79187
6.0,31018.0,0.0,0.0,0.7903145257301457,15826.0,22965.0,53889.0,15826.0,22965.0,42589.25947707182,12507.517684205286,18149.573083392796,42589.25947707182,1.61,1.79,1.74,112662,79187
7.0,31018.0,0.0,0.0,0.7599178132020633,15826.0,22965.0,53889.0,15826.0,22965.0,40951.21103564599,12026.459311735854,17451.512580185383,40951.21103564599,1.61,1.79,1.74,112662,79187
8.0,31018.0,0.0,0.0,0.7306902050019839,15826.0,22965.0,53889.0,15826.0,22965.0,39376.16445735191,11563.903184361398,16780.30055787056,39376.16445735191,1.61,1.79,1.74,112662,79187
9.0,31018.0,0.0,0.0,0.7025867355788306,15826.0,22965.0,53889.0,15826.0,22965.0,37861.6965936076,11119.137677270572,16134.904382567844,37861.6965936076,1.61,1.79,1.74,112662,79187
