År,Produsert energi,Investering grunnvarme,Investering luft-vann,Diskonteringsrente,Energikostnad grunnvarme,Energikostnad luft-vann,Energikostnad direkte elektrisk,Kostnad grunnvarme,Kostnad luft-vann,Kostnad direkte elektrisk,Kostnad grunnvarme (diskontert),Kostnad luft-vann (diskontert),Kostnad direkte elektrisk (diskontert),LCOE grunnvarme,LCOE luft-vann,LCOE_direkte_el,Grunnvarme vs. luft-vann (40 år),Grunnvarme vs. direkte elektrisk (40 år)
0.0,0.0,577470.0,448095.0,1.0,0.0,0.0,0.0,577470.0,448095.0,0.0,577470.0,448095.0,0.0,1.58,1.74,1.73,107100,99078
1.0,32850.0,0.0,0.0,0.9615384615384615,16734.0,23856.0,56830.0,16734.0,23856.0,54644.230769230766,16090.384615384613,22938.461538461535,54644.230769230766,1.58,1.74,1.73,107100,99078
2.0,32850.0,0.0,0.0,0.9245562130177514,16734.0,23856.0,56830.0,16734.0,23856.0,52542.52958579881,15471.52366863905,22056.213017751477,52542.52958579881,1.58,1.74,1.73,107100,99078
3.0,32850.0,0.0,0.0,0.8889963586709149,16734.0,23856.0,56830.0,16734.0,23856.0,50521.66306326809,14876.46506599909,21207.897132453345,50521.66306326809,1.58,1.74,1.73,107100,99078
4.0,32850.0,0.0,0.0,0.8548041910297257,16734.0,23856.0,56830.0,16734.0,23856.0,48578.52217621931,14304.29333269143,20392.208781205136,48578.52217621931,1.58,1.74,1.73,107100,99078
5.0,32850.0,0.0,0.0,0.8219271067593517,16734.0,23856.0,56830.0,16734.0,23856.0,46710.11747713396,13754.128204510991,19607.893058851092,46710.11747713396,1.58,1.74,1.73,107100,99078
6.0,32850.0,0.0,0.0,0.7903145257301457,16734.0,23856.0,56830.0,16734.0,23856.0,44913.57449724418,13225.123273568259,18853.743325818356,44913.57449724418,1.58,1.74,1.73,107100,99078
7.0,32850.0,0.0,0.0,0.7599178132020633,16734.0,23856.0,56830.0,16734.0,23856.0,43186.12932427326,12716.464686123327,18128.599351748424,43186.12932427326,1.58,1.74,1.73,107100,99078
8.0,32850.0,0.0,0.0,0.7306902050019839,16734.0,23856.0,56830.0,16734.0,23856.0,41525.12435026275,12227.369890503198,17431.345530527327,41525.12435026275,1.58,1.74,1.73,107100,99078
9.0,32850.0,0.0,0.0,0.7025867355788306,16734.0,23856.0,56830.0,16734.0,23856.0,39928.00418294494,11757.086433176151,16760.909163968583,39928.00418294494,1.58,1.74,1.73,107100,99078
