,Utetemperatur (grader),"Turtemperatur, varmesystem (grader)",Tappevannsbehov (kWh),Romoppvarmingsbehov (kWh),Kjølebehov (kWh),"Grunnvarme, kompressor (kWh)","Grunnvarme, fra brønner (kWh)","Grunnvarme, spisslast (kWh)","Grunnvarme, COP","Luft-vann, kompressor (kWh)","Luft-vann, fra luft (kWh)","Luft-vann, spisslast (kWh)","Luft-vann, COP","Direkte elektrisk, strømkostnad (kr)","Grunnvarme, strømkostnad (kr)","Luft-vann, strømkostnad (kr)",Brønntemperatur år 12 - 13 (grader),Spotpris (kr)
0,-2,40.666666666666664,0.639,12.78,0.0,3.3805033148354173,10.038496685164581,0.0,3.9696336067087175,5.157073524244554,8.261926475755445,0.0,2.752,25.365398940000002,7.24725684,9.748209799938511,2.6836577035776417,1.56936
1,-2,40.666666666666664,0.0,10.863,0.0,2.7186186443284974,8.144381355671502,0.0,3.9958887310147935,4.174773805340829,6.688226194659171,0.0,2.752,19.0352349,5.438638542857143,7.3154561390987345,3.044423340939717,1.4314
2,-2,40.666666666666664,0.0,12.78,0.0,3.20917145098389,9.57082854901611,0.0,3.9824464361172214,4.911498594518623,7.868501405481377,0.0,2.752,21.3118002,6.089085771428571,8.19036594123331,2.859722996603738,1.34669
3,-3,41.0,0.0,12.141,0.0,3.0629591280963417,9.078040871903658,0.0,3.9639241883418204,4.665923664792691,7.475076335207309,0.0,2.677028571428571,18.64469088,5.327054537142857,7.16536565354884,2.964492282921849,1.21478
4,-3,41.0,0.0,12.141,0.0,3.0615022976000272,9.079497702399973,0.0,3.965811327049949,4.665923664792691,7.475076335207309,0.0,2.677028571428571,17.09562069,4.884463054285715,6.570040453157941,2.9906676827284455,1.08719
5,-2,40.666666666666664,0.0,12.141,0.0,3.040464250754752,9.100535749245248,0.0,3.9932533452079473,4.665923664792691,7.475076335207309,0.0,2.752,16.60391019,4.743974339999999,6.381070544733836,3.0082144994919604,1.04669
6,-2,40.666666666666664,0.0,13.419,0.0,3.3692209015056367,10.049779098494364,0.0,3.9829327585233725,5.157073524244554,8.261926475755446,0.0,2.752,18.010981800000003,5.1459948,6.921824084241041,2.866408052356035,1.0213
7,-1,40.333333333333336,0.639,12.78,0.0,3.3473766093609907,10.071623390639008,0.0,4.008925200007997,5.157073524244554,8.261926475755445,0.0,2.8269714285714285,16.00256007,4.57216002,6.149964889867358,2.8652221817516854,0.87163
8,-1,40.333333333333336,1.278,12.78,0.0,3.511760156200653,10.546239843799347,0.0,4.003234391564974,5.402648453970485,8.655351546029515,0.0,2.8269714285714285,19.46765898,5.562188279999999,7.481641605542867,2.7877589415406776,1.06391
9,-1,40.333333333333336,1.917,15.336,0.0,4.341986771401466,12.911013228598534,0.0,3.9736325496498237,6.63052310260014,10.62247689739986,0.0,2.8269714285714285,26.80581357,7.658803877142859,10.301777439278812,2.3848388874821604,1.23279
