År,Produsert energi,Investering grunnvarme,Investering luft-vann,Diskonteringsrente,Energikostnad grunnvarme,Energikostnad luft-vann,Energikostnad direkte elektrisk,Kostnad grunnvarme,Kostnad luft-vann,Kostnad direkte elektrisk,Kostnad grunnvarme (diskontert),Kostnad luft-vann (diskontert),Kostnad direkte elektrisk (diskontert),LCOE grunnvarme,LCOE luft-vann,LCOE_direkte_el,Grunnvarme vs. luft-vann (40 år),Grunnvarme vs. direkte elektrisk (40 år)
0.0,0.0,554355.0,432855.0,1.0,0.0,0.0,0.0,554355.0,432855.0,0.0,554355.0,432855.0,0.0,1.62,1.8,1.74,110397,73883
1.0,30595.0,0.0,0.0,0.9615384615384615,15632.0,22566.0,53210.0,15632.0,22566.0,51163.46153846153,15030.769230769229,21698.076923076922,51163.46153846153,1.62,1.8,1.74,110397,73883
2.0,30595.0,0.0,0.0,0.9245562130177514,15632.0,22566.0,53210.0,15632.0,22566.0,49195.63609467455,14452.66272189349,20863.535502958577,49195.63609467455,1.62,1.8,1.74,110397,73883
3.0,30595.0,0.0,0.0,0.8889963586709149,15632.0,22566.0,53210.0,15632.0,22566.0,47303.49624487938,13896.791078743741,20061.091829767865,47303.49624487938,1.62,1.8,1.74,110397,73883
4.0,30595.0,0.0,0.0,0.8548041910297257,15632.0,22566.0,53210.0,15632.0,22566.0,45484.131004691706,13362.299114176672,19289.51137477679,45484.131004691706,1.62,1.8,1.74,110397,73883
5.0,30595.0,0.0,0.0,0.8219271067593517,15632.0,22566.0,53210.0,15632.0,22566.0,43734.7413506651,12848.364532862184,18547.60709113153,43734.7413506651,1.62,1.8,1.74,110397,73883
6.0,30595.0,0.0,0.0,0.7903145257301457,15632.0,22566.0,53210.0,15632.0,22566.0,42052.635914101054,12354.196666213638,17834.237587626467,42052.635914101054,1.62,1.8,1.74,110397,73883
7.0,30595.0,0.0,0.0,0.7599178132020633,15632.0,22566.0,53210.0,15632.0,22566.0,40435.22684048179,11879.035255974653,17148.30537271776,40435.22684048179,1.62,1.8,1.74,110397,73883
8.0,30595.0,0.0,0.0,0.7306902050019839,15632.0,22566.0,53210.0,15632.0,22566.0,38880.025808155566,11422.149284591012,16488.755166074767,38880.025808155566,1.62,1.8,1.74,110397,73883
9.0,30595.0,0.0,0.0,0.7025867355788306,15632.0,22566.0,53210.0,15632.0,22566.0,37384.64020014957,10982.835850568279,15854.57227507189,37384.64020014957,1.62,1.8,1.74,110397,73883
10.0,30595.0,0.0,0.0,0.6755641688257986,15632.0,22566.0,53210.0,15632.0,22566.0,35946.76942322074,10560.419087084883,15244.781033722971,35946.76942322074,1.62,1.8,1.74,110397,73883
11.0,30595.0,0.0,0.0,0.6495809315632679,15632.0,22566.0,53210.0,15632.0,22566.0,34564.20136848149,10154.249122197003,14658.443301656704,34564.20136848149,1.62,1.8,1.74,110397,73883
