År,Produsert energi,Investering grunnvarme,Investering luft-vann,Diskonteringsrente,Energikostnad grunnvarme,Energikostnad luft-vann,Energikostnad direkte elektrisk,Kostnad grunnvarme,Kostnad luft-vann,Kostnad direkte elektrisk,Kostnad grunnvarme (diskontert),Kostnad luft-vann (diskontert),Kostnad direkte elektrisk (diskontert),LCOE grunnvarme,LCOE luft-vann,LCOE_direkte_el,Grunnvarme vs. luft-vann (40 år),Grunnvarme vs. direkte elektrisk (40 år)
0.0,0.0,1174160.0,820785.0,1.0,0.0,0.0,0.0,1174160.0,820785.0,0.0,1174160.0,820785.0,0.0,1.23,1.3,1.69,132863,811375
1.0,90093.0,0.0,0.0,0.9615384615384615,44097.0,63103.0,152005.0,44097.0,63103.0,146158.65384615384,42400.96153846153,60675.96153846153,146158.65384615384,1.23,1.3,1.69,132863,811375
2.0,90093.0,0.0,0.0,0.9245562130177514,44097.0,63103.0,152005.0,44097.0,63103.0,140537.1671597633,40770.15532544378,58342.270710059165,140537.1671597633,1.23,1.3,1.69,132863,811375
3.0,90093.0,0.0,0.0,0.8889963586709149,44097.0,63103.0,152005.0,44097.0,63103.0,135131.8914997724,39202.07242831133,56098.33722121074,135131.8914997724,1.23,1.3,1.69,132863,811375
4.0,90093.0,0.0,0.0,0.8548041910297257,44097.0,63103.0,152005.0,44097.0,63103.0,129934.51105747346,37694.300411837816,53940.70886654878,129934.51105747346,1.23,1.3,1.69,132863,811375
5.0,90093.0,0.0,0.0,0.8219271067593517,44097.0,63103.0,152005.0,44097.0,63103.0,124937.02986295524,36244.51962676713,51866.06621783537,124937.02986295524,1.23,1.3,1.69,132863,811375
6.0,90093.0,0.0,0.0,0.7903145257301457,44097.0,63103.0,152005.0,44097.0,63103.0,120131.7594836108,34850.49964112224,49871.21751714939,120131.7594836108,1.23,1.3,1.69,132863,811375
7.0,90093.0,0.0,0.0,0.7599178132020633,44097.0,63103.0,152005.0,44097.0,63103.0,115511.30719577963,33510.09580877139,47953.0937664898,115511.30719577963,1.23,1.3,1.69,132863,811375
8.0,90093.0,0.0,0.0,0.7306902050019839,44097.0,63103.0,152005.0,44097.0,63103.0,111068.56461132657,32221.245969972482,46108.74400624019,111068.56461132657,1.23,1.3,1.69,132863,811375
9.0,90093.0,0.0,0.0,0.7025867355788306,44097.0,63103.0,152005.0,44097.0,63103.0,106796.69674166014,30981.96727881969,44335.33077523094,106796.69674166014,1.23,1.3,1.69,132863,811375
10.0,90093.0,0.0,0.0,0.6755641688257986,44097.0,63103.0,152005.0,44097.0,63103.0,102689.13148236551,29790.353152711243,42630.12574541437,102689.13148236551,1.23,1.3,1.69,132863,811375
11.0,90093.0,0.0,0.0,0.6495809315632679,44097.0,63103.0,152005.0,44097.0,63103.0,98739.54950227453,28644.570339145426,40990.50552443689,98739.54950227453,1.23,1.3,1.69,132863,811375
12.0,90093.0,0.0,0.0,0.6245970495800652,44097.0,63103.0,152005.0,44097.0,63103.0,94941.87452141782,27542.856095332136,39413.947619650855,94941.87452141782,1.23,1.3,1.69,132863,811375
13.0,90093.0,0.0,0.0,0.6005740861346781,44097.0,63103.0,152005.0,44097.0,63103.0,91290.26396290175,26483.5154762809,37898.02655735659,91290.26396290175,1.23,1.3,1.69,132863,811375
14.0,90093.0,0.0,0.0,0.5774750828218058,44097.0,63103.0,152005.0,44097.0,63103.0,87779.09996432859,25464.91872719317,36440.410151304415,87779.09996432859,1.23,1.3,1.69,132863,811375
15.0,90093.0,0.0,280000.0,0.5552645027132749,44097.0,63103.0,152005.0,44097.0,343103.0,84402.98073493135,24485.498776147284,190512.91667443275,84402.98073493135,1.23,1.3,1.69,132863,811375
